id,label,left_title,left_authors,left_venue,left_year,left_vldb,right_title,right_authors,right_venue,right_year,right_vldb
3619,0,visual web information extraction with lixto vldb,"georg gottlob, robert baumgartner, sergio flesca",VAL -,2001,,information visualization acm sigmod record,"tiziana catarci, isabel f. cruz",ACM SIGMOD Record,1996,
3620,0,semantics for update rule programs and implementations in a relational database management system,VAL -,ACM SIGMOD Record,1996,VAL -,implementing lazy database updates for an object database system,"fabrizio ferrandina, thorsten meyer, roberto zicari",VLDB,VAL -,VLDB
3621,0,automated selection of materialized views and indexes in sql databases,VAL -,VLDB,2000,,materialized view selection for multidimensional datasets,"amit shukla, prasad deshpande, jeffrey f. naughton",VLDB,1998,
3622,0,applying database visualization to the world wide web,VAL -,SIGMOD Conference,VAL -,,accessing relational databases from the world wide web,VAL -,International Conference on Management of Data,1996,
3623,0,query optimization in compressed database systems,VAL -,SIGMOD Conference,2001,VAL -,an aspect of query optimization in multidatabase systems,VAL -,ACM SIGMOD Record,1995,VAL -
3624,0,"optimization of dynamic query evaluation plans goetz graefe , richard l. cole",VAL -,SIGMOD Conference,1994,VAL -,open issues in parallel query optimization acm sigmod record,"waqar hasan, daniela florescu, patrick valduriez",ACM SIGMOD Record,1996,VAL -
3625,0,nsf workshop on industrial/academic cooperation in database systems sigmod record 1999,"leonard j. seligman, michael j. carey",VAL -,VAL -,,report on first international workshop on real-time database systems,VAL -,acm sigmod record,1996,
3626,0,incremental organization for data recording and warehousing,"s. sudarshan, p. p. s. narayan, rama kanneganti, h. v. jagadish, s. seshadri",VLDB,1997,VLDB,data warehousing and olap for decision support,VAL -,SIGMOD Conference,VAL -,VAL -
3627,0,what will be - book review sigmod record,paul w. p. j. grefen,VAL -,2002,,book reviews karl aberer,VAL -,ACM SIGMOD Record,VAL -,
3628,0,incremental maintenance for materialized views over semistructured data,VAL -,VAL -,VAL -,VAL -,constraints for semistructured data and xml,VAL -,ACM SIGMOD Record,2001,VAL -
3629,0,indexing the distance : an efficient method to knn processing,VAL -,VAL -,VAL -,VAL -,contorting high dimensional data for efficient main memory knn processing,VAL -,SIGMOD Conference,2003,VAL -
3630,0,optimizing disjunctive queries with expensive predicates,"alfons kemper, guido moerkotte, michael steinbrunn, klaus peithner",SIGMOD Conference,1994,,optimizing queries across diverse data sources,"laura m. haas, donald kossmann, edward l. wimmers, jun yang",VLDB,1997,
3631,0,approximate query processing using wavelets vldb j.,"rajeev rastogi, minos n. garofalakis, kyuseok shim, kaushik chakrabarti",VAL -,2001,,approximate query processing using wavelets,"kaushik chakrabarti, minos n. garofalakis, rajeev rastogi, kyuseok shim",VLDB,2000,
3632,0,"a foundation for multi-dimensional databases laks v. s. lakshmanan , marc gyssens",VAL -,VLDB,1997,,"outlier detection for high dimensional data charu c. aggarwal , philip s. yu",VAL -,SIGMOD Conference,VAL -,
3633,1,efficient progressive skyline computation,VAL -,VAL -,2001,,efficient progressive skyline computation,"kian-lee tan, pin-kwang eng, beng chin ooi",VLDB,2001,
3634,0,extraction of object-oriented structures from existing relational databases,"julia e. hodges, shekar ramanathan",ACM SIGMOD Record,1997,VAL -,garbage collection in object oriented databases using transactional cyclic reference counting 1997,"srinivas ashwin, prasan roy, s. seshadri, abraham silberschatz, s. sudarshan",VLDB,VAL -,VLDB
3635,0,index configuration in object-oriented databases,VAL -,VLDB Journal,1994,,an effective deductive object-oriented database through language integration,VAL -,VLDB,1994,
3636,0,psoup : a system for streaming queries over streaming data,"sirish chandrasekaran, michael j. franklin",VAL -,2003,,continuous queries over data streams,VAL -,ACM SIGMOD Record,2001,
3637,0,"olap , relational , and multidimensional database systems george colliat sigmod record 1996",VAL -,SIGMOD Conference,VAL -,,special issue on spatial database systems h. j. schek 1994,VAL -,VLDB Journal,VAL -,
3638,0,"relaxed transaction processing darrell woelk , munindar p. singh , christine tomlinson",VAL -,SIGMOD Conference,VAL -,,special section on advanced xml data processing acm sigmod record,VAL -,ACM SIGMOD Record,2001,
3639,0,the aditi deductive database system,VAL -,VLDB Journal,VAL -,,an introduction to spatial database systems,ralf hartmut g ü ting,VLDB Journal,1994,
3640,0,user-adaptive exploration of multidimensional data 2000,sunita sarawagi,VLDB,VAL -,,on the computation of multidimensional aggregates 1996,"sameet agarwal, rakesh agrawal, prasad deshpande, ashish gupta, jeffrey f. naughton, raghu ramakrishnan, sunita sarawagi",VLDB,VAL -,
3641,0,"multimediaminer : a system prototype for multimedia data mining jenny chiang , ze-nian li , osmar r. zaïane , sonny h. chee , jiawei han","jenny chiang, ze-nian li, osmar r. zaïane, sonny h. chee, jiawei han",SIGMOD Conference,1998,VAL -,"active storage for large-scale data mining and multimedia erik riedel , garth a. gibson , christos faloutsos","erik riedel, garth a. gibson, christos faloutsos",VLDB,1998,VLDB
3642,1,"middle-tier database caching for e-business hamid pirahesh , c. mohan , jeffrey f. naughton , sailesh krishnamurthy , honguk woo , qiong luo , bruce g. lindsay","hamid pirahesh, c. mohan, jeffrey f. naughton, sailesh krishnamurthy, honguk woo, qiong luo, bruce g. lindsay",SIGMOD Conference,2002,VAL -,"middle-tier database caching for e-business qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , honguk woo , bruce g. lindsay , jeffrey f. naughton","qiong luo, sailesh krishnamurthy, c. mohan, hamid pirahesh, honguk woo, bruce g. lindsay, jeffrey f. naughton",SIGMOD Conference,2002,VAL -
3643,0,"the infosleuth project marek rusinkiewicz , tomasz ksiezyk , richard s. brice , ray shea , vipul kashyap , andrzej cichocki , mosfeq rashid , c. unnikrishnan , abdelsalam helal , amy unruh , marian h. nodine , jerry fowler , darrell woelk , gale martin , roberto j. bayardo jr. , william bohrer","marek rusinkiewicz, tomasz ksiezyk, richard s. brice, ray shea, vipul kashyap, andrzej cichocki, mosfeq rashid, c. unnikrishnan, abdelsalam helal, amy unruh, marian h. nodine, jerry fowler, darrell woelk, gale martin, roberto j. bayardo jr., william bohrer",SIGMOD Conference,1997,VAL -,the garlic project,"m. tork roth, m. arya, l. haas, m. carey, w. cody, r. fagin, p. schwarz, j. thomas, e. wimmers",International Conference on Management of Data,1996,VAL -
3644,1,tutorial : application servers and associated technologies c. mohan 2002,VAL -,SIGMOD Conference,VAL -,,tutorial : application servers and associated technologies international conference on management of data 2002,c. mohan,SIGMOD Conference,2002,
3645,0,"adaptive parallel aggregation algorithms jeffrey f. naughton , ambuj shatdal",VAL -,SIGMOD Conference,1995,VAL -,temporal aggregation in active database rules,"iakovos motakis , carlo zaniolo",SIGMOD Conference,1997,VAL -
3646,1,sql query optimization : reordering for a general class of queries sigmod conference,"piyush goel, balakrishna r. iyer",VAL -,1996,,sql query optimization : reordering for a general class of queries,VAL -,sigmod conference,1996,
3647,0,advances in databases and information systems ( adbis ) 2002,"albertas caplinskas, johann eder, olega vasilecas",ACM SIGMOD Record,VAL -,,environmental information systems oliver g &#252; nther acm sigmod record,VAL -,ACM SIGMOD Record,1997,
3648,0,disima : a distributed and interoperable image database system,"vincent oria, benjamin bin yao, shu lin, paul iglinski, m. tamer özsu",SIGMOD Conference,2000,,metu interoperable database system,"a. dogac, c. dengi, e. kilic, g. ozhan, f. ozcan, s. nural, c. evrendilek, u. halici, b. arpinar, p. koksal, n. kesim, s. mancuhan",ACM SIGMOD Record,VAL -,
3649,0,an effective hash based algorithm for mining association rules,VAL -,sigmod conference,VAL -,,a new sql-like operator for mining association rules,"rosa meo, giuseppe psaila, stefano ceri",VAL -,1996,
3650,0,semantics for update rule programs and implementations in a relational database management system,VAL -,VAL -,1996,,unisql 's next-generation object-relational database management system,VAL -,ACM SIGMOD Record,1996,
3651,0,issues in data stream management sigmod record,"lukasz golab, m. tamer özsu",VAL -,2003,,data management issues in electronic commerce m. tamer özsu,VAL -,SIGMOD Conference,1999,
3652,0,selectivity estimation using probabilistic models sigmod conference,"daphne koller, lise getoor, benjamin taskar",SIGMOD Conference,2001,,"adaptive selectivity estimation using query feedback chungmin melvin chen, nick roussopoulos international conference on management of data",VAL -,SIGMOD Conference,1994,
3653,0,spatial joins using seeded trees,"chinya v. ravishankar, ming-ling lo",SIGMOD Conference,1994,VAL -,multi-step processing of spatial joins,"thomas brinkhoff, hans-peter kriegel, ralf schneider, bernhard seeger",SIGMOD Conference,VAL -,VAL -
3654,0,data management challenges in crm,VAL -,SIGMOD Conference,VAL -,,issues in data stream management,"lukasz golab, m. tamer &#214; zsu",ACM SIGMOD Record,VAL -,
3655,0,"structures for manipulating proposed updates in object-oriented databases richard hull , mohammed rupawalla , michael doherty 1996",VAL -,sigmod conference,VAL -,,index configuration in object-oriented databases,elisa bertino,vldb journal,1994,
3656,0,a general techniques for querying xml documents using a relational database system,VAL -,ACM SIGMOD Record,VAL -,,vxmlr : a visual xml-relational database system,"aoying zhou , hongjun lu , shihui zheng , yuqi liang , long zhang , wenyun ji , zengping tian",VLDB,VAL -,
3657,0,"data grid management systems arun jagatheesan , arcot rajasekar 2003",VAL -,SIGMOD Conference,2003,VAL -,"relational data sharing in peer-based data management systems beng chin ooi , yanfeng shu , kian-lee tan",VAL -,ACM SIGMOD Record,2003,VAL -
3658,0,the mlpq/gis constraint database system sigmod conference,"yuguo liu, yiming li, pradip kanjamala, rui chen, yonghui wang, peter z. revesz",VAL -,2000,,the ores temporal database management system,"babis theodoulidis, aziz ait-braham, george andrianopoulos, jayant chaudhary, george karvelis, simon sou",SIGMOD Conference,1994,
3659,0,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","vivek r. narasayya, gautam das, surajit chaudhuri",sigmod conference,VAL -,,surfing wavelets on streams : one-pass summaries for approximate aggregate queries,VAL -,VLDB,2001,
3660,0,implementation of two semantic query optimization techniques in db2 universal database,"k. bernhard schiefer, fred koo, t. y. cliff leung, linqi liu, jarek gryz, xiaoyan qian, qi cheng",VLDB,1999,,description logics for semantic query optimization in object-oriented database systems,VAL -,VAL -,VAL -,
3661,0,a query language for a web-site management system,VAL -,SIGMOD Conference,VAL -,,a graphical query language for mobile information systems,ya-hui chang,ACM SIGMOD Record,VAL -,
3662,0,s3 : similarity search in cad database systems,VAL -,SIGMOD Conference,1997,,dimensionality reduction for similarity searching in dynamic databases,VAL -,SIGMOD Conference,VAL -,
3663,1,"i3 : intelligent , interactive investigaton of olap data cubes sunita sarawagi , gayatri sathe",VAL -,SIGMOD Conference,2000,VAL -,"i3 : intelligent , interactive investigation of olap data cubes sunita sarawagi , gayatri sathe",VAL -,SIGMOD Conference,2000,VAL -
3664,0,"guest editorial yannis e. ioannidis , raghu ramakrishnan , philip a. bernstein",VAL -,VAL -,VAL -,,guest editorial alon y. halevy,VAL -,VLDB Journal,2002,
3665,0,report on the fourth international conference on flexible query answering systems,"gabriella pasi, amihai motro, patrick bosc",ACM SIGMOD Record,2001,VAL -,"report on the first international conference on ontologies , databases and applications of semantics ( odbase ) : part of the federated conference on the move to meaningful internet systems 2002 karl aberer 2003",VAL -,ACM SIGMOD Record,VAL -,VAL -
3666,0,communication efficient distributed mining of association rules,"ran wolff, assaf schuster",SIGMOD Conference,2001,VAL -,a new sql-like operator for mining association rules very large data bases,"rosa meo, giuseppe psaila, stefano ceri",VAL -,1996,VLDB
3667,0,data compression support in databases,VAL -,VAL -,1994,,metadata in video databases,"ramesh jain, arun hampapur",acm sigmod record,VAL -,
3668,0,"query processing techniques for arrays kenneth salem , arunprasad p. marathe",VAL -,SIGMOD Conference,VAL -,,approximate query processing : taming the terabytes,"minos n. garofalakis , phillip b. gibbon",VLDB,VAL -,
3669,1,"disseminating updates on broadcast disks swarup acharya , stanley b. zdonik , michael j. franklin",VAL -,VLDB,1996,,"disseminating updates on broadcast disks swarup acharya , michael j. franklin , stanley b. zdonik",VAL -,VLDB,1996,
3670,0,incremental clustering for mining in a data warehousing environment,VAL -,SIGMOD Conference,VAL -,,view maintenance in a warehousing environment,"yue zhuge, h &#233; ctor garc &#237; a-molina, joachim hammer, jennifer widom",SIGMOD Conference,1995,
3671,1,polymorphism and type inference in database programming,VAL -,ACM Trans . Database Syst .,VAL -,,polymorphism and type inference in database programming,"peter buneman, atsushi ohori",ACM Trans . Database Syst .,1996,
3672,1,adaptive algorithms for set containment joins acm trans . database syst .,"hector garcia-molina, sergey melnik",VAL -,2003,,adaptive algorithms for set containment joins acm transactions on database systems (tods),"sergey melnik, hector garcia-molina",VAL -,2003,
3673,0,"anatomy of a native xml base management system thorsten fiebig , till westmann , robert schiele , guido moerkotte , carl-christian kanne , julia neumann , sven helmer",VAL -,VAL -,VAL -,,"building knowledge base management systems john mylopoulos , vinay chaudhri , dimitris plexousakis , adel shrufi , thodoros topologlou",VAL -,VLDB Journal,1996,
3674,1,asset : a system for supporting extended transactions sigmod conference 1994,"narain h. gehani, krithi ramamritham, alexandros biliris, h. v. jagadish, shaul dar",SIGMOD Conference,1994,,"asset : a system for supporting extended transactions a. biliris , s. dar , n. gehani , h. v. jagadish , k. ramamritham",VAL -,SIGMOD Conference,1994,
3675,0,report on the nsf workshop on building an infrastructure for mobile and wireless systems,VAL -,SIGMOD Conference,2002,VAL -,towards an infrastructure for temporal databases : report of an invitational arpa/nsf workshop,VAL -,ACM SIGMOD Record,1994,VAL -
3676,0,"a new join algorithm arnold charles meltzer , dong keun shin",VAL -,SIGMOD Conference,1994,,join algorithm costs revisited,"evan p. harris , kotagiri ramamohanarao",VLDB Journal,1996,
3677,0,accessing a relational database through an object-oriented database interface,"jack a. orenstein, d. n. kamber",VAL -,VAL -,VAL -,a logical foundation for deductive object-oriented databases,VAL -,ACM SIGMOD Record,2002,VAL -
3678,0,semantic integration of environmental models for application to global information systems and decision-making d. scott mackay,VAL -,SIGMOD Conference,1999,VAL -,integrating modelling systems for environmental management information systems,"david j. abel, kerry taylor, dean kun",ACM SIGMOD Record,VAL -,VAL -
3679,0,the ccube constraint object-oriented database system sigmod conference,"alexander brodsky, pavel a. exarkhopoulo, victor e. segal, jia chen",SIGMOD Conference,1999,,unisql/x unified relational and object-oriented database system,VAL -,SIGMOD Conference,VAL -,
3680,0,"proxy-server architectures for olap panos kalnis , dimitris papadias",VAL -,SIGMOD Conference,2001,,upsizing form file server to client server architectures corporate the access team microsoft international conference on management of data 1995,VAL -,International Conference on Management of Data,1995,
3681,1,"data placement in shared-nothing parallel database systems manish mehta , david j. dewitt",VAL -,VAL -,VAL -,VAL -,"data placement in shared-nothing parallel database systems manish mehta , david j. dewitt",VAL -,VLDB Journal,1997,VLDB Journal
3682,0,automation in information extraction and data integration,sunita sarawagi,VAL -,2002,,visual web information extraction with lixto,VAL -,VLDB,2001,
3683,0,capturing both types and constraints in data integration,VAL -,SIGMOD Conference,VAL -,,the role of integrity constraints in database interoperation,"mark w. w. vermeer , peter m. g. apers",VLDB,1996,
3684,1,"hot block clustering for disk arrays with dynamic striping kazuhiko mogi , masaru kitsuregawa",VAL -,VLDB,VAL -,,"hot block clustering for disk arrays with dynamic striping kazuhiko mogi , masaru kitsuregawa",VAL -,VLDB,1995,
3685,1,querying multiple bioinformatics data sources : can semantic web research help ?,VAL -,SIGMOD Conference,VAL -,,querying multiple bioinformatics information sources : can semantic web research help ?,"david buttler, matthew coleman, terence critchlow, renato fileto, wei han, calton pu, daniel rocco, li xiong",ACM SIGMOD Record,2002,
3686,0,management of multidimensional discrete data peter baumann,VAL -,VLDB Journal,1994,,materialized views selection in a multidimensional database,"elena baralis, stefano paraboschi, ernest teniente",VLDB,VAL -,
3687,1,semantic and pedagogic interoperability mechanisms in the ariadne educational repository sigmod record 1999,"erik duval, eddy forte, kris cardinaels, koen hendrikx, florence haenni, maria wentland forte, florence simillion, ken warkentyne, e. vervaet",VAL -,VAL -,,semantic and pedagogic interoperability mechanisms in the ariadne educational repository,"e. forte, f. haenni, k. warkentyne, e. duval, k. cardinaels, e. vervaet, k. hendrikx, m. wentland forte, f. simillion",ACM SIGMOD Record,1999,
3688,0,a case-based approach to information integration,VAL -,VLDB,VAL -,,semantic b2b integration : issues in ontology-based approaches,"zhan cui, dean jones, paul o'brien",ACM SIGMOD Record,VAL -,
3689,0,exploiting statistics on query expressions for optimization sigmod conference 2002,"nicolas bruno, surajit chaudhuri",SIGMOD Conference,VAL -,,including group-by in query optimization 1994,"surajit chaudhuri, kyuseok shim",VLDB,1994,
3690,1,active views for electronic commerce,"laurent mignet, serge abiteboul, tova milo, adi eyal, bernd amann, sophie cluet",VLDB,1999,,active views for electronic commerce,"serge abiteboul, bernd amann, sophie cluet, adi eyal, laurent mignet, tova milo",VAL -,1999,
3691,1,"a semantic modeling approach for image retrieval by content ricky k. taira , ion tim ieong , wesley w. chu",VAL -,VAL -,1994,,a semantic modeling approach for image retrieval by content 1994,"wesley w. chu , ion t. ieong , ricky k. taira",VLDB Journal,1994,
3692,0,"data compression in oracle meikel pöss , dmitry potapov",VAL -,VLDB,VAL -,,"data compression support in databases balakrishna r. iyer , david wilhite",VAL -,VLDB,VAL -,
3693,0,"outlier detection for high dimensional data charu c. aggarwal , philip s. yu",VAL -,SIGMOD Conference,VAL -,,the x-tree : an index structure for high-dimensional data,"stefan berchtold, daniel a. keim, hans-peter kriegel",VLDB,1996,
3694,0,database research at columbia university,"kenneth a. ross, gail e. kaiser, luis gravano, salvatore j. stolfo, shih-fu chang",ACM SIGMOD Record,1998,VAL -,research in database engineering at the university of namur,jean-luc hainaut,VAL -,VAL -,VAL -
3695,0,caching strategies for data-intensive web sites,VAL -,VAL -,VAL -,,enabling dynamic content caching for database-driven web sites,VAL -,SIGMOD Conference,VAL -,
3696,1,comparing hybrid peer-to-peer systems 2001,"beverly yang, hector garcia-molina",VLDB,VAL -,,comparing hybrid peer-to-peer systems very large data bases 2001,"beverly yang, hector garcia-molina",VLDB,VAL -,
3697,0,opt + + : an object-oriented implementation for extensible database query optimization,VAL -,VAL -,1999,VAL -,efficient and extensible algorithms for multi query optimization,VAL -,SIGMOD Conference,2000,VAL -
3698,0,"ripple joins for online aggregation peter j. haas , joseph m. hellerstein 1999",VAL -,sigmod conference,VAL -,,online aggregation 1997,"joseph m. hellerstein , peter j. haas , helen j. wang",international conference on management of data,1997,
3699,0,temporal database system implementations michael h. böhlen 1995,VAL -,ACM SIGMOD Record,VAL -,,an introduction to spatial database systems,ralf hartmut g ü ting,VLDB Journal,1994,
3700,0,lore : a database management system for semistructured data sigmod record,"roy goldman, serge abiteboul, jennifer widom, dallan quass, jason mchugh",VAL -,1997,,acm multimedia '94 conference workshop on multimedia database management systems,VAL -,ACM SIGMOD Record,VAL -,
3701,1,"the bess object storage manager : architecture overview alexandros biliris , euthimios panagos",VAL -,SIGMOD Conference,VAL -,,"bess object storage manager : architecture overview alexandros biliris , euthimios panagos",VAL -,ACM SIGMOD Record,1996,
3702,1,rainforest - a framework for fast decision tree construction of large datasets vldb,"johannes gehrke, venkatesh ganti, raghu ramakrishnan",VAL -,1998,,rainforest - a framework for fast decision tree construction of large datasets,VAL -,VLDB,1998,
3703,0,caching strategies for data-intensive web sites,VAL -,SIGMOD Conference,VAL -,,"data-driven , one-to-one web site generation for data-intensive applications","stefano ceri , piero fraternali , stefano paraboschi",VLDB,1999,
3704,0,watermarking relational databases,"rakesh agrawal, jerry kiernan",VLDB,2002,,managing intervals efficiently in object-relational databases,VAL -,VAL -,2000,
3705,0,qursed : querying and reporting semistructured data,VAL -,SIGMOD Conference,VAL -,,management of semistructured data,VAL -,ACM SIGMOD Record,1997,
3706,0,the role of b2b engines in b2b integration architectures christoph bussler,VAL -,SIGMOD Conference,2002,,the nimble integration engine international conference on management of data 2001,"denise draper, alon y. halevy, daniel s. weld",SIGMOD Conference,2001,
3707,0,efficient ir-style keyword search over relational databases,"yannis papakonstantinou, luis gravano, vagelis hristidis",VLDB,2003,VLDB,efficient search of multi-dimensional b-trees,"harry leslie, rohit jain, dave birdsall, hedieh yaghmai",VLDB,1995,VLDB
3708,0,integrating reliable memory in databases,VAL -,VAL -,VAL -,,reordering query execution in tertiary memory databases,"sunita sarawagi, michael stonebraker",VLDB,1996,
3709,1,editorial richard t. snodgrass,VAL -,ACM Transactions on Database Systems,2001,VAL -,editorial,richard snodgrass,ACM Transactions on Database Systems,2001,VAL -
3710,0,the demarcation protocol : a technique for maintaining constraints in distributed database systems,VAL -,VAL -,VAL -,VAL -,revisiting commit processing in distributed database systems,"ramesh gupta, jayant haritsa, krithi ramamritham",SIGMOD Conference,1997,VAL -
3711,0,"retrieval of composite multimedia objects surajit chaudhuri , shahram ghandeharizadeh , cyrus shahabi",VAL -,VLDB,1995,,"resource scheduling for composite multimedia objects minos n. garofalakis , yannis e. ioannidis , banu özden",VAL -,VLDB,VAL -,
3712,0,re-designing distance functions and distance-based applications for high dimensional data charu c. aggarwal,VAL -,SIGMOD Conference,2001,VAL -,"independence is good : dependency-based histogram synopses for high-dimensional data amol deshpande , minos garofalakis , rajeev rastogi",VAL -,SIGMOD Conference,VAL -,VAL -
3713,0,is web-site management a database problem ?,VAL -,VAL -,1998,,document management as a database problem,rudolf bayer,VLDB,1995,
3714,0,tavant system architecture for sell-side channel management,VAL -,VLDB,2001,VLDB,aurora : a new model and architecture for data stream management,"daniel j. abadi, don carney, ugur &#199; etintemel, mitch cherniack, christian convey, sangdon lee, michael stonebraker, nesime tatbul, stan zdonik",VLDB Journal,2003,VLDB Journal
3715,0,database systems management and oracle8 c. gregory doherty,VAL -,SIGMOD Conference,1998,VAL -,"using the calanda time series management system werner dreyer , angelika kotz dittrich , duri schmidt 1995",VAL -,SIGMOD Conference,VAL -,VAL -
3716,0,design principles for data-intensive web sites,"piero fraternali, stefano paraboschi, stefano ceri",ACM SIGMOD Record,1999,VAL -,database principles leonid libkin,VAL -,ACM SIGMOD Record,2001,VAL -
3717,0,"resource scheduling in enhanced pay-per-view continuous media databases banu özden , minos n. garofalakis , abraham silberschatz",VAL -,VLDB,1997,,"resource scheduling for composite multimedia objects minos n. garofalakis , yannis e. ioannidis , banu özden",VAL -,VLDB,VAL -,
3718,0,mining fuzzy association rules in databases,VAL -,SIGMOD Conference,1998,,association rules over interval data,"r. j. miller , y. yang",SIGMOD Conference,VAL -,
3719,0,quiet : continuous query-driven index tuning,VAL -,VLDB,VAL -,,eddies : continuously adaptive query processing,VAL -,SIGMOD Conference,VAL -,
3720,1,"estimating the selectivity of xml path expressions for internet scale applications ashraf aboulnaga , jeffrey f. naughton , alaa r. alameldeen 2001",VAL -,VLDB,VAL -,,estimating the selectivity of xml path expressions for internet scale applications very large data bases 2001,"ashraf aboulnaga , alaa r. alameldeen , jeffrey f. naughton",VLDB,2001,
3721,0,challenges for global information systems,VAL -,VAL -,1994,VAL -,infomaster : an information integration system,VAL -,SIGMOD Conference,1997,VAL -
3722,0,fast incremental maintenance of approximate histograms acm trans . database syst .,"viswanath poosala, phillip b. gibbons, yossi matias",VAL -,2002,,"dynamic maintenance of wavelet-based histograms yossi matias, jeffrey scott vitter, min wang",VAL -,VLDB,2000,
3723,0,an alternative storage organization for rolap aggregate views based on cubetrees 1998,"yannis kotidis, nick roussopoulos",SIGMOD Conference,VAL -,,the cubetree storage organization very large data bases,"nick roussopoulos, yannis kotidis",VLDB,1998,
3724,1,"replication : db2 , oracle , or sybase ?",doug stacey,ACM SIGMOD Record,VAL -,,"replication : db2 , oracle , or sybase ?",doug stacey,ACM SIGMOD Record,VAL -,
3725,0,report on the 8th international workshop on knowledge representation meets databases ( krdb ) 2001,"dan suciu, maurizio lenzerini, daniele nardi, werner nutt",ACM SIGMOD Record,VAL -,,report on the 5th international workshop on knowledge representation meets databases ( krdb ' 98 ) 1998,"alex borgida, vinay k. chaudhri, martin staudt",ACM SIGMOD Record,1998,
3726,0,"bypassing joins in disjunctive queries alfons kemper , guido moerkotte , klaus peithner , michael steinbrunn",VAL -,VLDB,VAL -,,binding propagation in disjunctive databases sergio greco,VAL -,VLDB,1998,
3727,0,"wrapper generation for semi-structured internet sources craig a. knoblock , naveen ashish",VAL -,SIGMOD Conference,VAL -,,semantic integration of semistructured and structured data sources,"s. bergamaschi , s. castano , m. vincini",ACM SIGMOD Record,1999,
3728,0,capturing and querying multiple aspects of semistructured data,"curtis e. dyreson, michael h. böhlen, christian s. jensen",VLDB,1999,,"constraints for semistructured data and xml peter buneman, wenfei fan, jérôme siméon, scott weinstein acm sigmod record",VAL -,ACM SIGMOD Record,2001,
3729,0,"structures for manipulating proposed updates in object-oriented databases richard hull , mohammed rupawalla , michael doherty 1996",VAL -,sigmod conference,VAL -,,statistical synopses for graph-structured xml databases 2002,"neoklis polyzotis , minos garofalakis",international conference on management of data,2002,
3730,0,"tpc-ds , taking decision support benchmarking to the next level",VAL -,sigmod conference,VAL -,,new tpc benchmarks for decision support and web commerce,"meikel poess , chris floyd",acm sigmod record,2000,
3731,0,database systems management and oracle8 c. gregory doherty,VAL -,SIGMOD Conference,1998,,the network is the database : data management for highly distributed systems,"julio c. navas, michael wynblatt",International Conference on Management of Data,VAL -,
3732,0,supporting efficient multimedia database exploration,"k. selçuk candan, yoshinori hara, kyoji hirata, wen-syan li",VAL -,VAL -,,xxl - a library approach to supporting efficient implementations of advanced database queries,"jochen van den bercken, björn blohsfeld, jens-peter dittrich, jürgen krämer, tobias schäfer, martin schneider, bernhard seeger",VLDB,2001,
3733,1,observations on the odmg-93 proposal won kim 1994,VAL -,SIGMOD Conference,VAL -,,observations on the odmg-93 proposal for an object-oriented database language,won kim,ACM SIGMOD Record,1994,
3734,0,update propagation strategies to improve freshness in lazy master replicated databases,VAL -,VLDB Journal,2000,,fast algorithms for maintaining replica consistency in lazy master replicated databases,"esther pacitti, pascale minet, eric simon",VLDB,1999,
3735,0,a language based multidatabase system,VAL -,SIGMOD Conference,VAL -,,smooth - a distributed multimedia database system,"harald kosch, lászló bognár, alexander bachlechner, christian hanin, christian hofbauer, margit lang, carmen riedler, roland tusch",VLDB,2001,
3736,0,a scalable algorithm for answering queries using views,"rachel pottinger, alon y. levy",VLDB,2000,,answering queries with aggregation using views very large data bases,"divesh srivastava, shaul dar, h. v. jagadish, alon y. levy",VAL -,1996,
3737,0,the network is the database : data management for highly distributed systems sigmod conference,"michael j. wynblatt, julio c. navas",VAL -,2001,,mariposa : a wide-area distributed database system,"michael stonebraker, paul m. aoki, witold litwin, avi pfeffer, adam sah, jeff sidell, carl staelin, andrew yu",VLDB Journal,1996,
3738,0,"unbundling active functionality hans fritschi , arne koschel , günter von bültzingsloewen , stella gatziu",VAL -,SIGMOD Conference,1998,VAL -,an active functionality service for e-business applications acm sigmod record,"m. cilia , a. p. buchmann",ACM SIGMOD Record,2002,VAL -
3739,1,predator : a resource for database research,VAL -,SIGMOD Conference,VAL -,,predator : a resource for database research,praveen seshadri,ACM SIGMOD Record,1998,
3740,0,adaptive selectivity estimation using query feedback,VAL -,SIGMOD Conference,1994,,multi-dimensional substring selectivity estimation,"h. v. jagadish, olga kapitskaia, raymond t. ng, divesh srivastava",VLDB,1999,
3741,1,safe query languages for constraint databases acm trans . database syst .,peter z. revesz,VAL -,1998,,safe query languages for constraint databases peter z. revesz acm transactions on database systems ( tods ),VAL -,TODS,1998,
3742,0,lockx : a system for efficiently querying secure xml sigmod conference,"sungran cho, laks v. s. lakshmanan, divesh srivastava, sihem amer-yahia",SIGMOD Conference,2003,,xcache : a semantic caching system for xml queries,VAL -,International Conference on Management of Data,VAL -,
3743,0,temporal conditions and integrity constraints in active database systems,VAL -,SIGMOD Conference,VAL -,,temporal integrity constraints with indeterminacy,"wes cowley, dimitris plexousakis",VLDB,2000,
3744,0,index concurrency control in firm real-time database systems,"brajesh goyal, s. seshadri, v. srinivasan, jayant r. haritsa",VAL -,VAL -,,secure buffering in firm real-time database systems,"binto george, jayant r. haritsa",VLDB Journal,VAL -,
