id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
3828,1,Tutorial: Data Access,"Anand Deshpande, José A. Blakeley",SIGMOD Conference,2000,Data Access ( Tutorial Session ),"José A. Blakeley, Anand Deshpande",International Conference on Management of Data,2000
3829,0,Efficient Optimistic Concurrency Control Using Loosely Synchronized Clocks,"Barbara Liskov, Atul Adya, Robert Gruber, Umesh Maheshwari",SIGMOD Conference,1995,Efficient Concurrency Control for Broadcast Environments,"Jayavel Shanmugasundaram, Arvind Nithrakashyap, Rajendran Sivasankaran, Krithi Ramamritham",International Conference on Management of Data,1999
3830,0,Change Detection in Hierarchically Structured Information,"Jennifer Widom, Sudarshan S. Chawathe, Hector Garcia-Molina, Anand Rajaraman",SIGMOD Conference,1996,Meaningful Change Detection in Structured Data,"Sudarshan S. Chawathe, Hector Garcia-Molina",International Conference on Management of Data,VAL -
3831,1,Using Extended Feature Objects for Partial Similarity Retrieval,"Hans-Peter Kriegel, Stefan Berchtold, Daniel A. Keim",VLDB Journal,1997,Using Extended Feature Objects for Partial Similarity Retrieval,"Stefan Berchtold, Daniel A. Keim, Hans-Peter Kriegel",VLDB Journal,1997
3832,0,A Cost Model for Query Processing in High Dimensional Data Spaces,Christian Böhm,TODS,2000,Aggregate-Query Processing in Data Warehousing Environments,"Ashish Gupta, Venky Harinarayan, Dallan Quass",VLDB,1995
3833,0,MPEG-7 and Multimedia Database Systems,Harald Kosch,ACM SIGMOD Record,2002,Promises and Realities of Active Database Systems,"Eric Simon, Angelika Kotz Dittrich",VLDB,1995
3834,0,Mineset (TM) : A System for High-End Data Mining and Visualization?,VAL -,VLDB,1996,GeoMiner : A System Prototype for Spatial Data Mining,"Jaiwei Han, Krzysztof Koperski, Nebojsa Stefanovic",SIGMOD Conference,1997
3835,0,Converting Relational to Object-Oriented Databases,Joseph Fong,ACM SIGMOD Record,1997,Garbage Collection in Object Oriented Databases Using Transactional Cyclic Reference Counting,"Srinivas Ashwin, Prasan Roy, S. Seshadri, Abraham Silberschatz, S. Sudarshan",VLDB,1997
3836,1,Mining Email Content for Author Identification Forensics SIGMOD Record,"George M. Mohay, M. Corney, A. Anderson, Olivier Y. De Vel",ACM SIGMOD Record,2001,Mining E-mail Content for Author Identification Forensics,"O. De Vel, A. Anderson, M. Corney, G. Mohay",ACM SIGMOD Record,2001
3837,0,Indexing and Querying XML Data for Regular Path Expressions,"Bongki Moon, Quanzhong Li",VLDB,2001,A Foundation for Representing and Querying Moving Objects,"Ralf Hartmut Guting, Michael H. Böhlen, Martin Erwig, Christian S. Jensen, Nikos A. Lorentzos, Markus Schneider, Michalis Vazirgiannis",TODS,2000
3838,0,Unisql/X Unified Relational and Object-Oriented Database System,Won Kim,SIGMOD Conference,1994,Static Detection of Security Flaws in Object-Oriented Databases,Keishi Tajima,International Conference on Management of Data,VAL -
3839,0,Index Concurrency Control in Firm Real-Time Database Systems,"Brajesh Goyal, S. Seshadri, V. Srinivasan, Jayant R. Haritsa",VLDB,1995,Secure Buffering in Firm Real-Time Database Systems,"Binto George, Jayant R. Haritsa",VLDB,1998
3840,0,Is Web-Site Management a Database Problem?,"Daniela Florescu, Dan Suciù, Alon Y. Levy",VLDB,1998,Strudel: A Web Site Management System,"Mary Fernandez, Daniela Florescu, Jaewoo Kang, Alon Levy, Dan Suciù",SIGMOD Conference,VAL -
3841,0,Approximate Query Translation Across Heterogeneous Information Sources,"Hector Garcia-Molina, Kevin Chen-Chuan Chang",VLDB Journal,2000,Approximate Query Mapping: Accounting for Translation Closeness,"Kevin Chen-Chuan Chang, Héctor García-Molina",VLDB Journal,2001
3842,0,The CCube Constraint Object-Oriented Database System,"Alexander Brodsky, Pavel A. Exarkhopoulo, Victor E. Segal, Jia Chen",SIGMOD Conference,1999,A Logical Foundation for Deductive Object-Oriented Databases,"Mengchi Liu, Gillian Dobbie, Tok Wang Ling",TODS,2002
3843,0,Qursed: Querying and Reporting Semistructured Data,"Yannis Papakonstantinou, Michalis Petropoulos, Vasilis Vassalos",SIGMOD Conference,2002,Capturing and Querying Multiple Aspects of Semistructured Data,"Curtis E. Dyreson, Michael H. Böhlen, Christian S. Jensen",VLDB,1999
3844,0,Repositories and Object Oriented Databases,Philip A. Bernstein,ACM SIGMOD Record,1998,Static Detection of Security Flaws in Object-Oriented Databases,Keishi Tajima,VAL -,VAL -
3845,0,DBCache: Database Caching for Web Application Servers,"Sailesh Krishnamurthy, C. Mohan, Larry Brown, Hamid Pirahesh, Mehmet Altinel, Honguk Woo, Qiong Luo, Bruce G. Lindsay",SIGMOD Conference,2002,Gigascope: A Stream Database for Network Applications,"Chuck Cranor, Theodore Johnson, Oliver Spataschek, Vladislav Shkapenyuk",International Conference on Management of Data,VAL -
3846,0,A System for Watermarking Relational Databases,"Peter J. Haas, Rakesh Agrawal, Jerry Kiernan",SIGMOD Conference,2003,Dblearn : A System Prototype for Knowledge Discovery in Relational Databases,"Jiawei Han, Yongjian Fu, Yue Huang, Yandong Cai, Nick Cercone",International Conference on Management of Data,VAL -
3847,0,ODEFS : A File System Interface to an Object-Oriented Database,"Narain H. Gehani, William D. Roome, H. V. Jagadish",VLDB,1994,The Persistent Cache : Improving OID Indexing in Temporal Object-Oriented Database Systems,Kjetil N Ørvåg,VLDB,VAL -
3848,1,"The Glue-Nail Deductive Database System: Design, Implementation, and Evaluation","Geoffrey Phipps, Marcia A. Derr, Shinichi Morishita",VLDB Journal,1994,"The Glue-Nail Deductive Database System: Design, Implementation, and Evaluation","Marcia A. Derr, Shinichi Morishita, Geoffrey Phipps",VLDB Journal,1994
3849,0,Declarative Updates of Relational Databases,Weidong Chen,TODS,1995,"Cumulative Updates Suryanarayana M. Sripada , Beat W. Thrich Very Large Data Bases",VAL -,VLDB,1994
3850,0,Opt + + : An Object-Oriented Implementation for Extensible Database Query Optimization,"David J. Dewitt, Navin Kabra",VLDB Journal,1999,"Calibrating the Query Optimizer Cost Model of Iro-DB , An Object-Oriented Federated Database System","Georges Gardarin, Fei Sha, Zhao-Hui Tang",VLDB,1996
3851,0,The Aqua Approximate Query Answering System,"Sridhar Ramaswamy, Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala",SIGMOD Conference,1999,The Query by Image Content (QBIC) System,"Jonathan Ashley, Myron Flickner, James Hafner, Denis Lee, Wayne Niblack, Dragutin Petkovic",International Conference on Management of Data,1995
3852,1,Technology and the Future of Commerce and Finance (Abstract),David Elliot Shaw,VLDB,1998,Technology and the Future of Commerce and Finance (Abstract) 1998,David Elliot Shaw,Very Large Data Bases,VAL -
3853,0,Editor 's Notes,Arie Segev,ACM SIGMOD Record,1994,Editorial,VAL -,TODS,2001
3854,0,Guest Editor's Introduction,"Robert Meersman, Amit P. Sheth",ACM SIGMOD Record,2002,Guest Editorial,"Vijay Atluri, Anupam Joshi, Yelena Yesha",VLDB Journal,2003
3855,0,Anatomy of a Native XML Base Management System,"Thorsten Fiebig, Till Westmann, Robert Schiele, Guido Moerkotte, Carl-Christian Kanne, Julia Neumann, Sven Helmer",VLDB Journal,2002,Strudel: A Web Site Management System,"Mary Fernandez, Daniela Florescu, Jaewoo Kang, Alon Levy, Dan Suciu",SIGMOD Conference,1997
3856,0,XSB as a Deductive Database,"Terrance Swift, Konstantinos F. Sagonas, David Scott Warren",SIGMOD Conference,1994,Timber: A Native XML Database,"H. V. Jagadish, S. Al-Khalifa, A. Chapman, L. V. S. Lakshmanan, A. Nierman, S. Paparizos, J. M. Patel, D. Srivastava, N. Wiwatwattana, Y. Wu, C. Yu",VLDB Journal,2002
3857,1,Extracting Schema from Semistructured Data,"Serge Abiteboul, Rajeev Motwani, Svetlozar Nestorov",SIGMOD Conference,1998,Extracting Schema from Semistructured Data,"Svetlozar Nestorov, Serge Abiteboul, Rajeev Motwani",International Conference on Management of Data,VAL -
3858,0,Semantics for Update Rule Programs and Implementations in a Relational Database Management System,"Louïqa Raschid, Jorge Lobo",TODS,1996,Lore: A Database Management System for Semistructured Data,"Jason McHugh, Serge Abiteboul, Roy Goldman, Dallas Quass, Jennifer Widom",ACM SIGMOD Record,1997
3859,0,"Integrating Temporal , Real-Time , and Active Databases","John A. Stankovic, Krithi Ramamritham, Ming Xiong, Rajendran M. Sivasankaran, Donald F. Towsley",ACM SIGMOD Record,1996,Report on Dart '96 : Databases : Active and Real-Time ( Concepts Meet Practice ),"Krithi Ramamritham, Nandit Soparkar",ACM SIGMOD Record,1997
3860,0,Data Model for Extensible Support of Explicit Relationships in Design Databases,"Joan Peckham, Bonnie Mackellar, Michael Doherty",VLDB Journal,1995,Database Design for Incomplete Relations,"Mark Levene, George Loizou",TODS,1999
3861,0,Contorting High Dimensional Data for Efficient Main Memory Processing,"Beng Chin Ooi, Bin Cui, Kian-Lee Tan, Jianwen Su",SIGMOD Conference,2003,A Cost Model for Query Processing in High Dimensional Data Spaces,Christian Böhm,TODS,2000
3862,0,Query Processing over Object Views of Relational Data,"Gustav Fahl, Tore Risch",VLDB Journal,1997,Querying Multiple Features of Groups in Relational Databases,VAL -,VLDB,VAL -
3863,0,On Effective Multi-Dimensional Indexing for Strings,"Nick Koudas, H. V. Jagadish, Divesh Srivastava",SIGMOD Conference,2000,Distance-Based Indexing for High-Dimensional Metric Spaces,"Tolga Bozkaya, Meral Ozsoyoglu",International Conference on Management of Data,1997
3864,0,Data Mining with Optimized Two-Dimensional Association Rules,"Takeshi Tokuyama, Yasuhiko Morimoto, Shinichi Morishita, Takeshi Fukuda",TODS,2001,Mining Generalized Association Rules,"Ramakrishnan Srikant, Rakesh Agrawal",VAL -,1995
3865,0,A Region Splitting Strategy for Physical Database Design of Multidimensional File Organizations,"Kyu-Young Whang, Il-Yeol Song, Young-Koo Lee, Jong-Hak Lee",VLDB,1997,A Foundation for Multi-Dimensional Databases,VAL -,Very Large Data Bases,1997
3866,0,Declustering Databases on Heterogeneous Disk Systems,"Doron Rotem, Sridhar Seshadri, Ling Tony Chen",VLDB,1995,Semint: A System Prototype for Semantic Integration in Heterogeneous Databases,"Wen-Syan Li, Chris Clifton",VAL -,VAL -
3867,0,Fast Algorithms for Mining Association Rules in Large Databases,"Ramakrishnan Srikant, Rakesh Agrawal",VLDB,1994,Sampling Large Databases for Association Rules,Hannu Toivonen,VLDB,1996
3868,0,The Algres Testbed of Chimera: An Active Object-Oriented Database System,"Giuseppe Psaila, Stefano Ceri, Stefano Paraboschi, Piero Fraternali",SIGMOD Conference,1995,ODEFS: A File System Interface to an Object-Oriented Database,"Narain H. Gehani, H. V. Jagadish, William D. Roome",VAL -,VAL -
3869,0,Solving Satisfiability and Implication Problems in Database Systems,"Sha Guo, Mark Allen Weiss, Wei Sun",TODS,1996,The Design and Implementation of a Sequence Database System,"Praveen Seshadri, Miron Livny, Raghu Ramakrishnan",VLDB,1996
3870,0,Cost-Based Optimization of Decision Support Queries Using Transient Views,"Shivakumar Venkataraman, Subbu N. Subramanian",SIGMOD Conference,1998,Constructing Efficient Decision Trees by Using Optimized Numeric Association Rules,VAL -,VLDB,VAL -
3871,0,A Framework for Clustering Evolving Data Streams,"Philip S. Yu, Charu C. Aggarwal, Jiawei Han, Jianyong Wang",VLDB,2003,A Framework for Semantic Gossiping,"Karl Aberer, Philippe Cudre-Mauroux, Manfred Hauswirth",ACM SIGMOD Record,2002
3872,0,"Calibrating the Query Optimizer Cost Model of IRO-DB, an Object-Oriented Federated Database System","Zhao-Hui Tang, Fei Sha, Georges Gardarin",VLDB,1996,A Cost Model for Clustered Object-Oriented Databases,"Georges Gardarin, Jean-Robert Gruser, Zhao-Hui Tang",VLDB,VAL -
3873,1,Toward Learning Based Web Query Processing,"Yanlei Diao, Hongjun Lu, Zengping Tian, Songting Chen",VLDB,2000,Toward Learning Based Web Query Processing,"Yanlei Diao, Hongjun Lu, Songting Chen, Zengping Tian",VLDB,2000
3874,0,Qursed: Querying and Reporting Semistructured Data,"Yannis Papakonstantinou, Michalis Petropoulos, Vasilis Vassalos",SIGMOD Conference,2002,Constraints for Semistructured Data and XML,"Peter Buneman, Wenfei Fan, Jérôme Siméon, Scott Weinstein",ACM SIGMOD Record,2001
3875,0,Relational Databases for Querying XML Documents: Limitations and Opportunities,"Jeffrey F. Naughton, Kristin Tufte, Chun Zhang, Gang He, David J. Dewitt, Jayavel Shanmugasundaram",VLDB,1999,Storage and Retrieval of XML Data Using Relational Databases,"Surajit Chaudhuri, Kyuseok Shim",VLDB,2001
3876,0,E-Services - Guest Editorial,"Dimitrios Georgakopoulos, Ming-Chien Shan, Fabio Casati",VLDB Journal,2001,Editorial,"Peter Apers, Stefano Ceri, Richard Snodgrass",The VLDB Journal -- The International Journal on Very Large Data Bases,2002
3877,0,"Report on the 10th Conference on Database Systems for Business, Technology, and the Web (Btw 2003)","Erhard Rahm, Harald Schöning, Gerhard Weikum",ACM SIGMOD Record,2003,Report on the Fourth International Conference on Flexible Query Answering Systems (FQAS 2000),"Patrick Bosc, Amihai Motro, Gabriella Pasi",ACM SIGMOD Record,2001
3878,0,Engineering Federated Information Systems : Report of EFIS '99 Workshop,"Félix Saltor, Uwe Hohenstein, Ralf-Detlef Kutsche, Wilhelm Hasselbring, Gunter Saake, Stefan Conrad, Mark Roantree",ACM SIGMOD Record,1999,Image Mining in Iris : Integrated Retinal Information System,"Wynne Hsu, Mong Li Lee, Kheng Guan Goh",SIGMOD Conference,2000
3879,0,DWMS : Data Warehouse Management System,Narendra Mohan,VLDB,1996,Database Systems Management and Oracle8,VAL -,SIGMOD Conference,1998
3880,0,Extracting Schema from Semistructured Data,"Serge Abiteboul, Rajeev Motwani, Svetlozar Nestorov",SIGMOD Conference,1998,Extracting Structured Data from Web Pages,"Arvind Arasu, Hector Garcia-Molina, Stanford University",International Conference on Management of Data,2003
3881,0,Implementing Data Cubes Efficiently,"Anand Rajaraman, Jeffrey D. Ullman, Venky Harinarayan",SIGMOD Conference,1996,Computing Iceberg Queries Efficiently,"Min Fang, Narayanan Shivakumar, Hector Garcia-Molina, Rajeev Motwani, Jeffrey D. Ullman",VLDB,1998
3882,0,A One-Pass Aggregation Algorithm with the Optimal Buffer Size in Multidimensional OLAP,"Yang-Sae Moon, Young-Koo Lee, Il-Yeol Song, Kyu-Young Whang",VLDB,2002,An Array-Based Algorithm for Simultaneous Multidimensional Aggregates,"Yihong Zhao, Prasad M. Deshpande, Jeffrey F. Naughton",SIGMOD Conference,1997
3883,0,SQL Query Optimization: Reordering for a General Class of Queries,"Piyush Goel, Balakrishna R. Iyer",SIGMOD Conference,1996,Query Optimization for Selections Using Bitmaps,Ming-Chuan Wu,International Conference on Management of Data,1999
3884,0,Estimating the Selectivity of Spatial Queries Using the `Correlation' Fractal Dimension,"Christos Faloutsos, Alberto Belussi",VLDB,1995,One-Dimensional and Multi-Dimensional Substring Selectivity Estimation,"H. V. Jagadish, Olga Kapitskaia, Raymond T. Ng, Divesh Srivastava",VLDB Journal,2000
3885,0,Issues in Developing Very Large Data Warehouses,"Vish Jumani, Lyman Do, David Van Rossum, Pamela Drew, Wei Jin",VLDB,1998,Aggregation Algorithms for Very Large Compressed Data Warehouses,VAL -,VLDB,VAL -
3886,0,"Integrating Temporal , Real-Time , and Active Databases","John A. Stankovic, Krithi Ramamritham, Ming Xiong, Rajendran M. Sivasankaran, Donald F. Towsley",ACM SIGMOD Record,1996,Ordered Shared Locks for Real-Time Databases,"Divyakant Agrawal, Amr El Abbadi, Richard Jeffers, Lijing Lin",VLDB Journal,1995
3887,0,Sideway Value Algebra for Object-Relational Databases,"Z. Meral Özsoyoglu, Gultekin Özsoyoglu, Abdullah Al-Hamdani, Özer Ulusoy, Selma Ayse Özel, Ismail Sengör Altingövde",VLDB,2002,Unisql's Next-Generation Object-Relational Database Management System,"Albert D'Andrea, Phil Janus",ACM SIGMOD Record,1996
3888,0,Database Research at Arizona State University,"Suzanne W. Dietrich, Forouzan Golshani, Susan Darling Urban",ACM SIGMOD Record,1996,Database Research at the University of Oklahoma,"Le Gruenwald, Leonard Brown, Ravi Dirckze, Sylvain Guinepain, Carlos Sanchez, Brian Summers, Sirirut Vanichayobon",ACM SIGMOD Record,1999
3889,0,Supporting Top-K Join Queries in Relational Databases,"Walid G. Aref, Ahmed K. Elmagarmid, Ihab F. Ilyas",VLDB Journal,2003,Converting Relational to Object-Oriented Databases,Joseph Fong,ACM SIGMOD Record,1997
3890,0,Report on First International Workshop on Real-Time Database Systems,"Sang Hyuk Son, Kwei-Jay Lin, Azer Bestavros",ACM SIGMOD Record,1996,Workshop Report: The First International Workshop on Active and Real-Time Database Systems (ARTDB-95),"Mikael Berndtsson, Jörgen Hansson",ACM SIGMOD Record,1996
3891,0,Dynamic Load Balancing for Parallel Association Rule Mining on Heterogenous PC Cluster Systems,"Masahisa Tamura, Masaru Kitsuregawa",VLDB,1999,Scalable Parallel Data Mining for Association Rules,"Eui-Hong Han, George Karypis, Vipin Kumar",SIGMOD Conference,1997
3892,1,Fundamentals of Data Warehouses: 2nd Revised and Extended Edition,Vernon Hoffner,ACM SIGMOD Record,2003,Fundamentals of Data Warehouses: 2nd Revised and Extended Edition,Vernon Hoffner,ACM SIGMOD Record,2003
3893,0,Metadata for Multimedia Documents,"Thomas C. Rakow, Klemens Böhm",ACM SIGMOD Record,1994,Indexing Multimedia Databases,Christos Faloutsos,SIGMOD Conference,1995
3894,0,Java and Relational Databases: SQLJ (Tutorial),"Johannes Klein, Richard Pledereder, Gray Clossman, Brian Becker, Phil Shaw, Mark Hapner",SIGMOD Conference,1998,Data Access (Tutorial Session),"José A. Blakeley, Anand Deshpande",International Conference on Management of Data,2000
3895,0,Orthogonal Optimization of Subqueries and Aggregation,"Milind Joshi, César A. Galindo-Legaria",SIGMOD Conference,2001,Simultaneous Optimization and Evaluation of Multiple Dimensional Queries,"Yihong Zhao, Prasad M. Deshpande, Jeffrey F. Naughton, Amit Shukla",International Conference on Management of Data,1998
3896,1,SQLJ-Part 1: SQL Routines Using the Java Programming Language,"Andrew Eisenberg, Jim Melton",ACM SIGMOD Record,1999,SQLJ Part 1: SQL Routines Using the Java Programming Language,"Andrew Eisenberg, Jim Melton",ACM SIGMOD Record,1999
3897,1,A TSQL2 Tutorial,"James Clifford, Ramez Elmasri, Michael D. Soo, Wolfgang Käfer, Nick Kline, Arie Segev, Suryanarayana M. Sripada, Fabio Grandi, John F. Roddick, Richard T. Snodgrass, Christian S. Jensen, Nikos A. Lorentzos, Ilsoo Ahn, Gad Ariav, Don S. Batory, T. Y. Cliff Leung, Curtis E. Dyreson, Krishna G. Kulkarni",ACM SIGMOD Record,1994,A TSQL2 Tutorial ACM SIGMOD Record,"Richard Thomas Snodgrass, Ilsoo Ahn, Gad Ariav, Don Batory, James Clifford, Curtis E. Dyreson, Ramez Elmasri, Fabio Grandi, Christian S. Jensen, Wolfgang Käfer, Nick Kline, Krishna Kulkarni, T. Y. Cliff Leung, Nikos Lorentzos, John F. Roddick, Arie Segev, Michael D. Soo, Suryanarayana M. Sripada",ACM SIGMOD Record,1994
3898,0,Concurrency and Recovery for Index Trees,"David B. Lomet, Betty Salzberg",VLDB Journal,1997,High-Concurrency Locking in R-Trees,"Marcel Kornacker, Douglas Banks",VLDB,1995
3899,0,"World Wide Database - Integrating the Web, CORBA, and Databases","Kevin Smith, Athman Bouguettaya, Mourad Ouzzani, James Beard, Lily Hendra, Boualem Benatallah",SIGMOD Conference,1999,Integrating the UB-Tree into a Database System Kernel,"Frank Ramsak, Volker Markl, Robert Fenk, Martin Zirkel, Klaus Elhardt, Rudolf Bayer",VLDB,2000
3900,0,Petabyte Databases,Dirk Düllmann,SIGMOD Conference,1999,Database Principles,VAL -,ACM SIGMOD Record,VAL -
3901,0,DirectV and Oracle RDB: The Challenges of VLDB Transaction Processing,William L. Gettys,SIGMOD Conference,1995,The Challenge of Process Data Warehousing,"Matthias Jarke, Thomas List, Jörg Köller",VLDB,2000
3902,0,Parametric Query Optimization,"Raymond T. Ng, Timos K. Sellis, Yannis E. Ioannidis, Kyuseok Shim",VLDB Journal,1997,Query Optimization for XML,"Jason McHugh, Jennifer Widom",VLDB,1999
3903,0,Mixed Mode XML Query Processing,"Stratis Viglas, Josef Burger, Leonidas Galanis, Jeffrey F. Naughton, Alan Halverson, Rajasekar Krishnamurthy, David J. Dewitt, Feng Tian, Ameet Kini, Yuan Wang, Ajith Nagaraja Rao",VLDB,2003,Relaxed Transaction Processing,"Munindar P. Singh, Christine Tomlinson, Darrell Woelk",SIGMOD Conference,1994
3904,0,Dynamic Multidimensional Histograms,"Piotor Indyk, Sudipto Guha, Nitin Thaper, Nick Koudas",SIGMOD Conference,2002,Stholes: A Multidimensional Workload-Aware Histogram,"Nicolas Bruno, Surajit Chaudhuri, Luis Gravano",International Conference on Management of Data,2001
3905,1,Storage Technology: RAID and Beyond,Garth A. Gibson,SIGMOD Conference,1995,Tutorial on Storage Technology: RAID and Beyond,Garth A. Gibson,International Conference on Management of Data,1995
3906,0,Implementation Aspects of an Object-Oriented DBMS,"Ilker Durusoy, Cetin Ozkan, Mehmet Altinel, Asuman Dogac",ACM SIGMOD Record,1995,Sentinel: An Object-Oriented DBMS with Event-Based Rules,VAL -,International Conference on Management of Data,1997
3907,0,Data Management Challenges in CRM,George Colliat,SIGMOD Conference,2003,Issues in Network Management in the Next Millennium,"Michael L. Brodie, Surajit Chaudhuri",VLDB,1999
3908,0,Incremental Organization for Data Recording and Warehousing,"S. Sudarshan, P. P. S. Narayan, Rama Kanneganti, H. V. Jagadish, S. Seshadri",VLDB,1997,Dec Data Distributor: For Data Replication and Data Warehousing,Daniel J. Dietterich,SIGMOD Conference,VAL -
3909,0,Report on NGITS '99: The 4th International Workshop on Next Generation Information Technologies and Systems,VAL -,ACM SIGMOD Record,1999,Report on the ACM Fourth International Workshop on Data Warehousing and OLAP (DOLAP 2001),Joachim Hammer,ACM SIGMOD Record,VAL -
3910,0,Materialized Views in Oracle,"Randall G. Bello, William D. Norcott, Mohamed Ziauddin, Harry Sun, Karl Dias, Alan Downing, James J. Feenan Jr., Andrew Witkowski, James L. Finnerty",VLDB,1998,Materialized Views and Data Warehouses,Nick Roussopoulos,ACM SIGMOD Record,VAL -
3911,0,Report on the First International Workshop an Efficient Web-Based Information Systems,"Omar Boucelma, Zoé Lacroix",ACM SIGMOD Record,2003,Report on NGITS '99: The Fourth International Workshop on Next Generation Information Technologies and Systems,VAL -,ACM SIGMOD Record,VAL -
3912,0,Foreword: Management of Semistructured Data,Dan Suciu,ACM SIGMOD Record,1997,VQBD: Exploring Semistructured Data,"Sudarshan S. Chawathe, Thomas Baby, Jihwang Yoo",SIGMOD Conference,2001
3913,0,Query Processing in Tertiary Memory Databases,VAL -,VLDB,1995,Query Unnesting in Object-Oriented Databases,Leonidas Fegaras,International Conference on Management of Data,1998
3914,0,Database Principles Column - Introduction,Leonid Libkin,ACM SIGMOD Record,1999,Introduction to Constraint Databases,Bart Kuijpers,VAL -,2002
3915,0,Geo/Environmental and Medical Data Management in the Rasdaman System,"Norbert Widmann, Paula Furtado, Peter Baumann, Roland Ritsch",VLDB,1997,The ORES Temporal Database Management System,"Babis Theodoulidis, Aziz Ait-Braham, George Andrianopoulos, Jayant Chaudhary, George Karvelis, Simon Sou",SIGMOD Conference,1994
3916,0,Multi-Dimensional Substring Selectivity Estimation,"Divesh Srivastava, Olga Kapitskaia, Raymond T. Ng, H. V. Jagadish",VLDB,1999,On Effective Multi-Dimensional Indexing for Strings,VAL -,SIGMOD Conference,2000
3917,0,Performance Issues in Incremental Warehouse Maintenance,"Hector Garcia-Molina, Wilburt Labio, Yingwei Cui, Jennifer Widom, Jun Yang",VLDB,2000,Fast Incremental Maintenance of Approximate Histograms,"Phillip B. Gibbons, Yossi Matias, Viswanath Poosala",TODS,2002
3918,0,Data Extraction and Transformation for the Data Warehouse,VAL -,SIGMOD Conference,1995,Dec Data Distributor: For Data Replication and Data Warehousing,Daniel J. Dietterich,International Conference on Management of Data,VAL -
3919,0,Semantic Integration of Semistructured and Structured Data Sources,"Sonia Bergamaschi, Maurizio Vincini, Silvana Castano",ACM SIGMOD Record,1999,Distributed Query Evaluation on Semistructured Data,Dan Suciu,TODS,2002
3920,0,The Heterogeneity Problem and Middleware Technology : Experiences with and Performance of Database Gateways,"Klaudia Hergula, Fernando de Ferreira Rezende",VLDB,1998,Bridging Heterogeneity : Research and Practice of Database Middleware Technology,"Fernando de Ferreira Rezende, G. U. nter Sauer",VLDB,1998
3921,0,Streaming Queries over Streaming Data,"Michael J. Franklin, Sirish Chandrasekaran",VLDB,2002,Evaluating Probabilistic Queries over Imprecise Data,"Reynold Cheng, Dmitri V. Kalashnikov, Sunil Prabhakar",SIGMOD Conference,VAL -
3922,0,Distributing Queries over Low-Power Wireless Sensor Networks,"Samuel Madden, Joseph M. Hellerstein",SIGMOD Conference,2002,Distributed Deviation Detection in Sensor Networks,"Themistoklis Palpanas, Dimitris Papadopoulos, Vana Kalogeraki, Dimitrios Gunopulos",ACM SIGMOD Record,2003
3923,0,Report on Second International Workshop on Advanced Issues of E-commerce and Web-based Information Systems,"Philip S. Yu, Kun-Lung Wu",ACM SIGMOD Record,2000,Workshop Report: The First International Workshop on Active and Real-time Database Systems (ARTDB-95),"Mikael Berndtsson, Jörgen Hansson",ACM SIGMOD Record,1996
3924,1,Incremental Clustering for Mining in a Data Warehousing Environment,"Xiaowei Xu, Michael Wimmer, Jörg Sander, Martin Ester, Hans-Peter Kriegel",VLDB,1998,Incremental Clustering for Mining in a Data Warehousing Environment,"Martin Ester, Hans-Peter Kriegel, Jörg Sander, Michael Wimmer, Xiaowei Xu",VLDB,1998
3925,0,Optimal Clip Ordering for Multi-Clip Queries,"Raymond T. Ng, Paul Shum",VLDB Journal,1998,Optimizing Multi-Feature Queries for Image Databases,"Ulrich Göntzer, Wolf-Tilo Balke, Werner Kieöling",VLDB,VAL -
3926,0,Medical Information Systems: Characterization and Challenges,"Lynn L. Peterson, Jorge C. G. Ramirez, Lon A. Smith",ACM SIGMOD Record,1994,Environmental Information Systems,Oliver G. Nüther,ACM SIGMOD Record,1997
3927,0,The Ecobase Project: Database and Web Technologies for Environmental Information Systems,"Asterio K. Tanaka, Patrick Valduriez",ACM SIGMOD Record,2001,Databases on the Web: Technologies for Federation Architectures and Case Studies,VAL -,SIGMOD Conference,1997
3928,0,An Efficient Algorithm for Mining Association Rules in Large Databases,"Edward Omiecinski, Shamkant B. Navathe, Ashok Savasere",VLDB,1995,An Effective Hash-Based Algorithm for Mining Association Rules,"Jong Soo Park, Ming-Syan Chen, Philip S. Yu",SIGMOD Conference,1995
3929,0,Query Processing in Spatial Network Databases,"Nikos Mamoulis, Jun Zhang, Dimitris Papadias, Yufei Tao",VLDB,2003,Closest Pair Queries in Spatial Databases,"Antonio Corral, Yannis Manolopoulos, Yannis Theodoridis, Michael Vassilakopoulos",SIGMOD Conference,VAL -
3930,0,Guest Editorial VLDB J.,"Vijay Atluri, Anupam Joshi, Yelena Yesha",VLDB Journal,2003,Guest Editor's Introduction ACM SIGMOD Record,Karl Aberer,ACM SIGMOD Record,2003
3931,0,Fault Tolerant Design of Multimedia Servers,"Richard R. Muntz, Leana Golubchik, Steven Berson",SIGMOD Conference,1995,Delivering Presentations from Multimedia Servers The VLDB Journal -- The International Journal on Very Large Data Bases,"Nevzat Hurkan Balkir, Gultekin Ozsoyoglu",VLDB Journal,1998
3932,0,Join Synopses for Approximate Query Answering,"Swarup Acharya, Viswanath Poosala, Phillip B. Gibbons, Sridhar Ramaswamy",SIGMOD Conference,1999,Dynamic Sample Selection for Approximate Query Processing,"Brian Babcock, Surajit Chaudhuri, Gautam Das",International Conference on Management of Data,2003
