id,label,left_Beer_Name,right_Beer_Name,left_Brew_Factory_Name,right_Brew_Factory_Name,left_Style,right_Style,left_ABV,right_ABV,left_name,left_brewery,left_primary_style,left_secondary_style,left_abv,left_is_amber,left_is_ale,left_is_lager,left_is_imperial,left_special_ingredients,right_name,right_brewery,right_primary_style,right_secondary_style,right_abv,right_is_amber,right_is_ale,right_is_lager,right_is_imperial,right_special_ingredients
128,0,Roundabout Imperial Red Ale,Peter Bs Sum Of Hours Imperial Red Ale,Bonfire Brewing Co. .,Peter Bs Brewpub,American Amber / Red Ale,American Strong Ale,8.80 %,9.50 %,Roundabout Imperial Red Ale,Bonfire Brewing Co.,Red Ale,Imperial,8.8,true,true,false,true,,Peter B's Sum Of Hours Imperial Red Ale,Peter B's Brewpub,Red Ale,Imperial Strong,9.5,false,true,false,true,none
129,0,Deputation Imperial Red Ale,Spring House Atomic Raygun Imperial Red Ale,Brannon 's Pub and Brewery,Spring House Brewing Company,American Amber / Red Ale,American Strong Ale,8.00 %,8.30 %,Deputation Imperial Red Ale,Brannon's Pub and Brewery,Red Ale,Imperial,8.0,true,true,false,true,none,Spring House Atomic Raygun Imperial Red Ale,Spring House Brewing Company,Ale,Imperial Red,8.3,true,true,false,true,
130,1,American Red Ale,Americas American Red Ale,Rock Art Brewery,Americas Brewpub,American Amber / Red Ale,Amber Ale,4.80 %,-,American Red Ale,Rock Art Brewery,Red Ale,Amber,4.8,true,true,false,false,none,Americas American Red Ale,Americas Brewpub,Red Ale,Amber,,true,true,false,false,none
131,0,Roundabout Imperial Red Ale,Tumbledown Imp Imperial Red Ale,Bonfire Brewing Co. .,Tumbledown Brewing LLC,American Amber / Red Ale,American Strong Ale,8.80 %,7.80 %,Roundabout Imperial Red Ale,Bonfire Brewing Co.,Red Ale,Imperial,8.8,true,true,false,true,,Tumbledown Imp Imperial Red Ale,Tumbledown Brewing LLC,Red Ale,Imperial Strong,7.8,false,true,false,true,
132,0,Double Red Ale,Midnight Sun Unite Double Red Hot Ale &#40; 2015 &#41;,The Seven Barrel Brewery,Midnight Sun Brewing Company,American Amber / Red Ale,Amber Ale,8.20 %,7.50 %,Double Red Ale,The Seven Barrel Brewery,Red Ale,Amber,8.2,true,true,false,false,none,Midnight Sun Unite Double Red Hot Ale (2015),Midnight Sun Brewing Company,Amber Ale,Double Red Hot,7.5,true,true,false,false,
133,0,Molly American Red Ale,Genesee Brew House American Red Ale,New Helvetia Brewing Company,Genesee Brewing Company &#40; North American Breweries &#41;,American Amber / Red Ale,Amber Ale,5.00 %,5 %,Molly American Red Ale,New Helvetia Brewing Company,Red Ale,Amber,5.0,true,true,false,false,none,Genesee Brew House American Red Ale,Genesee Brewing Company (North American Breweries),Amber,Red Ale,5.0,true,true,false,false,none
134,0,Big Bully Amber Ale,Big Time Atlas Amber Ale,Edge Brewing,Big Time Brewery,American Amber / Red Ale,Amber Ale,5.00 %,5.40 %,Big Bully Amber Ale,Edge Brewing,Amber Ale,Red Ale,5.0,true,true,false,false,none,Big Time Atlas Amber Ale,Big Time Brewery,Amber Ale,,5.4,True,True,False,False,
135,0,Tongue Buckler - Imperial Red Ale,ShuBrew Heart and Sole Imperial Red Ale,Ballast Point Brewing Company,ShuBrew,American Amber / Red Ale,American Strong Ale,10.00 %,6.80 %,Tongue Buckler - Imperial Red Ale,Ballast Point Brewing Company,Red Ale,Imperial,10.0,true,true,false,true,none,ShuBrew Heart and Sole Imperial Red Ale,ShuBrew,Red Ale,Imperial,6.8,False,True,False,True,
136,0,Bourbon Barrel Ro Shampo Imperial Red Ale,Lavery Imperial Red Ale &#40; IRA &#41;,Figure 8 Brewing,Lavery Brewing Company,American Amber / Red Ale,American Strong Ale,-,8.20 %,Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,Red Ale,Imperial Bourbon Barrel-Aged,,true,true,false,true,bourbon,Lavery Imperial Red Ale (IRA),Lavery Brewing Company,Ale,Imperial / Strong,8.2,false,true,false,true,none
137,0,Sequoia American Amber Ale,Aarhus Cains Triple A American Amber Ale,Wig And Pen,Aarhus Bryghus,American Amber / Red Ale,Amber Ale,5.90 %,5.50 %,Sequoia American Amber Ale,Wig And Pen,Amber Ale,American,5.9,true,true,false,false,none,Aarhus Cains Triple A American Amber Ale,Aarhus Bryghus,Amber Ale,American Tripel,5.5,true,true,false,false,none
138,0,Broadhead Bourbon Barrel Aged Red,MadTree Bourbon Barrel Aged Happy Amber,Bainbridge Island Brewing Company,MadTree Brewing Company,American Amber / Red Ale,Amber Ale,8.50 %,6 %,Broadhead Bourbon Barrel Aged Red,Bainbridge Island Brewing Company,Red Ale,Amber,8.5,true,true,false,false,bourbon,MadTree Bourbon Barrel Aged Happy Amber,MadTree Brewing Company,Amber Ale,Barrel-Aged,6.0,true,true,false,false,bourbon
139,0,Sledgehammer Imperial Red Ale,Anacapa Riptide Imperial Red Ale,Cambridge Brewing Company,Anacapa Brewing Company,American Amber / Red Ale,American Strong Ale,7.75 %,8 %,Sledgehammer Imperial Red Ale,Cambridge Brewing Company,Red Ale,Imperial,7.75,False,True,False,True,,Anacapa Riptide Imperial Red Ale,Anacapa Brewing Company,Red Ale,Imperial,8.0,false,true,false,true,none
140,0,Old Guardian Barley Wine Style Ale - Red Wine Barrel Aged,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,Stone Brewing Co. .,Fulton Beer Company,American Barleywine,American Strong Ale,11.20 %,8.50 %,Old Guardian Barley Wine Style Ale - Red Wine Barrel Aged,Stone Brewing Co.,Barleywine,American Barrel-Aged,11.2,false,true,false,false,red wine,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,Fulton Beer Company,Strong Ale,Imperial Red Barrel-Aged,8.5,true,true,false,true,heaven hill rye whiskey
141,0,Mountain Series : Love Rhino ( Imperial Red Ale ),Tumbledown Imp Imperial Red Ale,Breckenridge Brewery,Tumbledown Brewing LLC,American Amber / Red Ale,American Strong Ale,8.90 %,7.80 %,Mountain Series : Love Rhino ( Imperial Red Ale ),Breckenridge Brewery,Red Ale,Imperial,8.9,false,true,false,true,none,Tumbledown Imp Imperial Red Ale,Tumbledown Brewing LLC,Red Ale,Imperial,7.8,false,true,false,true,none
142,0,Mad Anthony Muddy River Amber Ale,Mad River Jamaica Red Ale,Mad Anthony Brewing Company,Mad River Brewery,American Amber / Red Ale,Amber Ale,-,6.50 %,Mad Anthony Muddy River Amber Ale,Mad Anthony Brewing Company,Amber Ale,Red,,true,true,false,false,none,Mad River Jamaica Red Ale,Mad River Brewery,Amber Ale,Red,6.5,true,true,false,false,none
143,0,Simeon Jones River Valley Amber Ale,Piney River McKinney Eddy Amber Ale,Picaroons Brewing Co. .,Piney River Brewing Company,American Amber / Red Ale,Amber Ale,4.50 %,-,Simeon Jones River Valley Amber Ale,Picaroons Brewing Co.,Red Ale,Amber,4.5,true,true,false,false,none,Piney River McKinney Eddy Amber Ale,Piney River Brewing Company,Amber Ale,,,true,true,false,false,none
144,0,Deranger Imperial Red Ale,Kinetic Infrared Imperial Red Ale,Laurelwood Public House & Brewery,Kinetic Brewing Company,American Amber / Red Ale,American Strong Ale,8.60 %,9.30 %,Deranger Imperial Red Ale,Laurelwood Public House & Brewery,Red Ale,Imperial,8.6,true,true,false,true,none,Kinetic Infrared Imperial Red Ale,Kinetic Brewing Company,Red Ale,Imperial Strong Ale,9.3,false,true,false,true,none
145,0,Red Rocket Amber Ale,Red Duck Amber Ale,Third Base Sports Bar & Brewery,Purrumbete Brewing,American Amber / Red Ale,Amber Ale,6.40 %,4.80 %,Red Rocket Amber Ale,Third Base Sports Bar & Brewery,Red Ale,Amber,6.4,true,true,false,false,none,Red Duck Amber Ale,Purrumbete Brewing,Amber Ale,,4.8,true,true,false,false,none
146,0,Double Red Hot Ale,Destihl Barrel Aged Deadhead Double Red Ale,Midnight Sun Brewing Co. .,Destihl Brewery,American Amber / Red Ale,American Strong Ale,7.57 %,-,Double Red Hot Ale,Midnight Sun Brewing Co.,Red Ale,Amber Double,7.57,true,true,false,false,,Destihl Barrel Aged Deadhead Double Red Ale,Destihl Brewery,Strong Ale,American Barrel-Aged Double Red,,False,True,False,False,barrel-aged
147,0,Wasatch 50th Park City Golden Anniversary Ale,Golden City Centurion Barleywine Ale,Utah Brewers Cooperative,Golden City Brewery,American Amber / Red Ale,Barley Wine,4.00 %,11.20 %,Wasatch 50th Park City Golden Anniversary Ale,Utah Brewers Cooperative,Red Ale,Amber,4.0,true,true,false,false,none,Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,,11.2,false,true,false,false,none
148,1,Regimental 80 Scottish Ale,Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Crooked Eye Brewery,American Amber / Red Ale,Scottish Ale,4.70 %,4.70 %,Regimental 80 Scottish Ale,Crooked Eye Brewery,Red Ale,Amber,4.7,true,true,false,false,none,Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,,4.7,false,true,false,false,none
149,1,Dream Of The 90 's,Prohibition Pig Dream of the 90s,Prohibition Pig,Prohibition Pig,American Amber / Red Ale,Amber Ale,6.10 %,-,Dream Of The 90's,Prohibition Pig,Red Ale,Amber,6.1,true,true,false,false,none,Prohibition Pig Dream of the 90s,Prohibition Pig,Amber Ale,none,,true,true,false,false,none
150,1,Fullers Traitors ' Gate,Fuller_s Traitor_s Gate,Fuller Smith & Turner PLC,Fuller_s,American Amber / Red Ale,Bitter,4.50 %,4.50 %,Fullers Traitors' Gate,Fuller Smith & Turner PLC,Red Ale,Amber,4.5,true,true,false,false,none,Fuller's Traitor's Gate,Fuller's,Bitter,,4.5,false,true,false,false,none
151,0,Sledgehammer Imperial Red Ale,Edge Imperial Red Ale &#40; Spring Seasonal &#41;,Cambridge Brewing Company,Edge Brewing Company,American Amber / Red Ale,American Strong Ale,7.75 %,8.50 %,Sledgehammer Imperial Red Ale,Cambridge Brewing Company,Red Ale,Imperial Amber,7.75,true,true,false,true,none,Edge Imperial Red Ale (Spring Seasonal),Edge Brewing Company,Red Ale,Imperial Strong Ale,8.5,true,true,false,true,none
152,0,Weekender American Amber Ale,Canal Park General Sterling Price American Amber Ale - Centennial,Stilt House Brewery,Canal Park Brewing Company,American Amber / Red Ale,Amber Ale,5.20 %,4.80 %,Weekender American Amber Ale,Stilt House Brewery,Red Ale,Amber,5.2,True,True,False,False,none,Canal Park General Sterling Price American Amber Ale - Centennial,Canal Park Brewing Company,Amber Ale,American,4.8,true,true,false,false,Centennial
153,1,Blarney Rock Irish Ale,Rockyard Blarney Rock Irish Ale,Rockyard Brewing,Rockyard Brewing Company,American Amber / Red Ale,Irish Ale,6.00 %,-,Blarney Rock Irish Ale,Rockyard Brewing,Red Ale,Amber,6.0,true,true,false,false,none,Rockyard Blarney Rock Irish Ale,Rockyard Brewing Company,Irish Ale,,,False,True,False,False,
154,0,Aiken American Red Pale Ale,Blue Heron Corey_s American Pale Ale &#40; C.A.P.A. &#41;,Aiken Brewing Company,Blue Heron Brewpub,American Amber / Red Ale,American Pale Ale,-,6.20 %,Aiken American Red Pale Ale,Aiken Brewing Company,Red Ale,Pale Ale,,True,True,False,False,,Blue Heron Corey's American Pale Ale (C.A.P.A.),Blue Heron Brewpub,Pale Ale,,6.2,false,true,false,false,none
155,0,Deranger Imperial Red Ale,Ale Mania Imperial Red Ale,Laurelwood Public House & Brewery,Ale Mania &#40; Fritz Ale &#41;,American Amber / Red Ale,American Strong Ale,8.60 %,9.50 %,Deranger Imperial Red Ale,Laurelwood Public House & Brewery,Red Ale,Imperial,8.6,true,true,false,true,none,Ale Mania Imperial Red Ale,Ale Mania (Fritz Ale),Red Ale,Imperial,9.5,false,true,false,true,none
156,0,Big Bear Amber Ale,Big Horn Buttface Amber Ale,Stewart 's Brewing Co. .,Big Horn Brewing Company &#40; Ram International &#41;,American Amber / Red Ale,Amber Ale,5.60 %,5.80 %,Big Bear Amber Ale,Stewart's Brewing Co.,Red Ale,Amber,5.6,true,true,false,false,none,Big Horn Buttface Amber Ale,Big Horn Brewing Company (Ram International),Amber Ale,none,5.8,true,true,false,false,none
157,0,Great Lakes Independence Ale,Amsterdam X Sawdust City X Great Lakes X Indie Ale Barley Wine &#40; Oak &#41;,Great Lakes Brewing Co. .,Amsterdam Brewing Company,American Amber / Red Ale,Barley Wine,6.00 %,10 %,Great Lakes Independence Ale,Great Lakes Brewing Co.,Red Ale,Amber,6.0,true,true,false,false,none,Amsterdam X Sawdust City X Great Lakes X Indie Ale Barley Wine (Oak),Amsterdam Brewing Company,Barley Wine,Oak-Aged,10.0,false,true,false,true,oak
158,0,Three Beavers Imperial Red Ale,Scuttlebutt Mateo Loco Imperial Red Ale,Howe Sound Inn & Brewing Company,Scuttlebutt Brewing Co. .,American Amber / Red Ale,American Strong Ale,7.50 %,7.10 %,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,Red Ale,Imperial,7.5,true,true,false,true,none,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co.,Red Ale,Imperial,7.1,false,true,false,true,none
159,0,Hop Around Imperial Red Ale,Laguna Beach Grateful Red Imperial Red Ale,Big Bay Brewing Co. .,Laguna Beach Brewing,American Amber / Red Ale,American Strong Ale,9.00 %,11 %,Hop Around Imperial Red Ale,Big Bay Brewing Co.,Red Ale,Imperial Amber,9.0,true,true,false,true,none,Laguna Beach Grateful Red Imperial Red Ale,Laguna Beach Brewing,Red Ale,Imperial American Strong,11.0,false,true,false,true,none
160,0,Ale Mania Imperial Red Ale,Tumbledown Imp Imperial Red Ale,Ale-Mania,Tumbledown Brewing LLC,American Amber / Red Ale,American Strong Ale,9.50 %,7.80 %,Ale Mania Imperial Red Ale,Ale-Mania,Red Ale,Imperial,9.5,true,true,false,true,none,Tumbledown Imp Imperial Red Ale,Tumbledown Brewing LLC,Red Ale,Imperial,7.8,false,true,false,true,none
161,0,Mountain Series : Love Rhino ( Imperial Red Ale ),Cigar City Cold Brew Series - Red Ale,Breckenridge Brewery,Cigar City Brewing,American Amber / Red Ale,Amber Ale,8.90 %,7.20 %,Mountain Series : Love Rhino ( Imperial Red Ale ),Breckenridge Brewery,Red Ale,Imperial Amber,8.9,true,true,false,true,none,Cigar City Cold Brew Series - Red Ale,Cigar City Brewing,Red Ale,Amber,7.2,true,true,false,false,cold brew
162,1,Shirt Tail Amber,Iron Hill Shirt Tail Amber,Iron Hill Brewery & Restaurant,Iron Hill Maple Shade,American Amber / Red Ale,Amber Ale,4.40 %,4.40 %,Shirt Tail Amber,Iron Hill Brewery & Restaurant,Red Ale,Amber,4.4,true,true,false,false,none,Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,,4.4,true,true,false,false,
163,0,Desert Island Series : American Honey Amber Ale,Granville Island Gastown Amber Ale,Heavy Seas Beer,Granville Island &#40; Brewery - MolsonCoors &#41;,American Amber / Red Ale,Amber Ale,4.90 %,5.50 %,Desert Island Series : American Honey Amber Ale,Heavy Seas Beer,Amber Ale,American,4.9,true,true,false,false,honey,Granville Island Gastown Amber Ale,Granville Island Brewery - MolsonCoors,Amber Ale,,5.5,true,true,false,false,
164,0,Starlord 's Mixtape / Groot Drank Imperial Red Ale,Pizza Port Rhino Chaser Imperial Red Ale,Charging Hippo Brewing Co. .,Pizza Port &#40; Ocean Beach &#41;,American Amber / Red Ale,American Strong Ale,8.20 %,9.50 %,Starlord 's Mixtape / Groot Drank Imperial Red Ale,Charging Hippo Brewing Co.,Red Ale,Imperial Amber,8.2,true,true,false,true,none,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port ( Ocean Beach ),Red Ale,Imperial,9.5,false,true,false,true,none
165,0,Barrel Aged Red Ale,Barley_s Barrel Aged Ulysses Imperial Red Ale,BearWaters Brewing Co. .,Barley_s Brewing Company,American Amber / Red Ale,American Strong Ale,6.70 %,8.60 %,Barrel Aged Red Ale,BearWaters Brewing Co.,Red Ale,Amber Barrel-Aged,6.7,true,true,false,false,barrel-aged,Barley_s Barrel Aged Ulysses Imperial Red Ale,Barley_s Brewing Company,Red Ale,Imperial Barrel-Aged,8.6,false,true,false,true,
166,0,Stupiphany Imperial Red Ale,Sick N Twisted Naughty Redhead Imperial Red Ale,Rusty Truck Brewing Company / Roadhouse 101,Sick N Twisted Brewing Company,American Amber / Red Ale,Amber Ale,8.00 %,8 %,Stupiphany Imperial Red Ale,Rusty Truck Brewing Company / Roadhouse 101,Red Ale,Imperial,8.0,true,true,false,true,none,Sick N Twisted Naughty Redhead Imperial Red Ale,Sick N Twisted Brewing Company,Red Ale,Amber,8.0,true,true,false,true,none
167,0,Red 88 Imperial Amber Ale,Yukon You Only Live Once Imperial Red Ale,River City Brewing Co. .,Yukon Brewing Company,American Amber / Red Ale,Amber Ale,8.00 %,7.50 %,Red 88 Imperial Amber Ale,River City Brewing Co.,Amber Ale,Imperial,8.0,true,true,false,true,none,Yukon You Only Live Once Imperial Red Ale,Yukon Brewing Company,Red Ale,Imperial,7.5,true,true,false,true,none
168,0,Hurricane Alley Amber Ale,Charleville Tornado Alley Amber Ale,Florida Beer Company,Charleville Vineyard & Microbrewery,American Amber / Red Ale,Amber Ale,-,-,Hurricane Alley Amber Ale,Florida Beer Company,Red Ale,Amber,,true,true,false,false,none,Charleville Tornado Alley Amber Ale,Charleville Vineyard & Microbrewery,Amber Ale,none,,true,true,false,false,none
169,0,Mountain Series : Love Rhino ( Imperial Red Ale ),Kinetic Infrared Imperial Red Ale,Breckenridge Brewery,Kinetic Brewing Company,American Amber / Red Ale,American Strong Ale,8.90 %,9.30 %,Mountain Series : Love Rhino ( Imperial Red Ale ),Breckenridge Brewery,Red Ale,Imperial Amber,8.9,true,true,false,true,none,Kinetic Infrared Imperial Red Ale,Kinetic Brewing Company,Red Ale,Imperial Strong,9.3,false,true,false,true,
170,0,Brewmaster 's Reserve Imperial Red Ale,Rock Bottom Orland Park King of Hearts Imperial Red Ale,BJ 's Chicago Pizza & Brewery Inc. .,Rock Bottom Orland Park,American Amber / Red Ale,American Strong Ale,9.20 %,7.60 %,Brewmaster's Reserve Imperial Red Ale,BJ's Chicago Pizza & Brewery Inc.,Red Ale,Imperial,9.2,true,true,false,true,none,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,Red Ale,Imperial,7.6,false,true,false,true,
171,0,Red Headed Slut Amber Ale,Baird Red Rose Amber Ale,Twisted K-8 Brewing Company,Baird Brewing Co. .,American Amber / Red Ale,California Common,6.50 %,5.40 %,Red Headed Slut Amber Ale,Twisted K-8 Brewing Company,Red Ale,Amber,6.5,true,true,false,false,none,Baird Red Rose Amber Ale,Baird Brewing Co.,Amber Ale,California Common,5.4,true,true,false,false,none
172,0,Bulleit Bourbon Barrel Aged G'Knight,MadTree Bourbon Barrel Aged Happy Amber,Oskar Blues Grill & Brew,MadTree Brewing Company,American Amber / Red Ale,Amber Ale,8.70 %,6 %,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,Amber Ale,Barrel-Aged,8.7,true,true,false,false,bourbon,MadTree Bourbon Barrel Aged Happy Amber,MadTree Brewing Company,Amber Ale,Barrel-Aged,6.0,true,true,false,false,bourbon
173,0,Aiken American Red Pale Ale,Wild Ride 3 Sisters American Red Ale,Aiken Brewing Company,Wild Ride Brewing,American Amber / Red Ale,Amber Ale,-,6 %,Aiken American Red Pale Ale,Aiken Brewing Company,Pale Ale,Red Amber,,true,true,false,false,none,Wild Ride 3 Sisters American Red Ale,Wild Ride Brewing,Red Ale,American Amber,6.0,true,true,false,false,none
174,0,Phobos Single Hop Red Ale,Iron Horse Fresh Hop Imperial Red Ale,Ecliptic Brewing,Iron Horse Brewery,American Amber / Red Ale,American Strong Ale,7.40 %,-,Phobos Single Hop Red Ale,Ecliptic Brewing,Red Ale,American,7.4,false,true,false,false,none,Iron Horse Fresh Hop Imperial Red Ale,Iron Horse Brewery,Red Ale,Imperial,,False,True,False,True,fresh hop
175,0,Frost Quake Bourbon Barrel Aged Barley Wine,MadTree Bourbon Barrel Aged Happy Amber,Wellington County Brewery,MadTree Brewing Company,American Barleywine,Amber Ale,9.80 %,6 %,Frost Quake Bourbon Barrel Aged Barley Wine,Wellington County Brewery,Barleywine,Barrel-Aged,9.8,false,true,false,false,bourbon,MadTree Bourbon Barrel Aged Happy Amber,MadTree Brewing Company,Amber Ale,Barrel-Aged,6.0,true,true,false,false,bourbon
176,0,Bourbon Barrel Aged Horus Imperial Red,Legacy Bourbon Barrel Hedonism Red,Elevator Brewery & Draught Haus,Legacy Brewing,American Amber / Red Ale,American Strong Ale,12.00 %,7.10 %,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,Red Ale,Imperial Barrel-Aged,12.0,false,true,false,true,bourbon,Legacy Bourbon Barrel Hedonism Red,Legacy Brewing,Strong Ale,American,7.1,false,true,false,false,bourbon
177,0,Rocky Mountain Red Ale,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Grand Lake Brewing Company,Crazy Mountain Brewing Company,American Amber / Red Ale,Amber Ale,-,6 %,Rocky Mountain Red Ale,Grand Lake Brewing Company,Red Ale,Amber,,True,True,False,False,,Crazy Mountain Boohai Red Ale (Kura Koa),Crazy Mountain Brewing Company,Red Ale,Amber,6.0,true,true,false,false,none
178,0,Ro Shampo Imperial Red Ale,Kern River Dirty Hippie Imperial Red Ale,Figure 8 Brewing,Kern River Brewing,American Amber / Red Ale,American Strong Ale,7.50 %,8 %,Ro Shampo Imperial Red Ale,Figure 8 Brewing,Red Ale,Imperial Amber,7.5,true,true,false,true,none,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,Red Ale,Imperial,8.0,false,true,false,true,none
179,0,Red-oric - Beer Camp # 65 ( Best Of Beer Camp : Imperial Red Ale ),Rock Bottom Orland Park King of Hearts Imperial Red Ale,Sierra Nevada Brewing Co. .,Rock Bottom Orland Park,American Amber / Red Ale,American Strong Ale,8.00 %,7.60 %,Red-oric - Beer Camp #65 (Best Of Beer Camp: Imperial Red Ale),Sierra Nevada Brewing Co.,Red Ale,Imperial,8.0,false,true,false,true,none,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,Red Ale,Imperial,7.6,false,true,false,true,none
180,0,Alaskan Barley Wine ( Pilot Series ),Hermit Thrush Abbey Series # 1 - Jolly Abbot Barley Wine,Alaskan Brewing Co. .,Hermit Thrush Brewery,American Barleywine,Barley Wine,10.70 %,13 %,Alaskan Barley Wine,Alaskan Brewing Co.,Barleywine,American,10.7,false,true,false,false,none,Hermit Thrush Abbey Series # 1 - Jolly Abbot Barley Wine,Hermit Thrush Brewery,Barley Wine,,13.0,false,true,false,false,none
181,0,Starfish Imperial Red Ale,Worthy Eruption Imperial Red Ale,Fish Brewing Company / Fishbowl Brewpub,Worthy Brewing Company,American Amber / Red Ale,American Strong Ale,7.50 %,8 %,Starfish Imperial Red Ale,Fish Brewing Company / Fishbowl Brewpub,Red Ale,Imperial,7.5,true,true,false,true,none,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,Red Ale,Imperial Strong,8.0,false,true,false,true,none
182,0,3 Sisters American Red Ale,Stadin American Red Ale,Wild Ride Brewing Co. .,Stadin Panimo,American Amber / Red Ale,Amber Ale,6.00 %,4.50 %,3 Sisters American Red Ale,Wild Ride Brewing Co.,Red Ale,American,6.0,true,true,false,false,none,Stadin American Red Ale,Stadin Panimo,Red Ale,Amber,4.5,true,true,false,false,none
183,0,Double Mongrel Imperial India Red Ale,Peter Bs Sum Of Hours Imperial Red Ale,Aspetuck Brew Lab,Peter Bs Brewpub,American Amber / Red Ale,American Strong Ale,9.00 %,9.50 %,Double Mongrel Imperial India Red Ale,Aspetuck Brew Lab,Red Ale,Amber Imperial Double India,9.0,true,true,false,true,none,Peter Bs Sum Of Hours Imperial Red Ale,Peter Bs Brewpub,Red Ale,Imperial Strong,9.5,false,true,false,true,none
184,0,Buffalo Soul Jah Imperial Red Ale,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,Three Heads Brewing,Fulton Beer Company,American Amber / Red Ale,American Strong Ale,9.20 %,8.50 %,Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,Red Ale,Imperial Amber,9.2,true,true,false,true,none,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,Fulton Beer Company,Strong Ale,Imperial Red Barrel-Aged,8.5,true,true,false,true,
185,1,Fisherman 's Tea Party,Cape Ann Fisherman_s Tea Party,Cape Ann Brewing Company,Cape Ann Brewing Company,American Barleywine,Barley Wine,9.00 %,9 %,Fisherman 's Tea Party,Cape Ann Brewing Company,Barleywine,American,9.0,false,true,false,false,none,Cape Ann Fisherman's Tea Party,Cape Ann Brewing Company,Barley Wine,none,9.0,false,true,false,false,none
186,0,Red-oric - Beer Camp # 65 ( Best Of Beer Camp : Imperial Red Ale ),Two Brothers Revelry Imperial Red Ale,Sierra Nevada Brewing Co. .,Two Brothers Brewing Company,American Amber / Red Ale,American Strong Ale,8.00 %,9.50 %,Red-oric - Beer Camp # 65 ( Best Of Beer Camp : Imperial Red Ale ),Sierra Nevada Brewing Co.,Red Ale,Imperial Amber,8.0,true,true,false,true,none,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,Red Ale,Imperial Strong,9.5,false,true,false,true,none
187,0,6th Anniversary Ale ( Dirty Hippie Imperial Red Ale ),Two Brothers Revelry Imperial Red Ale,Kern River Brewing Company,Two Brothers Brewing Company,American Amber / Red Ale,American Strong Ale,8.00 %,9.50 %,6th Anniversary Ale,Kern River Brewing Company,Red Ale,Imperial,8.0,false,true,false,true,none,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,Red Ale,Imperial Strong,9.5,false,true,false,true,none
188,0,Kingpin Double Red Ale,Out of Bounds Relentless Double Red Ale,BridgePort Brewing Co. / Brewpub,Out of Bounds Brewing Company,American Amber / Red Ale,American Strong Ale,7.50 %,8.20 %,Kingpin Double Red Ale,BridgePort Brewing Co.,Red Ale,Double Amber,7.5,true,true,false,false,,Out of Bounds Relentless Double Red Ale,Out of Bounds Brewing Company,Red Ale,"Double American Strong Ale is a strong style, but its primary style is more specific as 'Strong Ale'. To match with the other examples, we will use 'Strong' instead of 'American Strong', to keep the hierarchy and not have redundant information. Thus: secondary_style: 'Strong Double Red'",8.2,false,true,false,false,
189,0,Ale Mania Imperial Red Ale,Proof Abandoned Planet Imperial Red Ale,Ale-Mania,Proof Brewing Company,American Amber / Red Ale,Amber Ale,9.50 %,7.50 %,Ale Mania Imperial Red Ale,Ale-Mania,Red Ale,Imperial,9.5,true,true,false,true,none,Proof Abandoned Planet Imperial Red Ale,Proof Brewing Company,Red Ale,Imperial Amber,7.5,true,true,false,true,none
190,0,Aorta Ale ( Double Red Ale ),Wildcard Double Down Imperial Red Ale,Short 's Brewing Company,Wildcard Brewing Company,American Amber / Red Ale,American Strong Ale,8.30 %,7.50 %,Aorta Ale ( Double Red Ale ),Short's Brewing Company,Red Ale,Double Amber,8.3,true,true,false,false,,Wildcard Double Down Imperial Red Ale,Wildcard Brewing Company,Red Ale,Imperial Strong,7.5,false,true,false,true,none
191,0,Ulysses Imperial Red Ale,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Barley 's Brewing Company,Ballast Point Brewing Company,American Amber / Red Ale,American Strong Ale,-,10 %,Ulysses Imperial Red Ale,Barley's Brewing Company,Red Ale,Imperial,,True,True,False,True,,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,Red Ale,"Imperial, American Strong, Barrel-Aged",10.0,false,true,false,true,bourbon
