id,label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price,left_normalized_title,right_normalized_title,left_brand,right_brand,left_product_line,right_product_line,left_version,right_version,left_edition,right_edition,left_is_upgrade,right_is_upgrade,left_product_type,right_product_type,left_normalized_price,right_normalized_price,left_price_category,right_price_category,left_platform,right_platform
3176,0,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),630.36,firewall feature set complete package,,506.58,HP DSS Software v.4.0,Firewall Feature Set Complete Package,HP,,DSS Software,,4.0,,,,False,False,software,hardware or software,630.36,506.58,high,high,,
3177,0,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,microsoft windows vista ultimate upgrade,,239.95,Microsoft Windows XP Professional,Microsoft Windows Vista Ultimate,Microsoft,Microsoft,Windows XP,,,,Professional,Ultimate,true,True,operating system,software,199.99,239.95,medium,low,,
3178,0,microsoft word 2007 version upgrade,microsoft,109.95,microsoft ( r ) office standard 2007,,399.99,Microsoft Word 2007,Microsoft Office Standard 2007,Microsoft,Microsoft,,,2007,2007,,Standard,true,False,software,software,109.95,399.99,low,high,,
3179,0,microsoft outlook 2007,microsoft,109.95,microsoft office visio standard 2007 ( pc ),,249.95,Microsoft Outlook,Microsoft Visio Standard 2007,Microsoft,Microsoft,,Visio,2007,2007,,Standard,,,software,software,109.95,249.95,low,high,,PC
3180,0,video patrol 5.0 by honest technology,global-marketing-partners,50.86,global marketing partners backpack journalist honest technology,,83.27,Video Patrol 5.0,Global Marketing Partners Backpack,Honest Technology,,,,5.0,,,,False,False,video software,backpack,50.86,83.27,low,low,,
3181,0,instant immersion german v2 .0 ( pc & mac ),topics entertainment,29.99,instant immersion spanish 2.0 topics,,19.99,Instant Immersion German V2,Instant Immersion Spanish,Topics Entertainment,,Instant Immersion,,V2.0,2.0,,,False,False,language learning software,language learning software,29.99,19.99,low,low,pc & mac,
3182,0,instant immersion french 2.0,topics entertainment,29.99,instant landscape design 3.0,,17.9,Instant Immersion French,Instant Landscape Design,Topics Entertainment,,Immersion,,2.0,3.0,,,False,False,language learning software,software,29.99,17.9,low,low,,
3183,0,instant immersion ingles audio deluxe,topics entertainment,,topics entertainment instant immersion japanese crash course,,6.56,Instant Immersion Ingles Audio Deluxe,Japanese Crash Course,Topics Entertainment,,,Instant Immersion,,,,,False,False,language learning software,language learning,,6.56,,low,,
3184,0,printmaster gold v 17.0,nova development,19.95,encore inc printmaster gold v 17.0,,17.1,PrintMaster Gold,Encore Inc PrintMaster Gold,Nova Development,Encore Inc,PrintMaster,PrintMaster,17.0,17.0,Gold,Gold,False,,software,software,19.95,17.1,low,low,,
3185,0,peachtree by sage complete accounting 2007,sage software,269.99,peachtree ( r ) premium accounting 2007,,499.99,Peachtree by Sage Complete Accounting,Peachtree (R) Premium Accounting 2007,Sage Software,Peachtree,Complete Accounting,Premium Accounting,2007,2007,,,False,False,accounting software,accounting software,269.99,499.99,medium,high,,
3186,0,microsoft visual studio team suite 2005 with msdn premium ( cd & dvd ),microsoft,10949.0,130-00360 microsoft visual studio team edition 2005 for software architects complete pac,,5121.98,Microsoft Visual Studio Team Suite 2005,Microsoft Visual Studio Team Edition 2005 for Software Architects,Microsoft,Microsoft,Visual Studio Team Suite,Visual Studio,2005,2005,with MSDN Premium,Team Edition for Software Architects Complete Pac,,False,software suite,software,10949.0,5121.98,high,high,,
3187,0,instant immersion french 2.0,topics entertainment,29.99,instant home design 3.0,,15.9,Instant Immersion French,Instant Home Design,Topics Entertainment,,,Home Design,2.0,3.0,,,False,False,language learning software,software,29.99,15.9,low,low,,
3188,0,adobe creative suite cs3 design standard [ mac ],adobe,1199.0,29500244 adobe creative suite 3 design premium product upgrade package 1 user upgra,,1687.48,Adobe Creative Suite CS3 Design Standard,Adobe Creative Suite 3 Design Premium,Adobe,Adobe,Creative Suite,Creative Suite,CS3,3,Design Standard,Design Premium,,true,software,software,1199.0,1687.48,high,high,Mac,
3189,0,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,t74-01215 microsoft windows small business server 2003 version upgrade license 5 addit,,186.73,Microsoft CRM Professional CAL 3.0,Microsoft Windows Small Business Server 2003,Microsoft,Microsoft,CRM,Small Business Server,3.0,2003,Professional CAL,,,True,software,server software,9980.0,186.73,high,low,,
3190,0,adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade from pagemaker,,205.99,Adobe Flash Pro CS3,Adobe InDesign CS3,Adobe,Adobe,Flash Pro,InDesign,CS3,CS3,,,True,True,software,software,199.0,205.99,low,medium,Mac,Mac
3191,0,microspot x-rip ( mac ),microspot ltd,349.99,microsoft onenote 2007 ( pc ),,99.95,Microspot x-Rip,Microsoft OneNote 2007,microspot ltd,Microsoft,,OneNote,,2007,,,False,False,software,software,349.99,99.95,high,low,Mac,PC
3192,0,punch ! master landscape & home design,punch ! software,59.99,punch software 25100 punch ! master landscape and home design,punch software,45.99,Punch ! Master Landscape & Home Design,Punch Software 25100,Punch ! Software,Punch Software,Master,,,25100,,,False,False,software,software,59.99,45.99,low,low,,
3193,0,caillou ready for school ( pc & mac ),brighter-minds-media-inc .,19.99,weekly reader mastering elementary & middle school math ( pc/mac ) fogware,,19.99,Caillou Ready for School,Weekly Reader Mastering Elementary & Middle School Math,Brighter Minds Media Inc,,,Weekly Reader,,,,,False,False,educational software,educational software,19.99,19.99,low,low,[PC & Mac],Mac/PC
3194,0,adobe audition 2.0 upgrade,adobe,129.0,adobe photoshop cs3 extended for mac upgrade,,329.99,Adobe Audition 2.0,Adobe Photoshop CS3 Extended,Adobe,Adobe,Audition,Photoshop,2.0,CS3,,,true,True,audio software,software,129.0,329.99,low,high,,Mac
3195,0,adobe illustrator cs3 upgrade from freehand [ mac ],adobe,199.0,adobe indesign cs3 for mac academic,,192.99,Adobe Illustrator CS3,Adobe InDesign CS3 for Mac Academic,Adobe,Adobe,Illustrator,InDesign,CS3,CS3,,Academic,true,False,graphic design software,software,199.0,192.99,low,medium,Mac,Mac
3196,0,adobe creative suite cs3 web premium upgrade [ mac ],adobe,499.0,adobe creative suite 3 ( cs3 ) design suite standard upgrade ( upsell ) mac,,859.96,Adobe Creative Suite CS3 Web Premium,Adobe Creative Suite 3 Design Standard,Adobe,Adobe,Creative Suite,Creative Suite,CS3,3,,Design Standard Upgrade (Upsell),True,true,software,software,499.0,859.96,high,high,Mac,Mac
3197,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,299530 quickbooks premier nonprofit edition 2007 complete package 1 user cd win,,344.58,Adobe Photoshop Elements 4 Plus Adobe Premiere Elements 2 Complete Package,QuickBooks Premier Nonprofit,Adobe Systems Inc.,Intuit,,Premier,,2007,,Nonprofit Edition,False,,software package,accounting software,,344.58,,medium,Win,Windows
3198,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft windows xp professional edition ( upgrade ),,199.99,Microsoft Visio Standard 2007,Microsoft Windows XP Professional,microsoft,Microsoft,Visio,,2007,,,Professional,True,true,software,operating system,129.95,199.99,medium,low,,
3199,0,adobe creative suite cs3 web standard upgrade [ mac ],adobe,399.0,adobe cs3 web premium upgrade,,517.99,Adobe Creative Suite CS3 Web Standard,Adobe CS3 Web Premium,Adobe,Adobe,Creative Suite,Creative Suite,CS3,3,Web Standard,,True,True,software,software,399.0,517.99,high,high,Mac,
3200,0,steinberg nuendo 3 digital audio software,steinberg,2499.0,steinberg software halion symphonic orchestra educational edition,,545.51,Steinberg Nuendo 3,Steinberg Halion Symphonic Orchestra,Steinberg,Steinberg,Nuendo,Halion Symphonic Orchestra,3,,,Educational,False,False,audio software,audio software,2499.0,545.51,high,high,,
3201,0,ilisten ( mac ),macspeech inc.,99.99,apple appleworks 6.2.9 ( mac ),,79.99,ilisten,Apple AppleWorks 6,macspeech inc.,Apple,,AppleWorks,,6.2.9,,,False,False,software,software,99.99,79.99,low,low,Mac,Mac
3202,0,marine aquarium + sharks,encore software,9.95,marine aquarium & goldfishscreen saver by encore software,,18.27,Marine Aquarium,Encore Marine Aquarium & Goldfish Screen Saver,Encore Software,,,Marine Aquarium & Goldfish,,,,,False,False,game,software,9.95,18.27,low,low,,
3203,0,jeopardy! deluxe,encore,19.99,photoshow deluxe,,39.92,Jeopardy! Deluxe,PhotoShow Deluxe,Encore,,Jeopardy!,PhotoShow,,,Deluxe,Deluxe,False,False,game,software,19.99,39.92,low,low,,
3204,0,microsoft productivity pack for windows mobile,microsoft,29.99,microsoft ( r ) windows vista ( tm ) business,,199.99,Microsoft Productivity Pack for Windows Mobile,Microsoft Windows Vista Business,Microsoft,Microsoft,,Windows,,Vista,,Business,False,,software,operating system,29.99,199.99,low,medium,Windows Mobile,
3205,1,logic express 7.2 upgrade from logic express 6,apple-computer - ( direct ),99.0,apple logic express 7.2 upgrade from v. 6,apple-computer - ( direct ),99.99,Logic Express 7.2,Apple Logic Express 7.2,Apple,Apple,Logic Express,Logic Express,7.2,7.2,,,true,True,digital audio software,audio software,99.0,99.99,low,low,,
3206,0,adobe creative suite cs3 production premium,adobe,1699.0,adobe creative suite 3 ( cs3 ) design suite standard upgrade ( upsell ) mac,,859.96,Adobe Creative Suite CS3 Production Premium,Adobe Creative Suite 3 Design Standard,Adobe,Adobe,Creative Suite,Creative Suite,CS3,3,Production Premium,Design Standard,False,true,software,software,1699.0,859.96,high,high,,Mac
3207,0,quickstart pc cleaner xp,selectsoft publishing,19.95,quickstart photo montage studio,,9.95,Quickstart PC Cleaner XP,QuickStart Photo Montage Studio,Selectsoft Publishing,,,,XP,,,,False,False,software,software,19.95,9.95,low,low,,
3208,0,instant architect design suite,imsi design,29.99,punch software pro home design suite,,61.8,Instant Architect Design Suite,Punch Software Pro Home Design Suite,IMSI Design,,Architect,Pro Home Design,,,,,False,False,software,software,29.99,61.8,low,low,,
3209,0,intervideo windvd 8 platinum,corel,69.99,corel intervideo windvd 8 gold software for windows authoring software,,49.95,InterVideo WinDVD 8 Platinum,Corel Intervideo Windvd 8 Gold,Corel,Corel,WinDVD,Intervideo,8,8,Platinum,Gold,,False,software,software,69.99,49.95,low,low,,Windows
3210,0,adobe creative suite cs3 web premium [ mac ],adobe,1599.0,adobe cs3 web standard academic,,389.99,Adobe Creative Suite CS3 Web Premium,Adobe CS3 Web Standard,Adobe,Adobe,Creative Suite,Creative Suite,CS3,3,,Web Standard Academic,,,software,software,1599.0,389.99,high,high,Mac,
3211,0,spy sweeper spanish,webroot software,29.95,webroot software 65210 spy sweeper 3 pc,webroot software,31.99,Webroot Spy Sweeper,Webroot Spy Sweeper 3,Webroot,Webroot,Spy Sweeper,Spy Sweeper,,3,Spanish,,False,False,security software,security software,29.95,31.99,low,low,,
3212,0,digidesign music production toolkit ( pro tools le ),digidesign,495.0,digidesign pro tools hd 7.3 software upgrade music production software,,199.0,Digidesign Music Production Toolkit (Pro Tools LE),Digidesign Pro Tools HD 7.3,Digidesign,,Pro Tools,Pro Tools HD,,7.3,,,False,True,audio software,audio software,495.0,199.0,high,low,,
3213,0,mavis beacon teaches typing deluxe v17,encore software,39.99,broderbund mavis beacon teaches typing standard17,,22.99,Mavis Beacon Teaches Typing Deluxe,Broderbund Mavis Beacon Teaches Typing Standard,Encore Software,Broderbund,,Mavis Beacon Teaches Typing,17,Standard17,Deluxe,,False,False,software,software,39.99,22.99,low,low,,
3214,0,onone software intellihance pro 4.1,onone software,,jungle software gorilla pro 4.0 film production,,359.99,onone Software Intellihance Pro,Jungle Software Gorilla Pro 4.0,onone software,Jungle Software,Intellihance Pro,Gorilla Pro,4.1,4.0,,,False,False,software,video production software,,359.99,,high,,
3215,0,business plan writer deluxe 8.0 2005,nova development,99.99,business planmaker deluxe,,49.99,Nova Development Business Plan Writer Deluxe,Business PlanMaker Deluxe,Nova Development,,Business Plan Writer,PlanMaker,8.0,,,Deluxe,False,False,software,office software,99.99,49.99,low,low,,
3216,0,high school advantage 2008,encore,39.99,encore software 10444 elementary school advantage 2007 sb cs by encore,,25.97,Encore High School Advantage,Encore Software Elementary School Advantage 2007,Encore,Encore,,Elementary School Advantage,2008,2007,,,False,False,software,software,39.99,25.97,low,low,,
3217,0,onone software pxl smartscale windows and macintosh ),onone software,,smart-sound sonicfire pro 4 mega bundle windows xp audio software for video,,798.95,onone software PXL Smartscale,Sonicfire Pro 4 Mega Bundle,onone software,SmartSound,PXL Smartscale,,,4,,,False,False,software,audio software,,798.95,,high,,Windows XP
3218,0,adobe creative suite cs3 production premium,adobe,1699.0,19500220 adobe creative suite 3 design premium product upgrade package 1 user upgra,,1687.48,Adobe Creative Suite CS3 Production Premium,Adobe Creative Suite 3 Design Premium,Adobe,Adobe,Creative Suite,Creative Suite,CS3,3,,,False,true,software,software,1699.0,1687.48,very high,high,,
3219,0,instant immersion french 2.0,topics entertainment,29.99,topics entertainment instant immersion german audio,,12.05,Instant Immersion French,Topics Entertainment Instant Immersion German Audio,Topics Entertainment,,,,2.0,,,,False,False,language learning software,audio software,29.99,12.05,low,low,,
3220,0,adobe premiere elements 3.0,adobe,161.73,adobe premiere pro cs3 academic,,339.99,Adobe Premiere Elements 3.0,Adobe Premiere Pro CS3,Adobe,Adobe,Premiere Elements,Premiere Pro,3.0,CS3,,Academic,False,,video editing software,video editing software,161.73,339.99,medium,high,,
3221,0,adobe creative suite cs3 production premium upsell,adobe,1199.0,adobe soundbooth cs3 audio editing software mac music production software,,198.95,Adobe Creative Suite CS3 Production Premium,Adobe Soundbooth CS3,Adobe,Adobe,Creative Suite,Soundbooth,CS3,CS3,Production Premium,,,False,software,audio software,1199.0,198.95,high,medium,,Mac
3222,0,adobe photoshop cs3 upgrade [ mac ],adobe,199.0,adobe illustrator cs3 upgrade for mac,,206.99,Adobe Photoshop CS3,Adobe Illustrator CS3,Adobe,Adobe,Photoshop,Illustrator,CS3,CS3,,,true,True,software,software,199.0,206.99,low,medium,Mac,Mac
3223,0,aircraft collector 's second edition,abacus,19.95,family tree maker 16 collectors edition,,99.99,Aircraft Collector's Second Edition,Family Tree Maker 16 Collectors Edition,Abacus,,,Family Tree Maker,,16,Second,Collectors,False,False,board game or collectible,software,19.95,99.99,low,low,,
3224,0,adobe creative suite cs3 web premium upsell [ mac ],adobe,1399.0,adobe creative suite 3 design standard complete package 1 user academic windows,,369.0,Adobe Creative Suite CS3 Web Premium,Adobe Creative Suite 3 Design Standard,Adobe,Adobe,Creative Suite,Creative Suite,CS3,3,Web Premium,,False,False,software,software,1399.0,369.0,high,high,Mac,Windows
3225,0,adobe creative suite cs3 master collection [ mac ],adobe,2499.0,total training for adobe creative suite 3 design premium,,279.95,Adobe Creative Suite CS3 Master Collection,Adobe Creative Suite 3 Design Premium,Adobe,Adobe,Creative Suite,Creative Suite,CS3,3,Master Collection,Design Premium,,,software suite,software,2499.0,279.95,high,medium,Mac,
3226,0,onone essentials for adobe photoshop elements,onone software,59.95,adobe ( r ) photoshop ( r ) 7.0 upgrade for pc,,679.99,Onone Essentials for Adobe Photoshop Elements,Adobe Photoshop 7.0,onone software,Adobe,Essentials,,,7.0,,,False,True,plugin,software,59.95,679.99,low,high,,pc
3227,0,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,individual software professor teaches microsoft office 2007,,29.99,Microsoft Office Standard,Microsoft Office 2007,Microsoft,Microsoft,Office,,2004,2007,Standard,,true,False,office software,software,239.99,29.99,high,low,Mac,
3228,0,adobe creative suite cs3 production premium,adobe,1699.0,adobe soundbooth cs3 audio editing software windows music production software,,198.95,Adobe Creative Suite CS3 Production Premium,Adobe Soundbooth CS3,Adobe,Adobe,Creative Suite,Soundbooth,CS3,CS3,,,False,False,software,audio software,1699.0,198.95,very high,medium,,Windows
3229,0,jeopardy! deluxe,encore,19.99,vhs to dvd 3.0 deluxe,,99.99,Jeopardy Deluxe,VHS to DVD Converter Deluxe,Encore,,,,,3.0,,Deluxe,False,False,board game,hardware/converter,19.99,99.99,low,low,,
3230,0,microsoft windows vista ultimate full version [ dvd ],microsoft,399.95,windows vista business sp microsoft 66j-00063,,272.38,Microsoft Windows Vista Ultimate,Windows Vista Business,Microsoft,Microsoft,Windows Vista,,,Vista,Ultimate Full Version,Business,False,False,operating system,operating system,399.95,272.38,high,medium,,
3231,0,adobe dreamweaver cs3 [ mac ],adobe,399.0,adobe illustrator cs3 for mac,,619.99,Adobe Dreamweaver CS3,Adobe Illustrator CS3,Adobe,Adobe,Dreamweaver,Illustrator,CS3,CS3,,,False,False,software,graphic design software,399.0,619.99,high,high,Mac,Mac
3232,0,middle school advantage 2008,encore,39.99,encore inc elementary advantage 2008,,33.89,Middle School Advantage,Encore Inc Elementary Advantage,Encore,,,Elementary Advantage,2008,2008,,,False,False,software,unknown,39.99,33.89,low,low,,
3233,0,quickbooks premier manufacturer and wholesale edition 2007,intuit,399.95,quickbooks pro 2007 3 user,,409.52,QuickBooks Premier Manufacturer and Wholesale Edition,QuickBooks Pro 2007,Intuit,,QuickBooks Premier,QuickBooks,2007,2007,Manufacturer and Wholesale,Pro,,False,software,accounting software,399.95,409.52,high,high,,
3234,0,quickbooks point-of-sale basic 6.0,intuit,799.95,quickbooks pro 2007 3 user,intuit,398.99,QuickBooks Point-of-Sale Basic,QuickBooks Pro 2007,Intuit,Intuit,Point-of-Sale,QuickBooks,6.0,2007,Basic,,,False,software,accounting software,799.95,398.99,high,high,,
3235,0,emc retrospect 7.5 disk to disk windows,dantz,,emc insignia retrospect desktop 6 upgrade,,49.99,EMC Retrospect 7.5 Disk to Disk Windows,EMC Insignia Retrospect Desktop 6,Dantz,EMC,Retrospect,Insignia,7.5,6,,,False,True,backup software,software,,49.99,,low,Windows,
3236,0,peachtree by sage premium accounting for nonprofits 2007,sage software,599.99,peachtree ( r ) compatible continuous checks-accounting for windows 8.0-2004 version,,144.59,Peachtree by Sage Premium Accounting for Nonprofits,Peachtree (R) Compatible Continuous Checks-Accounting for Windows,Sage Software,,Peachtree,Peachtree (R) Compatible,2007,2004,,,False,False,accounting software,software/accounting,599.99,144.59,high,medium,,Windows
3237,0,sims 2 seasons expansion pack,aspyr media,34.99,destineer inc age of empires iii : the warchiefs expansion pack,,26.14,Sims 2 Seasons Expansion Pack,Age of Empires III - The War Chiefs Expansion Pack,Aspyr Media,Destineer Inc.,Sims 2,Age of Empires III,,,,,False,False,game expansion pack,game expansion,34.99,26.14,low,low,,
3238,0,adobe premiere pro cs3,adobe,799.0,adobe cs3 flash professional academic,,239.99,Adobe Premiere Pro CS3,Adobe Creative Suite 3 Flash Professional,Adobe,Adobe,Premiere Pro,Creative Suite,CS3,3,,,False,False,video editing software,software,799.0,239.99,high,medium,,
3239,0,windows xp pro nx7400 o/s,hewlett packard,,microsoft windows xp pro sp2 retail,,299.99,Windows XP Pro,Microsoft Windows XP Pro,Hewlett Packard,Microsoft,XP,,,,Pro,Pro SP2 Retail,False,False,operating system,operating system,,299.99,null,low,Windows,
3240,0,adobe creative suite cs3 web premium [ mac ],adobe,1599.0,adobe cs3 production premium academic,,569.99,Adobe Creative Suite CS3 Web Premium,Adobe Creative Suite 3 Production Premium Academic,Adobe,Adobe,Creative Suite,Creative Suite,CS3,3,,Production Premium Academic,,,software,software,1599.0,569.99,high,high,Mac,
3241,0,microsoft entertainment pack ce,microsoft,49.5,topics entertainment phonics success essentials,,17.55,Microsoft Entertainment Pack,Topics Entertainment Phonics Success Essentials,Microsoft,,,Phonics Success Essentials,,,,,False,False,software,education,49.5,17.55,low,low,,
3242,0,adobe creative suite cs3 production premium,adobe,1699.0,adobe creative suite 3 web standard complete package academic cd mac,,369.0,Adobe Creative Suite CS3 Production Premium,Adobe Creative Suite 3 Web Standard,Adobe,Adobe,Creative Suite,Creative Suite,CS3,3,Production Premium,Web Standard,,,software,software,1699.0,369.0,high,high,,Mac
3243,0,microsoft upg win small business svr cal t74-01215 ),microsoft corporation,330.14,c8d-00006 microsoft dynamics crm small business edition v. 3.0 license 20 user c,,9654.16,Microsoft Upg Win Small Business SVR,Microsoft Dynamics CRM Small Business Edition,Microsoft,Microsoft,Small Business Server,Dynamics CRM,,3.0,Upgrade,Small Business,true,,software,software,330.14,9654.16,high,very high,,
3244,0,national geographic presents : forces of nature,topics entertainment,29.99,redshift 5 ( national geographic presents ) ( win 98 me 2000 xp ),,39.99,National Geographic Presents Forces of Nature,Redshift 5,National Geographic,,Forces of Nature,National Geographic Presents,,5,,,False,False,documentary,software,29.99,39.99,low,low,,Windows
3245,0,adobe after effects cs3,adobe,999.0,adobe after effects professional 7 software for windows effects software,,999.0,Adobe After Effects CS3,Adobe After Effects Professional 7,Adobe,Adobe,After Effects,After Effects,CS3,7,,Professional,False,False,video software,software,999.0,999.0,very high,high,,Windows
3246,0,adobe creative suite cs3 web standard [ mac ],adobe,999.0,29300183dm adobe creative suite 3 design standard media tlp tlp nonprofit download -,,20.97,Adobe Creative Suite CS3 Web Standard,Adobe Creative Suite 3 Design Standard,Adobe,Adobe,Creative Suite,Creative Suite,CS3,3,Web Standard,,False,False,software,software,999.0,20.97,very high,low,Mac,
3247,0,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,vmware infrastructure enterprise edition product upgrade license,,5173.98,Microsoft CRM Professional Cal 3.0,VMware Infrastructure Enterprise Edition,Microsoft,VMware,CRM,Infrastructure,3.0,,,Enterprise Edition,True,True,software,software,9980.0,5173.98,high,very high,,
3248,0,microsoft visual studio team suite 2005 with msdn premium ( cd & dvd ),microsoft,10949.0,123-00001 microsoft visual studio 2005 team test load agent complete package 1 process,,4792.85,Microsoft Visual Studio Team Suite 2005,Microsoft Visual Studio 2005 Team Test Load Agent Complete Package,Microsoft,microsoft,Visual Studio Team Suite,Visual Studio,2005,2005,,,False,False,software,software development tool,10949.0,4792.85,high,very high,,
3249,0,adobe cs3 design standard macosx dvd,adobe,399.0,adobe indesign cs3 for mac upgrade,,205.99,Adobe Creative Suite 3 Design Standard,Adobe InDesign CS3,Adobe,Adobe,Creative Suite,InDesign,3,CS3,,,False,true,software,software,399.0,205.99,high,medium,MacOSX,Mac
3250,0,station access collection,sony-creative-software,29.99,hoyle game collection 4 game pack,,14.95,Station Access Collection,Hoyle Game Collection,Sony Creative Software,,,Game Pack,,4,,,False,False,video software,board game collection,29.99,14.95,low,low,,
3251,0,cubase se3 educational edition,steinberg,,steinberg nuendo 3 educational edition music production software,,999.99,Cubase SE3 Educational Edition,Steinberg Nuendo 3,Steinberg,Steinberg,,Nuendo,SE3,3,Educational,Educational Edition,False,,digital audio software,audio software,,999.99,null,high,,
3252,0,microsoft onenote 2007,microsoft,99.95,microsoft ( r ) money 2007 premium,,69.99,Microsoft OneNote 2007,Microsoft Money 2007 Premium,Microsoft,Microsoft,,Money,2007,2007,,Premium,False,False,software,financial software,99.95,69.99,low,low,,
3253,0,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe illustrator cs3 upgrade from freehand for mac,,206.99,Adobe Creative Suite CS3 Master Collection,Adobe Illustrator CS3,Adobe,Adobe,Creative Suite,Illustrator,CS3,CS3,,,True,True,software,software,1399.0,206.99,high,medium,Mac,Mac
3254,0,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,microsoft windows vista business upgrade license 1 pc english,,168.99,Microsoft CRM Professional CAL 3.0,Microsoft Windows Vista Business,Microsoft,Microsoft,CRM,Windows Vista,3.0,,,Business,True,True,software,operating system,9980.0,168.99,high,low,,English Windows
3255,0,microsoft office 2004 professional ( mac ),microsoft,499.99,adobe acrobat professional 7,,350.0,Microsoft Office 2004 Professional,Adobe Acrobat Professional,Microsoft,Adobe,Office,,2004,7,Professional,Professional,,False,office software,software,499.99,350.0,high,high,Mac,
3256,0,adobe cs3 design premium macosx dvd,adobe,599.0,adobe cs3 web premium upgrade,,517.99,Adobe Creative Suite 3 Design Premium,Adobe CS3 Web Premium,Adobe,Adobe,Creative Suite,Creative Suite,3,3,Design Premium,,,True,software,software,599.0,517.99,high,high,MacOSX,
3257,0,microsoft visio standard 2007,microsoft,259.95,microsoft ( r ) windows vista ( tm ) home basic,,99.99,Microsoft Visio Standard 2007,Microsoft Windows Vista Home Basic,microsoft,Microsoft,Visio,Windows Vista,2007,,Standard,Home Basic,,False,software,operating system,259.95,99.99,high,low,,
3258,0,bookkeeper 2008,individual software,39.99,diskeeper 2007 professional,,46.95,Bookkeeper,Diskeeper 2007 Professional,Individual Software,,,Diskeeper,2008,2007,,Professional,False,False,software,system utility,39.99,46.95,low,low,,
3259,0,quickbooks customer manager 2.5,intuit,79.95,quickbooks pro 2007 win,,192.26,QuickBooks Customer Manager,QuickBooks Pro 2007,Intuit,Intuit,Customer Manager,QuickBooks,2.5,2007,,Pro,False,False,software,accounting software,79.95,192.26,low,medium,,Windows
3260,0,adobe creative suite cs3 design standard [ mac ],adobe,1199.0,adobe cs3 design standard academic,,385.99,Adobe Creative Suite CS3 Design Standard,Adobe CS3 Design Standard Academic,Adobe,Adobe,Creative Suite,Creative Suite,CS3,3,Design Standard,Academic,,,software,software,1199.0,385.99,high,high,Mac,
3261,1,spy sweeper spanish,webroot software,29.95,webroot software inc 31250 spy sweeper spanish,,24.81,Webroot Spy Sweeper,Webroot Spy Sweeper,Webroot Software,Webroot Software Inc.,,Spy Sweeper,,3.12.1250,Spanish,,False,False,security software,security software,29.95,24.81,low,low,,null
3262,0,apple ilife '06 family pack ( mac dvd ) [ older version ],apple computer,99.0,apple ilife '06 software av production software,,79.0,Apple iLife '06 Family Pack,Apple iLife '06 Software,Apple,Apple,iLife,iLife,06,2006,,,False,False,software,software,99.0,79.0,low,low,Mac,
3263,0,season ticket football 2003,atari,19.99,season ticket football 2003,,9.95,Atari Season Ticket Football,Season Ticket Football,Atari,,,,2003,2003,,,False,False,game,season ticket,19.99,9.95,low,low,,
3264,0,peachtree by sage pro accounting 2007,sage software,169.99,laser checks for peachtree ( r ) accounting for windows 8.0-2005,,106.29,Peachtree by Sage Pro Accounting,Laser Checks for Peachtree (R) Accounting for Windows,Sage,Peachtree,Peachtree,Accounting,2007,2005,,,False,False,accounting software,software,169.99,106.29,low-medium,low,,Windows
3265,0,global software smart steps 2nd grade windows macintosh ),global software,,phase one capture-one pro dslr raw image editing software for macintosh & windows .,,399.95,Global Software Smart Steps 2nd Grade,Capture One Pro,Global Software,Phase One,Smart Steps,Capture One,,,,,False,False,education software,software,,399.95,low,high,"[Windows, Macintosh]","['Macintosh', 'Windows']"
3266,0,punch ! super home suite,punch ! software,49.99,punch software pro home design suite,,61.8,Punch ! Super Home Suite,Punch Software Pro Home Design Suite,Punch ! Software,Punch Software,,Home Design Suite,,,,,False,False,software,software,49.99,61.8,low,low,,
3267,0,systemsuite 8 professional,individual software,49.99,adobe cs3 flash professional upgrade,,205.99,Individual Software Systemsuite 8 Professional,Adobe CS3 Flash Professional,Individual Software,Adobe,Systemsuite,CS3,8,3,Professional,,,true,software,software,49.99,205.99,low,medium,,
3268,0,adobe cs3 design premium macosx dvd,adobe,599.0,adobe premiere pro cs3,,825.99,Adobe CS3 Design Premium,Adobe Premiere Pro CS3,Adobe,Adobe,Creative Suite,Premiere Pro,3,CS3,Design Premium,,False,False,software,video editing software,599.0,825.99,high,high,MacOSX,
3269,0,punch ! professional home design suite,punch ! software,69.99,orgchart professional 1.3,,39.95,Punch ! Professional Home Design Suite,Orgchart Professional,Punch ! Software,,Professional Home Design Suite,orgchart professional,,1.3,,,False,False,home design software,software,69.99,39.95,low,low,,
