id,label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price,left_normalized_title,left_brand,left_product_line,left_version,left_edition,left_is_upgrade,left_product_type,left_normalized_price,left_price_category,right_normalized_title,right_brand,right_product_line,right_version,right_edition,right_is_upgrade,right_product_type,right_normalized_price,right_price_category,right_platform,left_platform,left_license_type,right_package_type,left_platforms,right_user_count,right_cal_option,left_node_license,right_license_type,right_packaging,left_media_format,right_quantity,right_platforms,left_language,left_manufacturer_normalized,left_user_limit,right_license,left_medium,left_is_subscription,left_sp_version,right_language,left_region,right_service_pack,left_pack_size,right_user_license,left_from_edition,left_to_edition,left_os,right_publisher,right_ISBN,left_packaging,right_media,left_user_count,left_term_length,left_retail_version,right_os_requirement,left_grade_level,left_device_pack,right_installation_type,left_is_bundle,left_media_type,left_number_of_users,left_os_version,right_number_of_agents,left_media,right_retail_box,left_operating_system,left_subscription_length,right_media_type,left_is_full_version,right_license_duration,left_license_term,left_service_pack,right_retail,right_license_count,right_device_cals,right_operating_system,left_package_type,left_subscription_term,right_grade_range,left_quantity,right_business_model,left_grade_range,right_return_policy,right_operating_systems_supported,right_returns_allowed,right_license_quantity,right_device_type,right_download_type,right_retail_status,left_package_quantity,right_academic,right_os_type,left_number_of_clients,left_with_msdn,left_format,right_warranty,right_sp_version,left_features,right_condition,right_client_count,left_manufacturer_sku,right_additions,right_is_academic,right_licensing_type,right_max_managed_systems,left_includes_dvd,left_package,left_num_devices,right_os_version,right_includes,right_duration,right_activation_key,right_language_support,right_number_of_users,right_numLicenses,left_multi_user_support,left_max_users_supported,right_university_licensing,left_duration,left_from_version,right_software_assurance,right_device_count,left_with_sp2,left_subscription_period,right_operating_system_version,right_license_term,right_package_size,right_grade_level,right_os_versions,right_asin,left_os_integration,right_os_service_pack,right_num_licenses,right_inclusions,left_subscription_duration,right_user_limitation,right_university_edition,right_licenses,right_user_type,right_user_limit,right_manufacturer_id,right_is_oem,right_supported_platforms,left_user_license,right_os_supported,left_package_format,right_cal_license_quantity,left_normalized_pages
2480,1,my guitar,emedia,29.95,emedia music corp my guitar,,24.81,My Guitar,emedia,,,,false,music instrument,29.95,low,emedia music corp My Guitar,emedia music corp,,,,False,musical instrument,24.81,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481,0,adobe dreamweaver cs3 [ mac ],adobe,399.0,adobe dreamweaver cs3 upgrade,,205.99,Adobe Dreamweaver CS3,Adobe,Dreamweaver,CS3,,False,software,399.0,high,Adobe Dreamweaver CS3,Adobe,Dreamweaver,CS3,,True,software,205.99,medium,,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482,0,total training for adobe creative suite 3 : design premium bundle,total training,299.99,adobe production premium cs3 software suite for mac av production software,,1698.95,Adobe Creative Suite 3 Design Premium Bundle,Adobe,Creative Suite,3,Design Premium,false,software bundle,299.99,medium,Adobe Production Premium CS3 Software Suite,Adobe,Production Premium,CS3,,False,video editing software,1698.95,very high,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483,0,ultimate puzzle games,valusoft,19.99,ultimate pinball,,6.95,Ultimate Puzzle Games,ValuSoft,,,,False,game software,19.99,low,Ultimate Pinball,,,,,False,game,6.95,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484,0,quicken 2007 deluxe,intuit,59.95,quickbooks pro 2007 win,,192.26,Quicken Deluxe,Intuit,Quicken,2007,Deluxe,false,personal finance software,59.95,low,QuickBooks Pro 2007,,QuickBooks,2007,Pro,False,accounting software,192.26,medium,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485,0,elementary advantage 2008,encore software,,encore inc math advantage 2008,,33.89,Elementary Advantage 2008,Encore Software,Elementary Advantage,2008,,False,education software,0.0,low,Encore Inc Math Advantage 2008,Encore Inc,Math Advantage,2008,,False,educational software,33.89,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486,0,computrace lojack for laptops 3 year license ( mac ),absolute software,99.95,absolute software lfl-n2-12 computrace lojack for laptops 1 year license ( win 2000 xp ),,41.97,Absolute Computrace Lojack for Laptops,Absolute Software,,,,False,software license,99.95,low,Absolute Software Computrace for Laptops,Absolute Software,Computrace,,,False,software,41.97,low,"Windows 2000, XP",Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft ( r ) project standard 2007,,349.95,Microsoft Visio Standard 2007,Microsoft,Visio,2007,Standard,True,software,129.95,medium,Microsoft Project Standard 2007,Microsoft,Project,2007,Standard,false,project management software,349.95,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,0,microsoft office & windows training,topics entertainment,29.99,microsoft office 2004 for students and teachers ( mac ),,134.99,Microsoft Office & Windows Training,Microsoft,,,,False,training,29.99,low,Microsoft Office 2004,Microsoft,Office,2004,Students and Teachers,false,office software,134.99,medium,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489,1,kaplan sat/act/psat express,topics entertainment,9.99,kaplan sat/act/psat express,,9.99,Kaplan SAT/ACT/PSAT Express,Topics Entertainment,,,,False,educational software,9.99,low,Kaplan SAT/ACT/PSAT Express,,,,,False,education software,9.99,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490,1,stompsoft digital file shredder pro,stompsoft inc.,24.99,migo software digital file shredder 2005,,24.58,StompSoft Digital File Shredder Pro,StompSoft,Digital File Shredder,,Pro,False,software,24.99,low,migo software digital file shredder,,digital file shredder,2005,,False,software,24.58,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491,0,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft,709.0,microsoft windows vista business upgrade license 1 pc english,,168.99,Microsoft Windows Small Business Server Premium 2003 R2,Microsoft,Windows Small Business Server,2003 R2,,true,server software,709.0,high,Microsoft Windows Vista Business Upgrade,Microsoft,Windows,,Business,true,operating system,168.99,medium,"PC, English",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492,0,instant immersion 33 languages,topics entertainment,49.99,topics entertainment instant immersion spanish advanced audio,,12.05,Instant Immersion 33 Languages,Topics Entertainment,,,,False,language learning software,49.99,low,Topics Entertainment Instant Immersion Spanish Advanced Audio,,Instant Immersion,,Advanced,False,audio software,12.05,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493,0,microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft windows xp pro sp2 retail,,299.99,Microsoft Windows Vista Business,Microsoft,Windows,Vista,Business,false,operating system,299.95,high,Microsoft Windows XP Pro SP2,Microsoft,,SP2,XP Pro,False,operating system,299.99,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494,1,punch super home suite 3.0,punch ! software,49.99,punch software 17100 punch ! super home suite,punch software,45.99,Punch Super Home Suite,Punch ! Software,Super Home Suite,3.0,,False,software,49.99,low,Punch Software Home Suite,Punch Software,,,,False,software,45.99,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495,0,panda internet security 2007 3-user,panda software,69.95,pcnf0040 pc-cillin internet security 2007 complete package 3 users federal win,,29.02,Panda Internet Security 2007,Panda Software,Internet Security,2007,,false,security software,69.95,low,pc-cillin Internet Security 2007 Complete Package,Norton (implied by 'pc-cillin'),pc-cillin,2007,,False,antivirus software,29.02,low,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496,0,microsoft windows vista home basic upgrade [ dvd ],microsoft,99.95,microsoft windows vista business retail no open box returns,,299.99,Microsoft Windows Vista Home Basic Upgrade,Microsoft,Windows Vista,,Home Basic,true,operating system,99.95,low,Microsoft Windows Vista Business,Microsoft,Windows Vista,,Business,False,operating system,299.99,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497,0,webroot spysweeper antispyware 3 user,webroot software,39.99,webroot software inc 66410 spy sweeper ( small box ) ( win 98 me 2000 xp ),,25.97,Webroot SpySweeper AntiSpyware 3,Webroot,SpySweeper,3,,False,antivirus software,39.99,low,Webroot Spy Sweeper,Webroot Software Inc.,Spy Sweeper,,,False,spyware removal software,25.97,low,"Windows 98, ME, 2000, XP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498,0,adobe creative suite cs3 web standard upgrade [ mac ],adobe,399.0,adobe illustrator cs3 upgrade for mac,,206.99,Adobe Creative Suite CS3 Web Standard,Adobe,Creative Suite,CS3,Web Standard,true,software,399.0,medium,Adobe Illustrator CS3,Adobe,Illustrator,CS3,,true,software,206.99,medium,Mac,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499,0,sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,sony vegas 7 + dvd production suite software full version video editing and dvd creation,,426.0,Sony Vegas Movie Studio + DVD 8 Platinum Edition,Sony,Vegas Movie Studio,8,Platinum,false,video editing software,129.95,medium,Sony Vegas 7 DVD Production Suite,Sony,Vegas,7,,False,video editing software,426.0,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,0,home design architect series 3000 v10 .0,punch ! software,149.95,punch software 41100 punch ! home design architectural series 18,punch software,118.99,Home Design Architect Series 3000,Punch!,Architect Series,10.0,,False,home design software,149.95,medium,Punch Software Architectural Series 18,Punch Software,Architectural Series,18,,False,home design software,118.99,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,0,microsoft visio standard 2007,microsoft,259.95,microsoft onenote 2007 upgrade ( pc ),,79.95,Microsoft Visio Standard 2007,Microsoft,Visio,2007,Standard,False,software,259.95,medium,Microsoft OneNote 2007,Microsoft,OneNote,2007,,true,software,79.95,low,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502,0,corel painter x win/mac,corel,429.0,corel painter x academic,,94.99,Corel Painter X,Corel,Painter,X,,False,graphics software,429.0,high,Corel Painter X Academic,Corel,Painter,X,Academic,false,digital painting software,94.99,low,,Win/Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503,0,findex quickverse bible study 2007 bible-suite,findex,,findex.com inc quickverse mac bible study 2007 white box,,37.18,Findex QuickVerse Bible Study 2007,Findex,QuickVerse,2007,Bible Suite,false,software,,,QuickVerse Mac Bible Study 2007,findex.com inc,QuickVerse,2007,,False,software,37.18,low,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,0,world of warcraft,blizzard entertainment,19.99,starcraft ghost,,49.99,World of Warcraft,Blizzard Entertainment,,,,False,video game,19.99,low,StarCraft II: Ghost,Blizzard,,,,false,video game,49.99,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505,0,quickbooks point-of-sale basic 6.0,intuit,799.95,quickbooks ( r ),,178.99,QuickBooks Point-of-Sale Basic 6.0,Intuit,Point-of-Sale,6.0,Basic,false,accounting software,799.95,high,QuickBooks,,QuickBooks,,,False,accounting software,178.99,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506,0,3d home architect home v. 8 by encore software,encore software,39.99,punch software pro home design suite,,61.8,3D Home Architect Home v.8,Encore Software,3D Home Architect Home,v.8,,False,software,39.99,low,Punch Software Pro Home Design Suite,,Pro Home Design Suite,,,False,home design software,61.8,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507,0,cinescore professional soundtrack edition,sony-pictures-digital-entertainment,249.95,resume maker professional 12,,17.95,Cinescore Professional Soundtrack Edition,Sony,Cinescore,,Professional Soundtrack,False,music software,249.95,high,Resume Maker Professional,,Resume Maker,12,,False,software,17.95,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508,1,3 great games for guys,dreamcatcher interactive,29.99,dreamcatcher interactive 3 great games for guys,,26.14,3 great games for guys,Dreamcatcher Interactive,,,,False,,29.99,low,Dreamcatcher Interactive,Dreamcatcher,,,,False,game,26.14,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509,0,3d home architect landscape design deluxe version 9,encore,29.99,punch software master landscape professional & home design v 10.0,,69.99,3D Home Architect Landscape Design Deluxe,Encore,3D Home Architect,9,Deluxe,false,home design software,29.99,low,Punch Software Master Landscape Professional & Home Design v10,Punch Software,Master Landscape Professional & Home Design,v10.0,,False,software,69.99,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft word 2007 upgrade ( pc ),,109.95,Microsoft Visio Standard 2007,Microsoft,Visio,2007,Standard,True,software,129.95,medium,Microsoft Word 2007,Microsoft,Word,2007,,true,word processing software,109.95,medium,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511,0,instant immersion translator deluxe 2.0,topics entertainment,49.99,instant immersion 33 languages,topics entertainment,43.99,Instant Immersion Translator Deluxe,Topics Entertainment,,2.0,Deluxe,false,language learning software,49.99,low,Instant Immersion 33 Languages,Topics Entertainment,,,,False,language learning software,43.99,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512,0,sony vegas 6 + dvd [ old version ],sony-pictures-digital-entertainment,899.95,sony vegas 6 video editing software professional editing software,sony-pictures-digital-entertainment,99.0,Sony Vegas 6,Sony Pictures Digital Entertainment,Vegas,6,,false,video editing software,899.95,high,Sony Vegas 6 Video Editing Software,Sony,Vegas,6,Professional,false,video editing software,99.0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513,0,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,microsoft ( r ) project 2002,,329.99,Microsoft Office 2004 Standard,Microsoft,Office,2004,Standard,true,office software,239.99,high,Microsoft Project 2002,Microsoft,,2002,,False,project management software,329.99,high,,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,1,creating keepsakes scrapbook platinum v. 3 sb cs by riverdeep,encore software,39.99,encore software 10610 encore creating keepsakes scrapbook designer platinum complete product creativity application 1 user complete product standard pc,,33.97,Encore Software Creating Keepsakes Scrapbook Platinum v3,Encore Software,Creating Keepsakes Scrapbook,v3,Platinum,false,scrapbooking software,39.99,low,Encore Creating Keepsakes Scrapbook Designer Platinum,Encore Software,Creating Keepsakes,,Platinum Complete Product,False,scrapbooking software,33.97,low,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,0,punch ! home design architectural series 18,punch ! software,129.99,encore inc 3d home architect landscape designer v 8.0,,25.49,Punch ! Home Design Architectural Series,Punch ! Software,Home Design Architectural Series,18,,False,software,129.99,medium,Encore Inc 3D Home Architect Landscape Designer,encore inc,Home Architect,8.0,,False,software,25.49,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516,1,quickbooks simple start 2007,intuit,99.95,quickbooks simple start 2007 intuit,,99.99,QuickBooks Simple Start 2007,Intuit,QuickBooks,2007,Simple Start,false,accounting software,99.95,low,QuickBooks Simple Start 2007,Intuit,QuickBooks,2007,Simple Start,false,accounting software,99.99,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,0,contentbarrier x4 10.4 single user ( mac ),intego,49.99,virusbarrier x4 10.4 for mac-10 users ( vbx4-10u ),,316.75,Intego ContentBarrier X4,Intego,ContentBarrier,10.4,Single User,false,software,49.99,low,Virusbarrier X4,Nan,Virusbarrier,10.4,,false,security software,316.75,high,Mac,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518,0,imsi turbocad designer v. 11,imsi,39.99,turbocad ( r ) designer 2d/3d version 9.1,,29.99,IMSI TurboCAD Designer V11,IMSI,TurboCAD,V11,Designer,False,computer-aided design (CAD) software,39.99,low,TurboCAD (R) Designer 2D/3D,TurboCAD,Designer,9.1,,False,cad software,29.99,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519,0,cosmi rom07524 print perfect business cards dvd,cosmi,,encore inc printshop business card maker,riverdeep-learning-company,8.01,Cosmi Print Perfect Business Cards DVD,Cosmi,,,,False,software or DVD,,,Encore Inc PrintShop Business Card Maker,Encore Inc,PrintShop,,Business Card Maker,false,software,8.01,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520,0,instant immersion italian v2 .0 ( large box ),topics entertainment,29.99,instant immersion translator deluxe 2.0,,22.9,Instant Immersion Italian V2.0,Topics Entertainment,Instant Immersion,V2.0,,False,language software,29.99,low,Instant Immersion Translator Deluxe,,Instant Immersion,2.0,Deluxe,false,software,22.9,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,0,instant immersion spanish deluxe 2.0,topics entertainment,49.99,topics entertainment instant immersion hawaiian audio,,12.05,Instant Immersion Spanish Deluxe,Topics Entertainment,,2.0,,False,language learning software,49.99,low,Hawaiian Audio,,,,,False,audio equipment,12.05,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522,0,microsoft office 2004 professional ( mac ),microsoft,499.99,microsoft ( r ) money 2007 premium,,69.99,Microsoft Office 2004 Professional,Microsoft,Office,2004,Professional,false,software,499.99,high,Microsoft Money 2007 Premium,Microsoft,Money,2007,Premium,false,financial software,69.99,low,,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,0,microsoft windows vista home basic upgrade [ dvd ],microsoft,99.95,microsoft windows xp pro sp2 retail,,299.99,Microsoft Windows Vista Home Basic Upgrade,Microsoft,Windows Vista,Vista,Home Basic,True,operating system,99.95,low,Microsoft Windows XP Pro,Microsoft,Windows XP,XP Pro SP2,,false,operating system,299.99,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524,0,adobe photoshop elements 5.0 / premier elements 3.0 [ lb ],adobe,149.99,adobe photoshop cs3 for mac,,609.99,Adobe Photoshop Elements 5.0 / Premier Elements 3.0,Adobe,Elements,5.0,,False,digital image software,149.99,medium,Adobe Photoshop CS3,Adobe,Photoshop,CS3,,False,image editing software,609.99,high,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525,0,microsoft outlook 2007,microsoft,109.95,microsoft excel 2007 ( pc ),,229.95,Microsoft Outlook 2007,Microsoft,,2007,,False,email client software,109.95,medium,Microsoft Excel 2007,Microsoft,Excel,2007,,False,software,229.95,medium,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526,0,microsoft onenote 2007 upgrade,microsoft,79.95,microsoft b21-00806 ae mappoint 2006 cd,,50.39,Microsoft OneNote 2007,Microsoft,OneNote,2007,,true,software,79.95,low,Microsoft Mappoint 2006,Microsoft,Mappoint,2006,,false,gis software,50.39,low,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
