id,label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price,left_canonical_name,left_base_product,left_brand,left_version,left_edition,left_category,left_is_upgrade,left_platform,right_canonical_name,right_base_product,right_brand,right_version,right_edition,right_category,right_is_upgrade,right_platform,left_windows_version
3991,0,family tree maker version 16 collectors edition,encore software,,chatchecker family edition,,29.99,family tree maker version 16 collectors edition,family tree maker,encore software,16,collectors,education,False,unknown,chatchecker family edition,chatchecker,unknown,unknown,family,unknown,False,unknown,
3992,0,adobe creative suite cs3 web standard upsell [ mac ],adobe,799.0,adobe cs3 web premium,,1659.99,creative suite cs3 web standard,creative suite,adobe,cs3,web standard,design,True,mac,cs3 web premium,creative suite,adobe,cs3,web premium,design,False,unknown,
3993,0,instant immersion japanese 2.0,topics entertainment,19.99,instant immersion spanish deluxe 2.0 topics,,39.99,instant immersion japanese 2.0,instant immersion,topics entertainment,2.0,unknown,education,False,unknown,instant immersion spanish deluxe 2.0,instant immersion,unknown,2.0,deluxe,education,False,unknown,
3994,0,instant play guitar deluxe v2 .,topics entertainment,39.48,topics entertainment topics entertainment play electric guitar deluxe windows,,39.9,instant play guitar deluxe v2,instant play guitar deluxe,topics entertainment,v2,deluxe,education,False,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,
3995,0,the universe ( win/mac ) ( jewel case ),fogware publishing,9.99,merriam-webster 's dictionary ( win/mac ) ( jewel case ) ( 10462 ),,9.59,the universe,the universe,fogware publishing,unknown,unknown,unknown,False,windows/mac,merriam-webster's dictionary,dictionary,merriam-webster,10462,unknown,education,False,win/mac,
3996,0,watchguard 1yr subs firebox x5 webblocker wg017196 ),watchguard technologies inc,159.9,wg017449 watchguard firebox x5500e utm software suite subscription license 1 year +,,3715.48,firebox x5 webblocker,firebox x5,watchguard technologies inc,1yr subs,unknown,security,False,unknown,firebox x5500e utm software suite,watchguard firebox,watchguard,x5500e,utm software suite subscription license 1 year +,security,False,unknown,
3997,0,adobe creative suite cs3 production premium upsell,adobe,1199.0,adobe production studio premium software suite video software bundles,,1698.95,creative suite cs3 production premium,creative suite,adobe,cs3,production,design,False,unknown,adobe production studio premium software suite,production studio,adobe,premium,premium,design,False,unknown,
3998,1,instant play guitar deluxe v2 .,topics entertainment,39.48,topics entertainment instant play guitar deluxe v2 .0,,31.06,instant play guitar deluxe v2,instant play,topics entertainment,v2,deluxe,utility,False,unknown,topics entertainment instant play guitar deluxe v2 .0,instant play guitar,topics entertainment,v2.0,deluxe,utility,False,unknown,
3999,0,steinberg cubase 4 digital audio software,steinberg,999.99,steinberg cubase studio 4 software competitive crossgrade music production software,,199.99,cubase 4 digital audio software,cubase,steinberg,4,digital audio software,music,False,,cubase studio 4,cubase,steinberg,4,studio,music production software,False,unknown,
4000,0,apple final cut studio 2 upgrade from final cut pro ( mac ),apple,699.0,apple logic express 7.2 upgrade from v. 6,apple-computer - ( direct ),99.99,final cut studio 2,final cut,apple,2,studio,education,True,mac,logic express 7.2,logic express,apple,7.2,express,music,True,mac,
4001,0,microsoft student with encarta premium 2008 dvd,microsoft,49.95,microsoft mappoint 2006 with gps locator ( pc ),,349.99,student with encarta premium 2008,microsoft office student,microsoft,2008,premium,office,False,windows,mappoint 2006 with gps locator,mappoint,microsoft,2006,unknown,utility,False,windows,
4002,0,hp storageworks secure path for windows workgroup edition v. 4.0 c license 213076-b26 ),hewlett packard,,231327-b22 hp storageworks secure path for netware workgroup edition v. 3.0 c licens,,65395.24,hp storageworks secure path v. 4.0,hp storageworks secure path,hewlett packard,4.0,workgroup edition c license,utility,False,windows,hp storageworks secure path for netware workgroup edition v. 3.0 c,storageworks secure path,hp,v. 3.0 c,workgroup,utility,False,,
4003,0,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,72212 world of warcraft complete package 1 user pc cd win mac,,24.8,wasp bar code labeler complete package,wasp bar code labeler,wasp technologies,unknown,std,utility,False,unknown,world of warcraft,world of warcraft,blizzard,complete package 1 user pc cd win mac,unknown,utility,False,"windows, mac",
4004,0,microsoft office excel 2007,microsoft,229.95,microsoft office and windows training professional,,29.99,office excel 2007,excel,microsoft,2007,unknown,office,False,windows,office and windows training professional,office,microsoft,unknown,professional,education,False,windows,
4005,0,jumpstart world 1st grade,knowledge adventure,19.99,jumpstart advanced 2nd grade ( pc/mac ) knowledge adventure,,19.99,jumpstart world 1st grade,jumpstart world,knowledge adventure,1st grade,unknown,education,False,unknown,jumpstart advanced,jumpstart,unknown,2nd grade,advanced,education,False,pc/mac,
4006,0,punch ! professional home design,punch ! software,89.99,punch software pro home design suite,,61.8,punch! professional home design,punch!,punch ! software,unknown,home,design,False,unknown,punch software pro home design suite,punch software,punch software,unknown,pro home design suite,design,False,unknown,
4007,0,sierra hallmark card studio special edition windows ),nova development,,hgw hallmark card studio 2005 deluxe complete package 1 user cd win,,47.43,hallmark card studio special edition,hallmark card studio,nova development,unknown,special edition,utility,False,windows,hallmark card studio 2005 deluxe complete package,hallmark card studio,hallmark,2005,deluxe complete package,utility,False,windows,
4008,0,instant immersion spanish ( audio book ),topics entertainment,,topics entertainment instant immersion ingles audio deluxe,,17.55,instant immersion spanish,instant immersion,topics entertainment,unknown,unknown,education,False,unknown,topics entertainment instant immersion ingles audio,topics,unknown,unknown,deluxe,media,False,unknown,
4009,0,adobe contribute cs3 [ mac ],adobe,149.0,adobe cs3 master collection,,2499.99,contribute cs3,contribute,adobe,cs3,unknown,design,False,mac,cs3 master collection,creative suite,adobe,cs3,master collection,design,False,unknown,
4010,0,microsoft windows xp home edition full version with sp2,microsoft,199.0,microsoft powerpoint mac 2004 version upgrade,,89.99,windows xp home edition,windows,microsoft,xp,home,operating system,False,windows,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,
4011,1,jumpstart advanced 2nd grade v2 .0,knowledge adventure,19.99,jumpstart advanced 2nd grade ( pc/mac ) knowledge adventure,,19.99,jumpstart advanced 2nd grade v2 .0,jumpstart,knowledge adventure,v2.0,unknown,education,False,unknown,jumpstart advanced 2nd grade,jumpstart,unknown,2nd grade,advanced,education,False,pc/mac,
4012,0,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot software 65210 spy sweeper 3 pc,webroot software,31.99,spy sweeper family edition,spy sweeper,webroot software,3,family,utility,False,unknown,spy sweeper 3,sweeper,webroot software,3,pc,utility,False,,
4013,0,punch ! ultimate deck and landscape,punch ! software,29.0,punch software 25100 punch ! master landscape and home design,punch software,45.99,punch ultimate deck and landscape,punch,punch ! software,unknown,unknown,education,False,unknown,punch ! master landscape and home design,punch!,punch software,25100,landscape and home design,education,False,unknown,
4014,0,adobe illustrator cs3 upgrade [ mac ],adobe,199.0,adobe indesign cs3 for mac,,725.99,adobe illustrator cs3,illustrator,adobe,cs3,upgrade,design,True,mac,indesign cs3,creative suite,adobe,cs3,for mac,design,False,mac,
4015,0,adobe creative suite cs3 web premium [ mac ],adobe,1599.0,29500244 adobe creative suite 3 design premium product upgrade package 1 user upgra,,1687.48,creative suite cs3 web premium,creative suite,adobe,cs3,premium,design,False,mac,creative suite 3 design premium,creative suite,adobe,cs3,design premium,design,True,unknown,
4016,0,microsoft windows vista ultimate upgrade [ dvd ],microsoft,259.95,microsoft windows vista business 32-bit oem,,149.99,windows vista ultimate,windows vista,microsoft,vista,ultimate,operating system,True,unknown,windows vista business,windows vista,microsoft,vista,business,operating system,False,32-bit windows,
4017,0,pop-up stopper professional,panicware,29.99,adobe acrobat professional 7,,350.0,pop-up stopper professional,pop-up stopper,panicware,unknown,professional,utility,False,unknown,acrobat professional 7,acrobat,adobe,7,professional,utility,False,unknown,
4018,0,microspot interiors ( mac ),microspot ltd.,99.95,microspot interiors ( mac 10.2 or later ),,99.95,microspot interiors,microspot,microspot ltd.,unknown,unknown,utility,False,mac,microspot interiors,microspot,unknown,10.2 or later,unknown,utility,False,mac,
4019,0,microsoft visio standard 2007,microsoft,259.95,microsoft t73-00091 molpc visio std sa,,168.03,visio standard 2007,visio,microsoft,2007,standard,office,False,unknown,visio std sa,visio,microsoft,unknown,std sa,office,False,windows,
4020,0,adobe premiere pro 2.0,adobe,849.0,adobe cs3 web premium upgrade,,517.99,premiere pro 2.0,premiere pro,adobe,2.0,pro,media,False,unknown,cs3 web premium,creative suite,adobe,cs3,web premium,design,True,unknown,
4021,0,microsoft visual studio team edition for software architect 2005 with msdn premium,microsoft,5479.0,122-00411 microsoft visual studio 2005 team edition for software testers complete packag,,2184.73,visual studio team edition for software architect 2005,visual studio,microsoft,2005,team edition for software architect,office,False,windows,visual studio team edition for software testers,visual studio,microsoft,2005,team edition for software testers,office,False,unknown,
4022,0,apple mac os x tiger 10.4.6 family pack ( mac ),apple computer,199.0,apple mac os x v10 .4 tiger software single user apple & mac software,,114.0,mac os x tiger 10.4.6,mac os x,apple,10.4.6,family pack,operating system,False,mac,mac os x v10 .4 tiger,mac os x,apple,v10.4,tiger,operating system,False,mac,
4023,1,emedia bass method win/mac,emedia,59.99,emedia eg03014 bass method os x,emedia,53.99,emedia bass method,bass method,emedia,unknown,unknown,utility,False,"windows, mac",eg03014 bass method,bass method,emedia,unknown,unknown,music/education,False,mac,
4024,0,adobe premiere elements 3.0,adobe,99.99,adobe cs3 web premium,,1659.99,premiere elements 3.0,premiere elements,adobe,3.0,elements,education,False,unknown,cs3 web premium,creative suite,adobe,cs3,premium,design,False,unknown,
4025,1,onone software pxl smartscale windows and macintosh ),onone software,,pxl smartscale for mac/win,,159.95,pxl smartscale,pxl,onone software,unknown,smartscale,utility,False,windows and macintosh,pxl smartscale,pxl,unknown,unknown,unknown,utility,False,windows,
4026,0,adobe after effects cs3 upgrade,adobe,299.0,adobe after effects cs3 professional software for windows effects software,,998.95,after effects cs3,creative suite,adobe,cs3,upgrade,design,True,unknown,adobe after effects cs3 professional,after effects,adobe,cs3,professional,design,False,windows,
4027,0,microsoft virtual pc for mac 7.0 with windows xp home,microsoft,219.99,microsoft windows vista business ( pc ),,299.99,virtual pc 7.0,virtual pc,microsoft,7.0,unknown,utility,False,mac,windows vista business,windows vista,microsoft,vista,business,operating system,False,pc,
4028,0,microsoft windows xp professional full version with sp2,microsoft,299.99,microsoft windows xp home edition sp2 retail box,,199.99,windows xp professional,windows xp,microsoft,xp,professional,operating system,False,windows,windows xp home edition sp2,windows,microsoft,xp,home edition,operating system,False,unknown,
4029,0,stuffit deluxe v 10.0 ( mac ),smith-micro-software,79.99,allume systems inc stuffit deluxe 11,,42.74,stuffit deluxe v 10.0,stuffit,smith-micro-software,10.0,deluxe,utility,False,mac,stuffit deluxe 11,stuffit deluxe,allume systems inc,11,deluxe,utility,False,unknown,
4030,1,adobe acrobat standard 8.0,adobe,449.99,adobe acrobat v8 .0 professional for mac,,405.99,adobe acrobat standard 8.0,acrobat,adobe,8.0,standard,office,False,unknown,adobe acrobat v8.0 professional,acrobat,adobe,v8.0,professional,utility,False,mac,
4031,0,adobe audition 2.0 upgrade,adobe,129.0,adobe illustrator cs3 upgrade for mac,,206.99,adobe audition 2.0,audition,adobe,2.0,upgrade,education,True,unknown,illustrator cs3,creative suite,adobe,cs3,unknown,design,True,mac,
4032,0,computrace lojack for laptops : 1 year subscription,absolute software,49.99,absolute software lfl-m2-36 computrace lojack for laptops 3 year license mac 10.2 or higher,,80.97,computrace lojack for laptops,lojack,absolute software,1 year subscription,unknown,utility,False,unknown,lfl-m2-36 computrace lojack for laptops,computrace,absolute software,3 year license,unknown,utility,False,mac,
4033,0,microsoft office & windows training,topics entertainment,29.99,microsoft windows vista business upgrade license 1 pc english,,168.99,microsoft office & windows training,office,microsoft,unknown,unknown,education,False,windows,windows vista business,windows vista,microsoft,vista,business,operating system,True,windows,
4034,0,adobe photoshop cs3 upgrade [ mac ],adobe,199.0,adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3,photoshop,adobe,cs3,upgrade,design,True,mac,adobe photoshop cs3,photoshop,adobe,cs3,unknown,design,False,mac,
4035,0,quickbooks pro 2007 for mac ( mac ),intuit,199.95,quickbooks ( r ),,199.99,quickbooks pro 2007,quickbooks,intuit,2007,pro,education,False,mac,quickbooks (r),quickbooks,intuit,unknown,unknown,utility,False,unknown,
4036,1,peachtree by sage premium accounting for manufacturing 2007 multi user ( up to 5 users ),sage software,1199.99,sage ( ptree ) premium accounting for manufacturing 2007 multi-user,,1180.37,peachtree premium accounting for manufacturing 2007,peachtree,sage software,2007,premium,accounting,False,unknown,sage ptree premium accounting,ptree,sage,2007,premium,accounting,False,unknown,
4037,0,peachtree by sage complete accounting 2007,sage software,269.99,peachtree ( r ) complete iii,,112.99,peachtree complete accounting 2007,peachtree,sage software,2007,complete accounting,accounting,False,windows,peachtree complete iii,peachtree,sage (inferred),iii,complete,accounting,False,unknown,
4038,0,elementary advantage 2008,encore software,,elementary school success deluxe 2006,,15.9,elementary advantage 2008,elementary,encore software,2008,advantage,unknown,False,unknown,elementary school success deluxe 2006,school success,unknown,2006,deluxe,education,False,unknown,
4039,0,national geographic presents : redshift planetarium,topics entertainment,29.99,national geographic photo gallery topics,,9.95,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,national geographic photo gallery topics,photo gallery,national geographic,unknown,unknown,utility,False,unknown,
4040,0,adobe creative suite cs3 web standard,adobe,999.0,adobe creative suite 3 ( cs3 ) web standard 3 windows upsell from dreamweaver or flash,,799.0,creative suite cs3 web standard,creative suite,adobe,cs3,web standard,design,False,unknown,creative suite 3 web standard,creative suite,adobe,cs3,web standard,design,False,windows,
4041,0,microsoft onenote 2007 upgrade,microsoft,79.95,microsoft office visio standard 2007 ( pc ),,249.95,onenote 2007,onenote,microsoft,2007,upgrade,office,True,windows,office visio standard 2007,visio,microsoft,2007,standard,office,False,windows,
4042,0,3d home architect landscape design deluxe version 9,encore,29.99,punch software 25100 punch ! master landscape and home design,punch software,45.99,3d home architect landscape design deluxe version 9,3d home architect,encore,9,deluxe,design,False,unknown,punch master landscape and home design,punch master,punch software,unknown,landscape and home design,education,False,windows,
4043,0,adobe creative suite cs3 production premium upgrade,adobe,799.0,adobe soundbooth cs3 audio editing software mac music production software,,198.95,creative suite cs3 production premium,creative suite,adobe,cs3,production,design,True,unknown,soundbooth cs3,creative suite,adobe,cs3,unknown,audio editing,False,mac,
4044,0,mavis beacon teaches typing 17 standard,encore software,19.99,encore software 10076 mavis beacon typing 17 standardby broderbund,,17.97,mavis beacon teaches typing 17 standard,mavis beacon,encore software,17,standard,education,False,unknown,mavis beacon typing standard,mavis beacon typing,broderbund,17,standard,education,False,unknown,
4045,0,palo alto marketing plan pro 9.0,palo-alto-software,179.0,palo alto business plan pro 2007,,83.99,palo alto marketing plan pro 9.0,marketing plan,palo alto software,9.0,pro,education,False,unknown,palo alto business plan pro 2007,business plan pro,palo alto,2007,unknown,education,False,unknown,
4046,0,adobe creative suite cs3 design premium upsell [ mac ],adobe,1599.0,adobe indesign cs3 for mac upgrade,,205.99,creative suite cs3 design premium,creative suite,adobe,cs3,premium,design,False,mac,indesign cs3,creative suite,adobe,cs3,for mac upgrade,design,True,mac,
4047,0,nero 7 ultra edition enhanced pc & home entrmnt soln,neso usa,99.99,70009 nero ultra edition enhanced v. 7 complete package 1 user cd win,,87.76,nero 7 ultra edition,nero,neso usa,7,ultra,utility,False,windows,nero ultra edition enhanced v. 7,nero,nero,7,ultra edition enhanced,utility,False,windows,
4048,1,jumpstart advanced 1st grade v2 .0,knowledge adventure,19.99,jumpstart advanced 1st grade knowledge adventure,,19.99,jumpstart advanced 1st grade v2 .0,jumpstart,knowledge adventure,v2.0,unknown,education,False,unknown,jumpstart advanced 1st grade,jumpstart,unknown,unknown,advanced,education,False,unknown,
4049,0,punch ! home design architectural series 4000 v10,punch ! software,199.99,punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99,punch ! home design architectural series 4000 v10,home design,punch ! software,v10,unknown,education,False,unknown,punch ! home design architectural series 18,punch,punch software,18,home,design,False,unknown,
4050,0,adobe creative suite cs3 production premium,adobe,1699.0,adobe cs3 production premium upgrade,,822.99,creative suite cs3 production premium,creative suite,adobe,cs3,production premium,design,False,unknown,cs3 production premium,creative suite,adobe,cs3,production premium,design,True,unknown,
4051,1,palo alto business plan pro 2007,palo-alto-software,99.95,palo alto software bppx palo alto business plan 2007 pro complete product business planning 1 user complete product standard pc,,83.97,palo alto business plan pro 2007,business plan pro,palo-alto-software,2007,unknown,education,False,windows,palo alto business plan pro,business plan pro,palo alto software,2007,pro complete product standard,utility,False,pc,
4052,0,math missions : the amazing arcade adventure grades 3-5,scholastic,19.99,cluefinders 3rd grade adventures : mystery of mathra,,10.95,math missions : the amazing arcade adventure grades 3-5,math missions,scholastic,unknown,unknown,education,False,unknown,cluefinders 3rd grade adventures : mystery of mathra,cluefinders,unknown,unknown,unknown,education,False,unknown,
4053,1,mariner calc speadsheet ( mac ),mariner software,59.99,mariner calc spreadsheet software,,52.99,mariner calc spreadsheet,calc,mariner software,unknown,spreadsheet,utility,False,mac,mariner calc spreadsheet software,calc,mariner,unknown,spreadsheet software,utility,False,unknown,
4054,0,adobe creative suite cs3 production premium,adobe,1699.0,adobe creative suite 3 design standard complete package 1 user academic windows,,369.0,creative suite cs3 production premium,creative suite,adobe,cs3,production premium,design,False,unknown,creative suite 3 design standard,creative suite,adobe,cs3,standard,design,False,windows,
4055,0,adobe illustrator cs3 upgrade [ mac ],adobe,199.0,adobe premiere pro cs3 upgrade,,308.99,illustrator cs3,illustrator,adobe,cs3,upgrade,design,True,mac,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,
4056,0,instant immersion french deluxe 2.0,topics entertainment,49.99,nova print explosion deluxe 3.0,,46.99,instant immersion french deluxe 2.0,instant immersion,topics entertainment,2.0,deluxe,education,False,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,
4057,0,apple mac os x tiger 10.4.6 family pack ( mac ),apple computer,199.0,apple . mac 4.0 family pack ( new or renewal ),,145.99,mac os x tiger,mac os,apple computer,10.4.6,family pack,operating system,False,mac,. mac family pack,.mac,apple,4.0,family pack,utility,False,unknown,
4058,0,ilisten ( mac ),macspeech inc.,99.99,iwork '06 ( mac ) apple,,79.99,ilisten,ilisten,macspeech inc.,unknown,unknown,utility,False,mac,iwork '06,iwork,apple,06,unknown,education,False,mac,
4059,0,microsoft onenote 2007 upgrade,microsoft,79.95,microsoft ( r ) access 2007,,109.99,onenote 2007,onenote,microsoft,2007,unknown,office,True,windows,access 2007,access,microsoft,2007,unknown,office,False,windows,
4060,0,microspot interiors ( mac ),microspot ltd.,99.95,microsoft onenote 2007 ( pc ),,99.95,microspot interiors,interiors,microspot ltd.,unknown,unknown,education,False,mac,onenote 2007,onenote,microsoft,2007,unknown,office,False,windows,
4061,1,onone genuine fractals 5 full 1u,onone software,159.95,onone software inc. gfs-50211 genuine fractals 5 full 1u,,148.97,genuine fractals 5 full,genuine fractals,onone software,5,full,utility,False,unknown,genuine fractals 5 full,fractals,onone software inc.,full,unknown,utility,False,unknown,
4062,0,emc retrospect 7.5 professional for windows upgrade,dantz,,microsoft windows xp professional edition ( upgrade ),,199.99,emc retrospect 7.5 professional,retrospect,dantz,7.5,professional,utility,True,windows,windows xp professional edition,windows,microsoft,xp,professional,operating system,True,unknown,
4063,0,digital video and audio production book for vegas 7 + dvd,sony-pictures-digital-entertainment,49.35,sony vegas 7 + dvd production suite software full version video editing and dvd creation,,426.0,vegas 7,vegas,sony,7,unknown,utility,False,unknown,sony vegas 7,vegas,sony,7.0,full version,video editing,False,,
4064,0,printmaster 17 gold by encore software,encore software,30.66,encore software 10691 the print shop 22 sb cs by the print shop,,25.97,printmaster 17 gold,printmaster,encore software,17,gold,utility,False,,the print shop 22 sb cs,encore software,print shop,22 sb cs,cs,utility,False,unknown,
4065,0,instant immersion hawaiian audio,topics entertainment,,topics entertainment instant immersion german 2.0,,17.55,instant immersion hawaiian audio,instant immersion,topics entertainment,unknown,unknown,media,False,unknown,topics entertainment instant immersion german,topics,unknown,2.0,unknown,utility,False,unknown,
4066,0,reader rabbit learn to read phonics pre kindergarten,the learning company,9.99,reader rabbit reading learning system 2007,,12.95,reader rabbit learn to read phonics pre kindergarten,reader rabbit,the learning company,unknown,unknown,education,False,unknown,reader rabbit reading learning system,reader rabbit,unknown,2007,unknown,education,False,unknown,
4067,0,microsoft sql server developer edition 2005 cd/dvd,microsoft software,49.95,microsoft ( r ) office 2004 for mac student and teacher edition,,146.95,sql server developer edition 2005,sql server,microsoft,2005,developer,database,False,unknown,microsoft office 2004,office,microsoft (r),2004,student and teacher,office,False,mac,
4068,0,microsoft publisher 2007 version upgrade,microsoft,99.95,word mac 2004 upgrade microsoft d48-00488,,97.36,publisher 2007,publisher,microsoft,2007,unknown,office,True,windows,word mac 2004,word,microsoft,2004,unknown,office,True,mac,
4069,0,high school advantage 2008,encore,39.99,elementary advantage 2007,,12.95,high school advantage 2008,high school advantage,encore,2008,unknown,education,False,unknown,elementary advantage 2007,elementary,unknown,2007,advantage,office,False,unknown,
4070,0,adobe after effects cs3,adobe,999.0,adobe after effects ( v7 .0 ) pro mac up pro-pro adobe 12070227,,185.32,after effects cs3,after effects,adobe,cs3,unknown,design,False,unknown,after effects v7.0 pro,after effects,adobe,v7.0,pro,design,False,mac,
4071,0,sony sound effects series vol 1 through 10,sony-pictures-digital-entertainment,,sony media software discrete drums : vol .1 sony sound series,sony-media-software,24.91,sony sound effects series,sound effects series,sony,1 through 10,unknown,media,False,unknown,sony sound series discrete drums : vol .1,discrete drums,sony-media-software,vol.1,unknown,media,False,unknown,
4072,0,adobe premiere pro cs3,adobe,799.0,adobe premiere pro cs3 software with encore cs3 and onlocation cs3 ( windows only ) full version for macintosh,,723.95,premiere pro cs3,premiere,adobe,cs3,pro,video editing,False,unknown,premiere pro cs3,adobe premiere pro,adobe,cs3,full version,media,False,macintosh,
4073,0,adobe acrobat standard 8.0,adobe,449.99,adobe acrobat professional 7,,350.0,acrobat standard 8.0,acrobat,adobe,8.0,standard,utility,False,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,
4074,0,adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe illustrator cs3 for mac academic,adobe-education-box,199.99,dreamweaver cs3,dreamweaver,adobe,cs3,upgrade,design,True,mac,illustrator cs3,creative suite,adobe,cs3,academic,design,False,mac,
4075,0,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft,709.0,11105972 symantec backup exec 11d for windows small business server agent for windows sys,,320.66,windows small business server premium 2003 r2,small business server,microsoft,2003 r2,premium,operating system,True,windows,backup exec 11d,backup exec,symantec,11d,unknown,utility,False,windows,
4076,0,instant immersion translator deluxe 2.0,topics entertainment,49.99,topics entertainment instant immersion italian 2.0,,17.55,instant immersion translator deluxe,translator,topics entertainment,2.0,deluxe,education,False,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,
4077,0,crystal reports xi professional edition,business objects,495.0,37510 novabackup professional edition v. 7.5 upgrade license 1 user win,,25.06,crystal reports xi professional edition,crystal reports,business objects,xi,professional,utility,False,unknown,novabackup professional edition v. 7.5,novabackup,novatec,v. 7.5,professional,utility,True,win,
4078,0,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft,709.0,10759354 symantec backup exec 11d for windows small business server agent for windows sys,,260.63,windows small business server premium 2003 r2,windows small business server,microsoft,2003 r2,premium,operating system,True,windows,backup exec 11d,backup exec,symantec,11d,unknown,utility,False,windows,
4079,0,microsoft word 2004 upgrade ( mac ),microsoft,109.99,microsoft ( r ) mappoint ( r ) 2006,,249.99,word 2004,word,microsoft,2004,unknown,office,True,mac,mappoint 2006,mappoint,microsoft,2006,unknown,education,False,windows,
4080,0,registry mechanic by encore software,encore software,46.52,software,,621.99,registry mechanic,registry mechanic,encore software,unknown,unknown,utility,False,unknown,software,software,unknown,unknown,unknown,utility,False,unknown,
4081,0,broderbund printmaster platinum 16.0,encore software,39.99,print master platinum v17,,29.9,printmaster platinum,printmaster,encore software,16.0,platinum,design,False,unknown,print master platinum v17,print master,agisoft,v17,platinum,utility,False,unknown,
4082,0,microsoft sql server developer edition 2005 cd/dvd,microsoft software,49.95,microsoft ( r ) windows ( r ) xp home edition with sp2,,199.99,sql server developer edition 2005,sql server,microsoft software,2005,developer,database/operating system,False,windows,windows xp home edition,windows,microsoft,xp,home,operating system,False,windows,
4083,0,printmaster 17 platinum by encore software,encore software,39.99,corel intervideo dvd copy 5 platinum software for windows authoring software,,49.95,printmaster 17 platinum,printmaster,encore software,17,platinum,design,False,unknown,intervideo dvd copy 5 platinum,dvd copy,corel,5,platinum,utility,False,windows,
4084,0,adobe acrobat 7.0 professional,adobe,449.99,adobe acrobat v8 .0 professional for mac upsell from std-pro,,145.99,adobe acrobat 7.0 professional,acrobat,adobe,7.0,professional,utility,False,windows,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,
4085,0,zonealarm anti-spyware,zone labs,29.99,zone labs zonealarm pro,,30.17,zonealarm anti-spyware,zonealarm,zone labs,unknown,unknown,utility,False,unknown,zonealarm pro,zonealarm,zone labs,unknown,pro,utility,False,unknown,
4086,0,punch super home suite 3.0,punch ! software,49.99,punch software 38100 punch ! super home suite ( small box ),punch software,45.99,punch super home suite,punch super home suite,punch ! software,3.0,home,utility,False,unknown,38100 punch super home suite,punch software,punch,unknown,super home,utility,False,unknown,
4087,0,adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe premiere elements 3 and photoshop elements 5 software for windows consumer video editing software,,149.95,photoshop elements 4.0,photoshop,adobe,4.0,elements,design,False,mac,premiere elements 3 and photoshop elements 5,elements,adobe,"3, 5",unknown,media,False,windows,
4088,0,phonics success deluxe 2006 ( large box ),topics entertainment,49.99,middle school success deluxe 2008 ( pc/mac ) topics,,49.99,phonics success deluxe 2006,phonics success deluxe,topics entertainment,2006,deluxe (large box),education,False,unknown,middle school success deluxe 2008,middle school success,unknown,2008,deluxe,education,False,pc/mac,
4089,0,apple . mac 4.0 online service family pack,apple,179.95,apple . mac 4.0 1yr new or renewal internet service,,99.99,mac 4.0 online service family pack,mac,apple,4.0,online service family pack,utility,False,unknown,apple . mac 4.0,macintosh,apple,4.0,unknown,operating system,False,windows,
4090,0,retrospect 6.0 desktop mac upgrade,dantz,59.99,adobe photoshop cs3 for mac upgrade,,189.99,retrospect 6.0 desktop,retrospect,dantz,6.0,desktop,utility,True,mac,photoshop cs3,creative suite,adobe,cs3,for mac upgrade,design,True,mac,
4091,0,the printshop 20 professional publisher,broderbund,69.99,web easy ( r ) professional 6,,49.99,the printshop 20 professional publisher,printshop,broderbund,20,professional,utility,False,unknown,web easy (r) professional 6,web easy,unknown,6,professional,utility,False,unknown,
4092,0,instant immersion translator deluxe 2.0,topics entertainment,49.99,instant immers french dlx 2,,27.57,instant immersion translator deluxe,instant immersion translator,topics entertainment,2.0,deluxe,utility,False,unknown,instant immers french dlx,instant immers,unknown,dlx,french,unknown,False,unknown,
4093,0,adobe creative suite cs3 master collection upsell,adobe,1999.0,adobe cs3 web standard upsell,,819.99,creative suite cs3 master collection,creative suite,adobe,cs3,master collection,design,True,unknown,cs3 web standard,creative suite,adobe,cs3,standard,design,True,unknown,
4094,0,adobe premiere pro cs3 upgrade,adobe,299.0,filemaker pro 8.5 upgrade,,169.99,premiere pro cs3,premiere pro,adobe,cs3,upgrade,design,True,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,
