"id","label","left_title","right_title","left_authors","right_authors","left_venue","right_venue","left_year","right_year"
4278,0,"ensuring relaxed atomicity for flexible transactions in multidatabase systems sigmod conference 1994","schemasql - a language for interoperability in relational multi-database systems very large data bases","bharat k. bhargava , aidong zhang , marian h. nodine , omran a. bukhres","laks v. s. lakshmanan , fereidoon sadri , iyer n. subramanian","","","","1996"
4279,0,"query processing and optimization in oracle rdb","directv and oracle rdb : the challenge of vldb transaction processing william l. gettys international conference on management of data","gennady antoshenkov , mohamed ziauddin","","vldb j.","","1996","1995"
4280,0,"managing intervals efficiently in object-relational databases vldb 2000","optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner","thomas seidl , marco pötke , hans-peter kriegel","","","very large data bases","","1997"
4281,1,"a unified framework for enforcing multiple access control policies","a unified framework for enforcing multiple access control policies sushil jajodia , pierangela samarati , v. s. subrahmanian , eliza bertino 1997","v. s. subrahmanian , elisa bertino , pierangela samarati , sushil jajodia","","sigmod conference","international conference on management of data","1997",""
4282,0,"efficient and cost-effective techniques for browsing and indexing large video databases kien a. hua , jung-hwan oh sigmod conference","an efficient algorithm for mining association rules in large databases very large data bases","","ashoka savasere , edward omiecinski , shamkant b. navathe","","","2000","1995"
4283,1,"managing memory for real-time queries sigmod conference 1994","managing memory for real-time queries hwee hwa pang , michael j. carey , miron livny international conference on management of data 1994","miron livny , michael j. carey , hweehwa pang","","","","",""
4284,0,"wavecluster : a wavelet based clustering approach for spatial data in very large databases surojit chatterjee , gholamhosein sheikholeslami , aidong zhang vldb j.","clustering categorical data : an approach based on dynamical systems david gibson , jon m. kleinberg , prabhakar raghavan very large data bases","","","","","2000","1998"
4285,0,"query processing over object views of relational data vldb j.","accessing a relational database through an object-oriented database interface jack a. orenstein , d. n. kamber 1995","gustav fahl , tore risch","","","very large data bases","1997",""
4286,0,"semantic integration of environmental models for application to global information systems and decision-making d. scott mackay","semantic interoperability in global information systems acm sigmod record 1999","","a. m. ouksel , a. sheth","sigmod record","","1999",""
4287,0,"database systems - breaking out of the box abraham silberschatz , stanley b. zdonik sigmod record 1997","parallel database systems in the 1990 's michael j. carey 1994","","","","international conference on management of data","",""
4288,0,"the aditi deductive database system kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi 1994","a language based multidatabase system 1994","","eva k &#252; hn , thomas tschernko , konrad schwarz","vldb j.","international conference on management of data","",""
4289,0,"analysis of n-dimensional quadtrees using the hausdorff fractal dimension christos faloutsos , volker gaede","estimating the selectivity of spatial queries using the ` correlation ' fractal dimension alberto belussi , christos faloutsos very large data bases","","","vldb","","1996","1995"
4290,1,"report on the edbt '02 panel on scientific data integration sigmod record","report on the edbt '02 panel on scientific data integration omar boucelma , silvana castano , carole goble , vanja josifovski , zo &#233; lacroix , bertram lud &#228; scher 2002","carole a. goble , omar boucelma , silvana castano , vanja josifovski , zoé lacroix , bertram ludäscher","","","acm sigmod record","2002",""
4291,0,"petabyte databases dirk düllmann","peerdb : peering into personal databases 2003","","beng chin ooi , kian-lee tan , aoying zhou , chin hong goh , yingguang li , chu yee liau , bo ling , wee siong ng , yanfeng shu , xiaoyu wang , ming zhang","sigmod conference","international conference on management of data","1999",""
4292,1,"improving oltp data quality using data warehouse mechanisms matthias jarke , dirk lehmann , gunter michalk , guido blees , stefan striel , christoph quix 1999","improving oltp data quality using data warehouse mechanisms international conference on management of data 1999","","matthias jarke , christoph quix , guido blees , dirk lehmann , gunter michalk , stefan stierl","sigmod conference","","",""
4293,0,"schemasql - a language for interoperability in relational multi-database systems vldb","a system for watermarking relational databases","fereidoon sadri , laks v. s. lakshmanan , iyer n. subramanian","rakesh agrawal , peter j. haas , jerry kiernan","","international conference on management of data","1996","2003"
4294,0,"transactional information systems - book review marc h. scholl 2001","the sift information dissemination system acm transactions on database systems ( tods ) 1999","","tak w. yan , hector garcia-molina","sigmod record","","",""
4295,0,"semistructured und structured data in the web : going back and forth sigmod record","qursed : querying and reporting semistructured data international conference on management of data","paolo merialdo , giansalvatore mecca , paolo atzeni","yannis papakonstantinou , michalis petropoulos , vasilis vassalos","","","1997","2002"
4296,1,"querying structured text in an xml database h. v. jagadish , shurug al-khalifa , cong yu 2003","querying structured text in an xml database shurug al-khalifa , cong yu , h. v. jagadish international conference on management of data","","","sigmod conference","","","2003"
4297,0,"supply chain infrastructures : system integration and information sharing michael o. ball , louiqa raschid , meng ma , zhengying zhao 2002","image mining in iris : integrated retinal information system","","wynne hsu , mong li lee , kheng guan goh","sigmod record","international conference on management of data","","2000"
4298,0,"reminiscences on influential papers sigmod record","reminiscences on influential papers","james r. hamilton , limsoon wong , kenneth a. ross , laks v. s. lakshmanan","kenneth a. ross","","acm sigmod record","2001","2003"
4299,0,"database research at the university of oklahoma sigmod record 1999","database research at ut arlington sharma chakravarthy , alp aslandogan , ramez elmasri , leonidas fegaras , junghwan oh 2003","sirirut vanichayobon , leonard brown , ravi a. dirckze , sylvain guinepain , carlos sánchez , le gruenwald , brian summers","","","acm sigmod record","",""
4300,0,"a language based multidatabase system konrad schwarz , eva kühn , thomas tschernko sigmod conference 1994","schemasql - a language for interoperability in relational multi-database systems very large data bases","","laks v. s. lakshmanan , fereidoon sadri , iyer n. subramanian","","","","1996"
4301,0,"index configuration in object-oriented databases elisa bertino vldb j. 1994","versioning and configuration management in an object-oriented data model edward sciore the vldb journal -- the international journal on very large data bases 1994","","","","","",""
4302,1,"optimizing multiple dimensional queries simultaneously in multidimensional databases jeffrey xu yu , weifa liang , maria e. orlowska","optimizing multiple dimensional queries simultaneously in multidimensional databases weifa liang , maria e. orlowska , jeffrey x. yu","","","vldb j.","the vldb journal -- the international journal on very large data bases","2000","2000"
4303,0,"sideway value algebra for object-relational databases 2002","enhanced abstract data types in object-relational databases","z. meral özsoyoglu , gultekin özsoyoglu , abdullah al-hamdani , özgür ulusoy , selma ayse özel , ismail sengör altingövde","praveen seshadri","vldb","the vldb journal -- the international journal on very large data bases","","1998"
4304,0,"probview : a flexible probabilistic database system nicola leone , robert ross , laks v. s. lakshmanan , v. s. subrahmanian","metu interoperable database system acm sigmod record 1995","","a. dogac , c. dengi , e. kilic , g. ozhan , f. ozcan , s. nural , c. evrendilek , u. halici , b. arpinar , p. koksal , n. kesim , s. mancuhan","acm trans . database syst .","","1997",""
4305,0,"the aggregate data problem : a system for their definition and management sigmod record","bigsur : a system for the management of earth science data very large data bases 1995","leonardo tininini , antonia bezenchek , maurizio rafanelli","paul brown , michael stonebraker","","","1996",""
4306,0,"efficient approximation of optimization queries under parametric aggregation constraints","efficient mid-query re-optimization of sub-optimal query execution plans navin kabra , david j. dewitt","dimitrios gunopulos , nick koudas , divesh srivastava , michail vlachos , sudipto guha","","vldb","international conference on management of data","2003","1998"
4307,0,"an array-based algorithm for simultaneous multidimensional aggregates jeffrey f. naughton , yihong zhao , prasad deshpande 1997","optimizing multiple dimensional queries simultaneously in multidimensional databases weifa liang , maria e. orlowska , jeffrey x. yu","","","sigmod conference","the vldb journal -- the international journal on very large data bases","","2000"
4308,0,"report on the 1995 international workshop on temporal databases sigmod record","report on the 5th international workshop on knowledge representation meets databases ( krdb ' 98 ) 1998","arie segev , richard t. snodgrass , christian s. jensen","alex borgida , vinay k. chaudhri , martin staudt","","acm sigmod record","1995",""
4309,0,"protdb : probabilistic data in xml andrew nierman , h. v. jagadish vldb","probabilistic temporal databases , i : algebra alex dekhtyar , robert ross , v. s. subrahmanian acm transactions on database systems ( tods ) 2001","","","","","2002",""
4310,0,"semantics for update rule programs and implementations in a relational database management system louiqa raschid , jorge lobo acm trans . database syst .","semantic integrity support in sql :1999 and commercial ( object - ) relational database management systems the vldb journal -- the international journal on very large data bases 2001","","can t &#252; rker , michael gertz","","","1996",""
4311,0,"secure bufering in firm real-time database systems vldb j.","secure transaction processing in firm real-time database systems international conference on management of data 1997","jayant r. haritsa , binto george","binto george , jayant haritsa","","","2000",""
4312,0,"supporting top-k join queries in relational databases walid g. aref , ahmed k. elmagarmid , ihab f. ilyas vldb 2003","declarative updates of relational databases acm transactions on database systems ( tods )","","weidong chen","","","","1995"
4313,0,"potter 's wheel : an interactive data cleaning system joseph m. hellerstein , vijayshankar raman vldb","datamine-interactive rule discovery system international conference on management of data","","t. imielinski , a. virmani","","","2001","1995"
4314,1,"oodb indexing by class-division sridhar ramaswamy , paris c. kanellakis","oodb indexing by class-division sridhar ramaswamy , paris c. kanellakis international conference on management of data","","","sigmod conference","","1995","1995"
4315,0,"the aditi deductive database system kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi 1994","the mlpq/gis constraint database system peter revesz , rui chen , pradip kanjamala , yiming li , yuguo liu , yonghui wang international conference on management of data 2000","","","vldb j.","","",""
4316,0,"design and analysis of parametric query optimization algorithms vldb 1998","iterative dynamic programming : a new class of query optimization algorithms acm transactions on database systems ( tods ) 2000","sumit ganguly","donald kossmann , konrad stocker","","","",""
4317,0,"reminiscences on influential papers sigmod record","influential papers ken ross 2003","kenneth a. ross , beng chin ooi , frank neven","","","acm sigmod record","2003",""
4318,0,"extraction of object-oriented structures from existing relational databases","evaluating functional joins along nested reference sets in object-relational and object-oriented databases reinhard braumandl , jens clau &#223; en , alfons kemper","julia e. hodges , shekar ramanathan","","sigmod record","very large data bases","1997","1998"
4319,0,"parallel database systems in the 1990 's michael j. carey","analysis of locking behavior in three real database systems vigyan singhal , alan jay smith 1997","","","sigmod conference","the vldb journal -- the international journal on very large data bases","1994",""
4320,0,"carnot and infosleuth : database technology and the world wide web","accessing relational databases from the world wide web tam nguyen , v. srinivasan international conference on management of data","k. ong , christine tomlinson , darrell woelk , c. unnikrishnan , william bohrer , nigel jacobs","","sigmod conference","","1995","1996"
4321,0,"aggregate-query processing in data warehousing environments vldb","processing complex aggregate queries over data streams alin dobra , minos garofalakis , johannes gehrke , rajeev rastogi international conference on management of data","venky harinarayan , dallan quass , ashish gupta","","","","1995","2002"
4322,0,"effective timestamping in databases christian s. jensen , kristian torp , richard t. snodgrass vldb j. 2000","belief reasoning in mls deductive databases 1999","","hasan m. jamil","","international conference on management of data","",""
4323,0,"editor 's notes michael j. franklin sigmod record 2000","editorial","","richard snodgrass","","acm transactions on database systems ( tods )","","2001"
4324,0,"xmdvtool : visual interactive data exploration and trend discovery of high-dimensional data sets sigmod conference 2002","devise ( demo abstract ) : integrated querying and visual exploration of large datasets 1997","elke a. rundensteiner , punit r. doshi , jing yang , matthew o. ward","m. livny , r. ramakrishnan , k. beyer , g. chen , d. donjerkovic , s. lawande , j. myllymaki , k. wenger","","international conference on management of data","",""
4325,0,"the sr-tree : an index structure for high-dimensional nearest neighbor queries","high-dimensional index structures database support for next decade 's applications ( tutorial ) stefan berchtold , daniel a. keim 1998","norio katayama , shin ` ichi satoh","","sigmod conference","international conference on management of data","1997",""
4326,0,"discover : keyword search in relational databases 2002","a system for watermarking relational databases","vagelis hristidis , yannis papakonstantinou","rakesh agrawal , peter j. haas , jerry kiernan","vldb","international conference on management of data","","2003"
4327,0,"aquery : query language for ordered data , optimization techniques , and experiments alberto lerner , dennis shasha vldb 2003","optimization techniques for queries with expensive methods","","joseph m. hellerstein","","acm transactions on database systems ( tods )","","1998"
4328,0,"efficient progressive skyline computation pin-kwang eng , kian-lee tan , beng chin ooi vldb","space-efficient online computation of quantile summaries international conference on management of data 2001","","michael greenwald , sanjeev khanna","","","2001",""
4329,0,"eager aggregation and lazy aggregation weipeng p. yan , per-åke larson vldb 1995","online aggregation 1997","","joseph m. hellerstein , peter j. haas , helen j. wang","","international conference on management of data","",""
4330,0,"query optimization for xml","query optimization at the crossroads surajit chaudhuri","jason mchugh , jennifer widom","","vldb","international conference on management of data","1999","1997"
4331,0,"unisql/x unified relational and object-oriented database system won kim sigmod conference","description logics for semantic query optimization in object-oriented database systems domenico beneventano , sonia bergamaschi , claudio sartori acm transactions on database systems ( tods ) 2003","","","","","1994",""
4332,0,"engineering federated information systems : report of efis '99 workshop sigmod record 1999","report on second international workshop on advanced issues of e-commerce and web-based information systems kun-lung wu , philip s. yu acm sigmod record","fèlix saltor , uwe hohenstein , ralf-detlef kutsche , wilhelm hasselbring , gunter saake , stefan conrad , mark roantree","","","","","2000"
4333,1,"value-cognizant speculative concurrency control vldb 1995","value-cognizant speculative concurrency control azer bestavros , spyridon braoudakis 1995","azer bestavros , spyridon braoudakis","","","very large data bases","",""
4334,0,"quality-driven integration of heterogenous information systems vldb 1999","using semantic values to facilitate interoperability among heterogeneous information systems","johann christoph freytag , felix naumann , ulf leser","edward sciore , michael siegel , arnon rosenthal","","acm transactions on database systems ( tods )","","1994"
4335,1,"integrating mining with relational database systems : alternatives and implications","integrating association rule mining with relational database systems : alternatives and implications sunita sarawagi , shiby thomas , rakesh agrawal","shiby thomas , rakesh agrawal , sunita sarawagi","","sigmod conference","international conference on management of data","1998","1998"
4336,0,"index configuration in object-oriented databases elisa bertino vldb j. 1994","structures for manipulating proposed updates in object-oriented databases","","michael doherty , richard hull , mohammed rupawalla","","international conference on management of data","","1996"
4337,0,"querying multiple features of groups in relational databases 1996","quasi-cubes : exploiting approximations in multidimensional databases 1997","damianos chatziantoniou , kenneth a. ross","daniel barbar &#225; , mark sullivan","vldb","acm sigmod record","",""
4338,0,"theory of answering queries using views alon y. halevy 2000","answering queries with useful bindings chen li , edward chang acm transactions on database systems ( tods )","","","sigmod record","","","2001"
4339,0,"pattern matching and pattern discovery in scientific , program , and document databases kaizhong zhang , dennis shasha , jason tsong-li wang sigmod conference","combinatorial pattern discovery for scientific data : some preliminary results jason tsong-li wang , gung-wei chirn , thomas g. marr , bruce shapiro , dennis shasha , kaizhong zhang 1994","","","","international conference on management of data","1995",""
4340,1,"estimating compilation time of a query optimizer 2003","estimating compilation time of a query optimizer","dengfeng gao , eileen tien lin , jun rao , ihab f. ilyas , guy m. lohman","ihab f. ilyas , jun rao , guy lohman , dengfeng gao , eileen lin","sigmod conference","international conference on management of data","","2003"
4341,0,"multi-dimensional selectivity estimation using compressed histogram information 1999","adaptive selectivity estimation using query feedback chungmin melvin chen , nick roussopoulos international conference on management of data","deok-hwan kim , ju-hong lee , chin-wan chung","","sigmod conference","","","1994"
4342,0,"guest editorial yannis e. ioannidis , raghu ramakrishnan , philip a. bernstein vldb j. 2003","guest editor 's introduction acm sigmod record 2003","","karl aberer","","","",""
4343,0,"fast evaluation techniques for complex similarity queries michael mlivoncic , roger weber , klemens böhm , hans-jörg schek","a performance evaluation of oid mapping techniques andr &#233; eickler , carsten andreas gerlhof , donald kossmann very large data bases","","","vldb","","2001","1995"
4344,0,"aurora : a data stream management system nesime tatbul , daniel j. abadi , c. erwin , anurag maskey , mitch cherniack , alex rasin , christian convey , a. singer , eduardo f. galvez , r. yan , ugur çetintemel , ying xing , stanley b. zdonik , michael stonebraker , donald carney , m. hatoun","agflow : agent-based cross-enterprise workflow management system very large data bases","","liangzhao zeng , boualem benatallah , phuong nguyen , anne h. h. ngu","sigmod conference","","2003","2001"
4345,1,"the persistent cache : improving oid indexing in temporal object-oriented database systems kjetil nørvåg vldb 1999","the persistent cache : improving oid indexing in temporal object-oriented database systems very large data bases 1999","","kjetil n &#248; rv &#229; g","","","",""
4346,0,"aurora : a data stream management system nesime tatbul , daniel j. abadi , c. erwin , anurag maskey , mitch cherniack , alex rasin , christian convey , a. singer , eduardo f. galvez , r. yan , ugur çetintemel , ying xing , stanley b. zdonik , michael stonebraker , donald carney , m. hatoun","data grid management systems 2003","","arun jagatheesan , arcot rajasekar","sigmod conference","international conference on management of data","2003",""
4347,1,"flowback : providing backward recovery for workflow systems maria e. orlowska , ralf mühlberger , bartek kiepuszewski sigmod conference","flowback : providing backward recovery for workflow management systems bartek kiepuszewski , ralf muhlberger , maria e. orlowska 1998","","","","international conference on management of data","1998",""
4348,0,"dwms : data warehouse management system narendra mohan","tigukat : a uniform behavioral objectbase management system m. tamer &#214; zsu , randal peters , duane szafron , boman irani , anna lipka , adriana mu &#241; oz 1995","","","vldb","the vldb journal -- the international journal on very large data bases","1996",""
4349,0,"describing and using query capabilities of heterogeneous sources vldb","querying heterogeneous information sources using source descriptions very large data bases 1996","yannis papakonstantinou , vasilis vassalos","alon y. levy , anand rajaraman , joann j. ordille","","","1997",""
4350,0,"accessing relational databases from the world wide web sigmod conference","accessing a relational database through an object-oriented database interface jack a. orenstein , d. n. kamber 1995","tam nguyen , v. srinivasan","","","very large data bases","1996",""
4351,1,"heuristic and randomized optimization for the join ordering problem guido moerkotte , michael steinbrunn , alfons kemper 1997","heuristic and randomized optimization for the join ordering problem michael steinbrunn , guido moerkotte , alfons kemper","","","vldb j.","the vldb journal -- the international journal on very large data bases","","1997"
4352,0,"temporal database system implementations michael h. böhlen 1995","coalescing in temporal databases","","michael h. b &#246; hlen , richard thomas snodgrass , michael d. soo","sigmod record","very large data bases","","1996"
4353,1,"quality of service in multimedia digital libraries elisa bertino , ahmed k. elmagarmid , mohand-said hacid sigmod record","quality of service in multimedia digital libraries","","elisa bertino , ahmed k. elmagarmid , mohand-sa &#239; d hacid","","acm sigmod record","2001","2001"
4354,0,"very large databases in a commercial application environment vldb 1996","very large databases : how large , how different ? david vaskevitch very large data bases","karl-heinz hess","","","","","1995"
4355,0,"approximate query processing using wavelets vldb j.","aggregate-query processing in data warehousing environments ashish gupta , venky harinarayan , dallan quass very large data bases","rajeev rastogi , minos n. garofalakis , kyuseok shim , kaushik chakrabarti","","","","2001","1995"
4356,0,"designing wrapper components for e-services in integrating heterogeneous systems vldb j.","quality-driven integration of heterogenous information systems","barbara pernici , massimo mecella","felix naumann , ulf leser , johann christoph freytag","","very large data bases","2001","1999"
4357,0,"sql query optimization : reordering for a general class of queries sigmod conference","the onion technique : indexing for linear optimization queries yuan-chi chang , lawrence bergman , vittorio castelli , chung-sheng li , ming-ling lo , john r. smith 2000","piyush goel , balakrishna r. iyer","","","international conference on management of data","1996",""
4358,0,"rainbow : multi-xquery optimization using materialized xml views brian murphy , elke a. rundensteiner , bradford pielech , maged el-sayed , mukesh mulchandani , luping ding , katica dimitrova , ling wang , xin zhang 2003","query optimization for xml very large data bases 1999","","jason mchugh , jennifer widom","sigmod conference","","",""
4359,0,"extraction of object-oriented structures from existing relational databases","hyperstorm-administering structured documents using object-oriented database technology international conference on management of data 1996","julia e. hodges , shekar ramanathan","klemens b &#246; hm , karl aberer","sigmod record","","1997",""
4360,0,"the trigs active object-oriented database system - an overview gerti kappel , werner retschitzegger 1998","query unnesting in object-oriented databases international conference on management of data","","leonidas fegaras","sigmod record","","","1998"
4361,0,"predator : an or-dbms with enhanced data types praveen seshadri , mark paskin","the case for enhanced abstract data types praveen seshadri , miron livny , raghu ramakrishnan very large data bases 1997","","","sigmod conference","","1997",""
4362,0,"schema and database evolution in the o2 object database system fabrizio ferrandina , guy ferran , thorsten meyer , roberto zicari , joëlle madec","object database evolution using separation of concerns acm sigmod record 2000","","awais rashid , peter sawyer","vldb","","1995",""
4363,0,"dbcache : middle-tier database caching for highly scalable e-business architectures c. mohan , sailesh krishnamurthy , mehmet altinel , christof bornhövd , hamid pirahesh , berthold reinwald sigmod conference","a predicate-based caching scheme for client-server database architectures 1996","","arthur m. keller , julie basu","","the vldb journal -- the international journal on very large data bases","2003",""
4364,0,"query unnesting in object-oriented databases leonidas fegaras 1998","repositories and object oriented databases","","philip a. bernstein","sigmod conference","acm sigmod record","","1998"
4365,1,"spatial joins using seeded trees","spatial joins using seeded trees international conference on management of data 1994","chinya v. ravishankar , ming-ling lo","ming-ling lo , chinya v. ravishankar","sigmod conference","","1994",""
4366,0,"garbage collection in object oriented databases using transactional cyclic reference counting s. sudarshan , prasan roy , abraham silberschatz , s. seshadri , srinivas ashwin","index configuration in object-oriented databases","","elisa bertino","vldb","the vldb journal -- the international journal on very large data bases","1997","1994"
4367,1,"implementation of sql3 structured types with inheritance and value substitutability nelson mendonça mattos , serge rielau , bruce g. lindsay , stefan deßloch , you-chin fuh , brian t. tran , danko mannhaupt , linda demichel , weidong chen","implementation of sql3 structured types with inheritance and value substitutability very large data bases","","you-chin fuh , stefan de &#223; loch , weidong chen , nelson mendon &#231; a mattos , brian t. tran , bruce g. lindsay , linda demichel , serge rielau , danko mannhaupt","vldb","","1999","1999"
4368,0,"lopix : a system for xml data integration and manipulation wolfgang may 2001","semint : a system prototype for semantic integration in heterogeneous databases international conference on management of data 1995","","wen-syan li , chris clifton","vldb","","",""
4369,0,"index-driven similarity search in metric spaces acm trans . database syst . 2003","efficient geometry-based similarity search of 3d spatial databases","gísli r. hjaltason , hanan samet","daniel a. keim","","international conference on management of data","","1999"
4370,0,"the network is the database : data management for highly distributed systems sigmod conference","tribeca : a stream database manager for network traffic analysis mark sullivan very large data bases","michael j. wynblatt , julio c. navas","","","","2001","1996"
4371,0,"a logical foundation for deductive object-oriented databases mengchi liu , tok wang ling , gillian dobbie acm trans . database syst . 2002","query unnesting in object-oriented databases international conference on management of data","","leonidas fegaras","","","","1998"
4372,0,"xquery : a query language for xml donald d. chamberlin 2003","a hypertext query language for images","","li yang","sigmod conference","acm sigmod record","","1994"
4373,0,"bluetooth-based sensor networks philippe bonnet , allan beaufour , mads bondo dydensborg , martin leopold 2003","databases for networks international conference on management of data","","h. v. jagadish","sigmod record","","","1994"
4374,0,"fast algorithms for maintaining replica consistency in lazy master replicated databases 1999","update propagation strategies to improve freshness in lazy master replicated databases","eric simon , esther pacitti , pascale minet","esther pacitti , eric simon","vldb","the vldb journal -- the international journal on very large data bases","","2000"
4375,0,"reminiscences on influential papers gerhard weikum , alon y. levy , divesh srivastava , eric simon , patrick e. o'neil , victor vianu , kenneth a. ross , christos faloutsos sigmod record","influential papers","","ken ross","","acm sigmod record","2000","2002"
4376,0,"champagne : data change propagation for heterogeneous information systems holger meinecke , uwe heinkel , ralf rantzau , carmen constantinescu","challenges for global information systems alon y. levy , abraham silberschatz , divesh srivastava , maria zemankova 1994","","","vldb","very large data bases","2002",""
4377,1,"on-line reorganization in object databases sigmod conference 2000","on-line reorganization in object databases mohana k. lakhamraju , rajeev rastogi , s. seshadri , s. sudarshan international conference on management of data","s. sudarshan , rajeev rastogi , s. seshadri , mohana krishna lakhamraju","","","","","2000"
4378,0,"coalescing in temporal databases michael d. soo , richard t. snodgrass , michael h. böhlen vldb","time-parameterized queries in spatio-temporal databases yufei tao , dimitris papadias international conference on management of data","","","","","1996","2002"
4379,0,"going public : open-source databases and database research philippe bonnet 2002","predator : a resource for database research acm sigmod record 1998","","praveen seshadri","sigmod conference","","",""
4380,0,"on periodic resource scheduling for continuous-media databases minos n. garofalakis , banu özden , abraham silberschatz","real-time database - similarity and resource scheduling tei-wei kuo , aloysius k. mok","","","vldb j.","acm sigmod record","1998","1996"
4381,0,"critical database technologies for high energy physics 1997","virtual database technology ashish gupta , venky harinarayan , anand rajaraman 1997","david m. malon , edward n. may","","vldb","acm sigmod record","",""
4382,0,"reminiscences on influential papers theodore johnson , amr el abbadi , richard t. snodgrass , kenneth a. ross 2002","influential papers","","ken ross","sigmod record","acm sigmod record","","2002"
4383,0,"index concurrency control in firm real-time database systems vldb 1995","secure transaction processing in firm real-time database systems international conference on management of data 1997","brajesh goyal , s. seshadri , v. srinivasan , jayant r. haritsa","binto george , jayant haritsa","","","",""
4384,0,"explaining differences in multidimensional aggregates sunita sarawagi vldb","an array-based algorithm for simultaneous multidimensional aggregates","","yihong zhao , prasad m. deshpande , jeffrey f. naughton","","international conference on management of data","1999","1997"
4385,1,"sql/med - a status report jan-eike michels , peter m. schwarz , krishna g. kulkarni , vanja josifovski , jim melton sigmod record","sql/med : a status report 2002","","jim melton , jan eike michels , vanja josifovski , krishna kulkarni , peter schwarz","","acm sigmod record","2002",""
4386,0,"integrating reliable memory in databases peter m. chen , wee teck ng","integrating temporal , real-time , an active databases","","krithi ramamritham , raju sivasankaran , john a. stankovic , don t. towsley , ming xiong","vldb j.","acm sigmod record","1998","1996"
4387,0,"generic database cost models for hierarchical memory systems peter a. boncz , martin l. kersten , stefan manegold vldb 2002","data page layouts for relational databases on deep memory hierarchies anastassia ailamaki , david j. dewitt , mark d. hill the vldb journal -- the international journal on very large data bases 2002","","","","","",""
4388,0,"report on the 1995 international workshop on temporal databases sigmod record","coalescing in temporal databases","arie segev , richard t. snodgrass , christian s. jensen","michael h. b &#246; hlen , richard thomas snodgrass , michael d. soo","","very large data bases","1995","1996"
4389,0,"a system for watermarking relational databases peter j. haas , rakesh agrawal , jerry kiernan sigmod conference","a foundation for multi-dimensional databases marc gyssens , laks v. s. lakshmanan","","","","very large data bases","2003","1997"
4390,1,"semantic assumptions and query evaluation in temporal databases","semantic assumptions and query evaluation in temporal databases international conference on management of data","sushil jajodia , xiaoyang sean wang , elisa bertino , claudio bettini","claudio bettini , x. sean wang , elisa bertino , sushil jajodia","sigmod conference","","1995","1995"
4391,1,"database in crisis and transition : a technical agenda for the year 2001 sigmod conference","database in crisis and transition : a technical agenda for the year 2001 david vaskevitch","david vaskevitch","","","international conference on management of data","1994","1994"
4392,0,"querying a multilevel database : a logical analysis","query by diagram : a graphical environment for querying databases international conference on management of data","frédéric cuppens","tiziana catarci , giuseppe santucci","vldb","","1996","1994"
4393,0,"the ecobase project : database and web technologies for environmental information systems 2001","amicalola report : database and information systems research challenges and opportunities in semantic web and enterprises amit sheth , robert meersman acm sigmod record","asterio k. tanaka , patrick valduriez","","sigmod record","","","2002"
4394,1,"incremental computation of nested relational query expressions acm trans . database syst . 1995","incremental computation of nested relational query expressions acm transactions on database systems ( tods )","leo mark , lars bækgaard","lars baekgaard , leo mark","","","","1995"
4395,0,"extraction of object-oriented structures from existing relational databases","the hcc-tree : an efficient index structure for object oriented databases b. sreenath , s. seshadri 1994","julia e. hodges , shekar ramanathan","","sigmod record","very large data bases","1997",""
4396,0,"open object database management systems josé a. blakeley","lore : a database management system for semistructured data jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom acm sigmod record","","","sigmod conference","","1994","1997"
4397,0,"locating data sources in large distributed systems vldb","the demarcation protocol : a technique for maintaining constraints in distributed database systems daniel barbar &#225; - mill &#225; , hector garcia-molina the vldb journal -- the international journal on very large data bases","david j. dewitt , leonidas galanis , shawn r. jeffery , yuan wang","","","","2003","1994"
4398,0,"similarity query processing using disk arrays apostolos papadopoulos , yannis manolopoulos sigmod conference 1998","query processing techniques for arrays arunprasad p. marathe , kenneth salem","","","","the vldb journal -- the international journal on very large data bases","","2002"
4399,0,"duplicate removal in information system dissemination tak w. yan , hector garcia-molina vldb 1995","image mining in iris : integrated retinal information system","","wynne hsu , mong li lee , kheng guan goh","","international conference on management of data","","2000"
4400,0,"optimizing the secure evaluation of twig queries vldb","optimizing queries on files mariano p. consens , tova milo international conference on management of data","sihem amer-yahia , divesh srivastava , sungran cho , laks v. s. lakshmanan","","","","2002","1994"
4401,1,"logical and physical versioning in main memory databases s. seshadri , rajeev rastogi , abraham silberschatz , philip bohannon , dennis w. leinbaugh , s. sudarshan vldb 1997","logical and physical versioning in main memory databases rajeev rastogi , s. seshadri , philip bohannon , dennis w. leinbaugh , abraham silberschatz , s. sudarshan very large data bases","","","","","","1997"
4402,0,"the algres testbed of chimera : an active object-oriented database system giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali","the wasa2 object-oriented workflow management system 1999","","gottfried vossen , mathias weske","sigmod conference","international conference on management of data","1995",""
4403,1,"time-parameterized queries in spatio-temporal databases","time-parameterized queries in spatio-temporal databases yufei tao , dimitris papadias international conference on management of data","dimitris papadias , yufei tao","","sigmod conference","","2002","2002"
