id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year,left_vldb,right_vldb
3472,0,disima : a distributed and interoperable image database system sigmod conference,"Vincent Oria, Benjamin Bin Yao, Shu Lin, Paul Iglinski, M. Tamer Özsu",SIGMOD Conference,2000,mariposa : a wide-area distributed database system,"Michael Stonebraker, Paul M. Aoki, Witold Litwin, Avi Pfeffer, Adam Sah, Jeff Sidell, Carl Staelin, Andrew Yu",VLDB Journal,1996,VAL -,VLDB Journal
3473,0,"strudel : a web-site management system alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu",VAL -,SIGMOD Conference,1997,"tigukat : a uniform behavioral objectbase management system m. tamer &#214; zsu , randal peters , duane szafron , boman irani , anna lipka , adriana mu &#241; oz",VAL -,VLDB Journal,1995,VAL -,VLDB Journal
3474,0,Accessing Relational Databases from the World Wide Web SIGMOD Conference,"Tam Nguyen, V. Srinivasan",VAL -,1996,Declarative Updates of Relational Databases ACM Transactions on Database Systems (TODS),Weidong Chen,VAL -,1995,VAL -,VAL -
3475,0,semantic assumptions and query evaluation in temporal databases,"Sushil Jajodia, Xiaoyang Sean Wang, Elisa Bertino, Claudio Bettini",SIGMOD Conference,1995,"Time-Parameterized Queries in Spatio-Temporal Databases Yufei Tao , Dimitris Papadias International Conference on Management of Data",VAL -,VAL -,2002,,
3476,0,the design and implementation of k : a high-level knowledge-base programming language,"Osam * . KBMS Stanley Y. W. Su , Javier Arroyo , Herman Lam , Yuh-Ming Shyy",VLDB Journal,1996,design and implementation of advanced knowledge processing in the kbms krisys,"J. Thomas , S. de é Loch , N. Mattos",SIGMOD Conference,VAL -,,
3477,0,Optimizing queries over multimedia repositories SIGMOD Conference,"Luis Gravano, Surajit Chaudhuri",SIGMOD Conference,VAL -,Optimizing queries on compressed bitmaps Very Large Data Bases,"Sihem Amer-Yahia, Theodore Johnson",Very Large Data Bases,2000,,
3478,0,"An Efficient Algorithm for Mining Association Rules in Large Databases Edward Omiecinski , Shamkant B. Navathe , Ashok Savasere","Edward Omiecinski, Shamkant B. Navathe, Ashok Savasere",VLDB,1995,Data Mining with Optimized Two-Dimensional Association Rules 2001,"Takeshi Fukuda , Yasuhiko Morimoto , Shimichi Morishita , Takeshi Tokuyama",ACM Transactions on Database Systems ( TODS ),VAL -,,
3479,0,"coloring away communication in parallel query optimization rajeev motwani , waqar hasan vldb 1995","Rajeev Motwani, Waqar Hasan",VAL -,1995,"parametric query optimization yannis e. ioannidis , raymond t. ng , kyuseok shim , timos k. sellis the vldb journal -- the international journal on very large data bases","Yannis E. Ioannidis, Raymond T. Ng, Kyuseok Shim, Timos K. Sellis",VLDB Journal,1997,VAL -,VLDB Journal
3480,0,index nesting - an efficient approach to indexing in object-oriented databases,"Jiawei Han, Beng Chin Ooi, Hongjun Lu, Kian-Lee Tan",VLDB Journal,1996,join index hierarchies for supporting efficient navigations in object-oriented databases,"Zhaohui Xie, Jiawei Han",VLDB,VAL -,VLDB,VLDB
3481,0,efficient and extensible algorithms for multi query optimization,"S. Sudarshan, Siddhesh Bhobe, S. Seshadri, Prasan Roy",SIGMOD Conference,2000,efficient algorithms for minimizing tree pattern queries,Prakash Ramanan,International Conference on Management of Data,2002,VAL -,VAL -
3482,0,call for book reviews 2003,Karl Aberer,SIGMOD Record,2003,book reviews karl aberer acm sigmod record 2002,VAL -,VAL -,VAL -,VAL -,VAL -
3483,0,Revisiting commit processing in distributed database systems,"Krithi Ramamritham, Jayant R. Haritsa, Ramesh Gupta",SIGMOD Conference,1997,The Demarcation Protocol: A Technique for Maintaining Constraints in Distributed Database Systems,"Daniel Barbará - Millá, Hector Garcia-Molina",VLDB Journal,1994,,
3484,0,the a-tree : an index structure for high-dimensional spaces using relative approximation,"masatoshi yoshikawa , shunsuke uemura , yasushi sakurai , haruhiko kojima",VLDB,2000,"re-tree : an efficient index structure for regular expressions chee-yong chan , minos garofalakis , rajeev rastogi 2003",VAL -,VLDB Journal,VAL -,,
3485,1,neurorule : a connectionist approach to data mining,"Hongjun Lu, Huan Liu, Rudy Setiono",VAL -,1995,neurorule : a connectionist approach to data mining Very Large Data Bases 1995,"Hongjun Lu, Rudy Setiono, Huan Liu",VAL -,VAL -,VAL -,VLDB
3486,1,"Semantic caching of web queries Boris Chidlovskii , Uwe M. Borghoff","Boris Chidlovskii, Uwe M. Borghoff",VAL -,2000,"Semantic caching of web queries Boris Chidlovskii , Uwe M. Borghoff The VLDB Journal -- The International Journal on Very Large Data Bases","Boris Chidlovskii, Uwe M. Borghoff",VLDB Journal,VAL -,VAL -,VLDB
3487,0,graphical interaction with heterogeneous databases,"Tiziana Catarci , John Cardiff , Giuseppe Santucci",VLDB,1997,heterogeneous database query optimization in db2 universal datajoiner,"Shivakumar Venkataraman , Tian Zhang",Very Large Data Bases,VAL -,VLDB,VAL -
3488,0,re-tree : an efficient index structure for regular expressions,"Chee Yong Chan, Minos N. Garofalakis, Rajeev Rastogi",VLDB,2003,The A-Tree : An Index Structure for High-Dimensional Spaces Using Relative Approximation,"Yasushi Sakurai, Masatoshi Yoshikawa, Shunsuke Uemura, Haruhiko Kojima",Very Large Data Bases,2000,,
3489,0,dataguides : enabling query formulation and optimization in semistructured databases,"roy goldman , jennifer widom",VAL -,1997,querying structured text in an xml database,"shurug al-khalifa , cong yu , h. v. jagadish",SIGMOD Conference,2003,VLDB,VAL -
3490,0,Logical and Physical Versioning in Main Memory Databases,"S. Seshadri, Rajeev Rastogi, Abraham Silberschatz, Philip Bohannon, Dennis W. Leinbaugh, S. Sudarshan",VLDB,1997,Integrating Reliable Memory in Databases,"Wee Teck Ng, Peter M. Chen",Very Large Data Bases,1997,VLDB,VLDB
3491,1,"performance measurements of tertiary storage devices ethan l. miller , theodore johnson",VAL -,VLDB,1998,"performance measurements of tertiary storage devices theodore johnson , ethan l. miller very large data bases",VAL -,VAL -,1998,VLDB,VLDB
3492,1,rainbow : distributed database system for classroom education and experimental research,"abdelsalam helal, hua li",VAL -,2000,rainbow : distributed database system for classroom education and experimental research 2000,"abdelsalam helal, hua li",VLDB,VAL -,VAL -,VLDB
3493,0,extracting entity profiles from semistructured information spaces,"Robert A. Nado, Scott B. Huffman",SIGMOD Record,1997,nodose-a tool for semi-automatically extracting structured and semistructured data from text documents,Brad Adelberg,International Conference on Management of Data,1998,,
3494,0,query unnesting in object-oriented databases leonidas fegaras,VAL -,SIGMOD Conference,VAL -,extraction of object-oriented structures from existing relational databases acm sigmod record,"Shekar Ramanathan, Julia Hodges",ACM SIGMOD Record,1997,VAL -,VAL -
3495,0,Materialized View Selection for Multidimensional Datasets,"Jeffrey F. Naughton, Amit Shukla, Prasad Deshpande",VLDB,VAL -,"OLAP, Relational, and Multidimensional Database Systems ACM SIGMOD Record",George Colliat,ACM SIGMOD Record,1996,,
3496,0,Semantic Heterogeneity Resolution in Federated Databases by Metadata Implantation and Stepwise Evolution,"Dennis McLeod, Goksel Aslan",VAL -,1999,Automated Resolution of Semantic Heterogeneity in Multidatabases ACM Transactions on Database Systems (TODS),"M. W. Bright, A. R. Hurson, S. Pakzad",VAL -,1994,VAL -,VAL -
3497,0,space-efficient online computation of quantile summaries,"Sanjeev Khanna , Michael Greenwald",SIGMOD Conference,2001,Random Sampling Techniques for Space Efficient Online Computation of Order Statistics of Large Datasets International Conference on Management of Data,"Gurmeet Singh Manku , Sridhar Rajagopalan , Bruce G. Lindsay",VAL -,1999,VAL -,VAL -
3498,0,a database model for object dynamics,"mike p. papazoglou , bernd j. krämer",VAL -,VAL -,erratum-a database model for object dynamics,VAL -,VLDB Journal,1997,,
3499,0,"algorithms for mining association rules for binary segmentations of huge categorical databases kunikazu yoda , hirofumi matsuzawa , takeshi tokuyama , yasuhiko morimoto , takeshi fukuda","Kunikazu Yoda, Hirofumi Matsuzawa, Takeshi Tokuyama, Yasuhiko Morimoto, Takeshi Fukuda",VLDB,1998,sampling large databases for association rules very large data bases,Hannu Toivonen,VAL -,VAL -,,
3500,0,Foundations of Preferences in Database Systems,VAL -,VLDB,2002,Parallel Database Systems in the 1990's,VAL -,SIGMOD Conference,1994,VLDB,VAL -
3501,1,"roadrunner : automatic data extraction from data-intensive web sites giansalvatore mecca , valter crescenzi , paolo merialdo sigmod conference",VAL -,SIGMOD Conference,2002,roadrunner : automatic data extraction from data-intensive web sites international conference on management of data 2002,"valter crescenzi , giansalvatore mecca , paolo merialdo",International Conference on Management of Data,VAL -,VAL -,VLDB
3502,0,a performance evaluation of oid mapping techniques,"andré eickler , carsten andreas gerlhof , donald kossmann",VLDB,VAL -,the design and performance evaluation of alternative xml storage strategies acm sigmod record,"feng tian , david j. dewitt , jianjun chen , chun zhang",ACM SIGMOD Record,VAL -,,
3503,0,scheduling for shared window joins over data streams,"Michael J. Franklin , Moustafa A. Hammad , Ahmed K. Elmagarmid , Walid G. Aref",VLDB,2003,Continuous Queries Over Data Streams,"Shivnath Babu , Jennifer Widom",ACM SIGMOD Record,VAL -,VLDB,VAL -
3504,1,"is gui programming a database research problem ? ravi krishnamurthy , charles hoch , nita goyal , michael suckow , brian meckler SIGMOD Conference","Ravi Krishnamurthy, Charles Hoch, Nita Goyal, Michael Suckow, Brian Meckler",SIGMOD Conference,1996,"is gui programming a database research problem ? nita goyal , charles hoch , ravi krishnamurthy , brian meckler , michael suckow 1996","Nita Goyal, Charles Hoch, Ravi Krishnamurthy, Brian Meckler, Michael Suckow",International Conference on Management of Data,VAL -,,
3505,0,automation in information extraction and data integration,Sunita Sarawagi,VLDB Journal,2002,Data Extraction and Transformation for the Data Warehouse,Case Squire,SIGMOD Conference,VAL -,VLDB Journal,VAL -
3506,0,An Introduction to Spatial Database Systems,Ralf Hartmut Guting,VLDB Journal,1994,Implementation of Magic-Sets in a Relational Database System,"Inderpal Singh Mumick, Hamid Pirahesh",SIGMOD Conference,1994,VLDB Journal,VAL -
3507,0,probabilistic optimization of top n queries,"Donko Donjerkovic, Raghu Ramakrishnan",VLDB,1999,"probabilistic object bases Thomas Eiter , James J. Lu , Thomas Lukasiewicz , V. S. Subrahmanian ACM Transactions on Database Systems ( TODS )",VAL -,VAL -,2001,VAL -,VAL -
3508,0,user-adaptive exploration of multidimensional data,Sunita Sarawagi,VLDB,VAL -,User-Cognizant Multidimensional Analysis,Sunita Sarawagi,VLDB Journal,2001,,
3509,0,The Ores Temporal Database Management System,"Babis Theodoulidis, George Karvelis, Jayant Chaudhary, Aziz Ait-Braham, Simon Sou, George Andrianopoulos",SIGMOD Conference,1994,The Network is the Database: Data Management for Highly Distributed Systems,"Julio C. Navas, Michael Wynblatt",International Conference on Management of Data,2001,VAL -,VAL -
3510,0,"object-relational database systems : principles , products , and challenges ( tutorial )","michael j. carey, anil nori, nelson mendonça mattos",SIGMOD Conference,1997,cost estimation of user-defined methods in object-relational database systems 1999,"jihad boulos, kinji ono",ACM SIGMOD Record,VAL -,,
3511,0,reminiscences on influential papers sigmod record,"james r. hamilton , limsoon wong , kenneth a. ross , laks v. s. lakshmanan",VAL -,2001,reminiscences on influential papers acm sigmod record,kenneth a. ross,VAL -,2000,,
3512,1,static analysis techniques for predicting the behavior of active database rules,"Alexander Aiken, Jennifer Widom, Joseph M. Hellerstein",ACM Trans. Database Syst.,1995,"Static Analysis Techniques for Predicting the Behavior of Active Database Rules Alexander Aiken , Joseph M. Hellerstein , Jennifer Widom 1995",VAL -,ACM Trans. on Database Systems (TODS),VAL -,,
3513,0,"reminiscences on influential papers z. meral özsoyoglu , philip s. yu , nick roussopoulos , krithi ramamritham , alberto o. mendelzon , richard t. snodgrass , laura m. haas , jennifer widom , jan paredaens sigmod record","Z. Meral Özsoyoglu, Philip S. Yu, Nick Roussopoulos, Krithi Ramamritham, Alberto O. Mendelzon, Richard T. Snodgrass, Laura M. Haas, Jennifer Widom, Jan Paredaens",ACM SIGMOD Record,1998,reminiscences on influential papers 2001,Kenneth A. Ross,ACM SIGMOD Record,VAL -,,
3514,0,closest pair queries in spatial databases,"Yannis Theodoridis , Yannis Manolopoulos , Antonio Corral , Michael Vassilakopoulos",SIGMOD Conference,VAL -,Time-Parameterized Queries in Spatio-Temporal Databases,"Yufei Tao , Dimitris Papadias",International Conference on Management of Data,2002,,
3515,0,opt + + : an object-oriented implementation for extensible database query optimization,"David J. Dewitt, Navin Kabra",VLDB Journal,1999,Query Unnesting in Object-Oriented Databases,Leonidas Fegaras,SIGMOD Conference,1998,VLDB Journal,VAL -
3516,0,active views for electronic commerce,"Laurent Mignet , Serge Abiteboul , Tova Milo , Adi Eyal , Bernd Amann , Sophie Cluet",VLDB,1999,business data management for business-to-business electronic commerce,"Christoph Quix , Mareike Schoop , Manfred Jeusfeld",ACM SIGMOD Record,2002,VLDB,VAL -
3517,0,dalí : a high performance main memory storage manager,"Sudarshan, H. V. Jagadish, Rajeev Rastogi, Abraham Silberschatz, Daniel F. Lieuwen",VAL -,1994,Datablitz Storage Manager : Main-Memory Database Performance for Critical Applications,"Baulier, P. Bohannon, S. Gogate, C. Gupta, S. Haldar",SIGMOD Conference,1999,VLDB,VAL -
3518,0,The Impact of Global Clustering on Spatial Database Systems,"Thomas Brinkhoff, Hans-Peter Kriegel",VLDB,VAL -,Special Issue on Spatial Database Systems H. J. Schek,VAL -,VLDB Journal,VAL -,,
3519,1,multi-dimensional clustering : a new data layout scheme in db2,"Bishwaranjan Bhattacharjee, Sriram Padmanabhan, Matthew Huras, Leslie Cranston, Timothy Malkemus",SIGMOD Conference,VAL -,multi-dimensional clustering : a new data layout scheme in db2 international conference on management of data,"Sriram Padmanabhan, Bishwaranjan Bhattacharjee, Tim Malkemus, Leslie Cranston, Matthew Huras",VAL -,2003,,
3520,0,"unql : a query language and algebra for semistructured data based on structural recursion mary f. fernandez , peter buneman , dan suciu vldb j. 2000",VAL -,VAL -,2000,query decomposition and view maintenance for query languages for unstructured data very large data bases,dan suciu,VAL -,1996,,
3521,0,probabilistic optimization of top n queries,"Donko Donjerkovic, Raghu Ramakrishnan",VLDB,1999,"Parametric Query Optimization Yannis E. Ioannidis , Raymond T. Ng , Kyuseok Shim , Timos K. Sellis The VLDB Journal -- The International Journal on Very Large Data Bases",VAL -,VLDB Journal,1997,VAL -,VLDB Journal
3522,0,reminiscences on influential papers richard t. snodgrass,VAL -,SIGMOD Record,1999,reminiscences on influential papers richard snodgrass acm sigmod record 1998,VAL -,VAL -,VAL -,,
3523,1,new standard for stored procedures in sql andrew eisenberg sigmod record,VAL -,SIGMOD Record,1996,new standard for stored procedures in sql andrew eisenberg acm sigmod record 1996,VAL -,ACM SIGMOD Record,VAL -,VAL -,VAL -
3524,0,efficient algorithms for processing xpath queries,"Reinhard Pichler, Georg Gottlob, Christoph Koch",VLDB Journal,2002,efficient filtering of xml documents with xpath expressions,"C.-Y. Chan, P. Felber, M. Garofalakis, R. Rastogi",VLDB Journal,2002,VLDB Journal,VLDB
3525,0,"approximate query translation across heterogeneous information sources hector garcia-molina , kevin chen-chuan chang vldb",VAL -,VAL -,2000,"rate-based query optimization for streaming information sources stratis d. viglas , jeffrey f. naughton",VAL -,SIGMOD Conference,2002,,
3526,0,Exploiting Statistics on Query Expressions for Optimization SIGMOD Conference,"Nicolas Bruno, Surajit Chaudhuri",VAL -,VAL -,Outerjoin Simplification and Reordering for Query Optimization ACM Transactions on Database Systems (TODS),"César Galindo-Legaria, Arnon Rosenthal",TODS,1997,,
3527,0,processing complex aggregate queries over data streams,"Alin Dobrá , Johannes Gehrke , Rajeev Rastogi , Minos N. Garofalakis",SIGMOD Conference,2002,continuously adaptive continuous queries over streams,"Samuel Madden , Mehul Shah , Joseph M. Hellerstein , Vijayshankar Raman",International Conference on Management of Data,2002,,
3528,0,Advances in Real-Time Database Systems Research SIGMOD Record,Azer Bestavros,SIGMOD Conference,1996,"A Database System for Real-Time Event Aggregation in Telecommunication Jerry Baulier , Stephen Blott , Henry F. Korth , Abraham Silberschatz","Jerry Baulier, Stephen Blott, Henry F. Korth, Abraham Silberschatz",VLDB,1998,VAL -,VLDB
3529,0,The Cougar Approach to In-Network Query Processing in Sensor Networks,"Johannes Gehrke, Yong Yao",ACM SIGMOD Record,2002,Feedbackbypass: A New Approach to Interactive Similarity Query Processing,"Ilia Bartolini, Paolo Ciaccia, Florian Waas",Very Large Data Bases,2001,VAL -,VLDB
3530,0,Business Data Management for B2B Electronic Commerce,"Manfred A. Jeusfeld, Mareike Schoop, Christoph Quix",ACM SIGMOD Record,2002,Active Views for Electronic Commerce,"Serge Abiteboul, Bernd Amann, Sophie Cluet, Adi Eyal, Laurent Mignet, Tova Milo",Very Large Data Bases,1999,,
3531,0,xsb as an efficient deductive database engine,"David Scott Warren , Konstantinos F. Sagonas , Terrance Swift",SIGMOD Conference,VAL -,"xsb as a deductive database konstantinos sagonas , terrance swift , david s. warren international conference on management of data",VAL -,VAL -,VAL -,,
3532,1,Semantic Integrity Support in SQL : 1999 and Commercial ( Object - ) Relational Database Management Systems,VAL -,VAL -,VAL -,Semantic Integrity Support in SQL :1999 and Commercial ( Object - ) Relational Database Management Systems,"Can Türker , Michael Gertz",VLDB Journal,2001,VAL -,VLDB Journal
3533,0,"generating dynamic content at database-backed web servers : cgi-bin vs. mod_perl Alexandros Labrinidis , Nick Roussopoulos",VAL -,SIGMOD Record,2000,"enabling dynamic content caching for database-driven web sites K. Selçuk Candan , Wen-Syan Li , Qiong Luo , Wang-Pin Hsiung , Divyakant Agrawal 2001",VAL -,International Conference on Management of Data,VAL -,,
3534,0,open issues in parallel query optimization SIGMOD Record,"Waqar Hasan, Patrick Valduriez, Daniela Florescu",VAL -,1996,including group-by in query optimization 1994,"Surajit Chaudhuri, Kyuseok Shim",VLDB,VAL -,VAL -,VLDB
3535,0,communication efficient distributed mining of association rules,"Ran Wolff, Assaf Schuster",SIGMOD Conference,2001,mining generalized association rules very large data bases,"Ramakrishnan Srikant, Rakesh Agrawal",VAL -,1995,,
3536,0,"cost-based selection of path expression processing algorithms in object-oriented databases zhao-hui tang , georges gardarin , jean-robert gruser vldb 1996",VAL -,VAL -,1996,a taxonomy for secure object-oriented databases,"martin s. olivier , sebastiaan h. von solms",acm transactions on database systems ( TODS ),1994,,
3537,0,dynamic maintenance of data distribution for selectivity estimation VLDB Journal,"Kyu-young Whang , Gio Wiederhold , Sang-wook Kim",VAL -,1994,selectivity estimation using probabilistic models SIGMOD Conference,"Lise Getoor , Benjamin Taskar , Daphne Koller",SIGMOD Conference,2001,VLDB Journal,VAL -
3538,0,guest editor 's introduction sigmod record,karl aberer,SIGMOD Record,2003,Guest Editorial Malcolm P. Atkinson The VLDB Journal -- The International Journal on Very Large Data Bases 2000,VAL -,VLDB Journal,2000,,
3539,0,"query optimization in compressed database systems zhiyuan chen , flip korn , johannes gehrke sigmod conference","Zhiyuan Chen, Flip Korn, Johannes Gehrke",SIGMOD Conference,VAL -,an introduction to spatial database systems,Ralf Hartmut Göring,VLDB Journal,1994,,
3540,1,asera : extranet architecture for b2b solutions anil nori,VAL -,VLDB,VAL -,asera : extranet architecture for b2b solutions anil nori,VAL -,Very Large Data Bases,VAL -,,
3541,0,"birch : an efficient data clustering method for very large databases Raghu Ramakrishnan , Miron Livny , Tian Zhang","Raghu Ramakrishnan, Miron Livny, Tian Zhang",SIGMOD Conference,1996,"An Efficient Method for Checking Object-Oriented Database Schema Correctness A. Formica , H. D. Groger , M. Missikoff 1998","A. Formica, H. D. Groger, M. Missikoff",ACM Transactions on Database Systems (TODS),VAL -,,
3542,0,"a system for watermarking relational databases peter j. haas , rakesh agrawal , jerry kiernan sigmod conference",VAL -,VAL -,2003,"watermarking relational data : framework , algorithms and analysis","rakesh agrawal , peter j. haas , jerry kiernan",VLDB Journal,2003,VAL -,VLDB
3543,0,"naos - efficient and modular reactive capabilities in an object-oriented database system Thierry Coupaye , T. Svesen , Christine Collet","Thierry Coupaye, T. Svesen, Christine Collet",VLDB,1994,"An Efficient Method for Checking Object-Oriented Database Schema Correctness A. Formica , H. D. Groger , M. Missikoff 1998","A. Formica, H. D. Groger, M. Missikoff",ACM Transactions on Database Systems (TODS),VAL -,,
3544,0,Implementation of Magic-Sets in a Relational Database System SIGMOD Conference,"inderpal singh mumick, hamid pirahesh",VAL -,1994,A System for Watermarking Relational Databases,"rakesh agrawal, peter j. haas, jerry kiernan",SIGMOD Conference,2003,VAL -,VAL -
3545,0,"data management in ecommerce : the good , the bad , and the ugly sigmod conference",Avigdor Gal,VAL -,2000,data management issues in electronic commerce : guest editor 's introduction acm sigmod record 2002,Asuman Dogac,ACM SIGMOD Record,VAL -,VAL -,VAL -
3546,0,"acdn : a content delivery network for applications michael rabinovich , pradnya karbhari , fred douglis , zhen xiao",VAL -,SIGMOD Conference,2002,gigascope : a stream database for network applications international conference on management of data,"chuck cranor , theodore johnson , oliver spataschek , vladislav shkapenyuk",VAL -,2003,VAL -,VLDB
3547,1,database systems - breaking out of the box,VAL -,VAL -,VAL -,database systems-breaking out of the box,"avi silberschatz , stan zdonik",ACM SIGMOD Record,1997,VAL -,VAL -
3548,0,including group-by in query optimization,"Surajit Chaudhuri, Kyuseok Shim",VLDB,1994,bringing order to query optimization,"Giedrius Slivinskas, Christian S. Jensen, Richard Thomas Snodgrass",ACM SIGMOD Record,VAL -,VLDB,VAL -
3549,0,database issues in telecommunications network management ilsoo ahn,ILSOO AHN VAL -,SIGMOD Conference,1994,database management systems and the internet very large data bases,SUSAN MALAika,VLDB,1996,VAL -,VLDB
3550,1,on supporting containment queries in relational database management systems sigmod conference,"guy m. lohman, david j. dewitt, qiong luo, jeffrey f. naughton, chun zhang",SIGMOD Conference,2001,on supporting containment queries in relational database management systems,VAL -,International Conference on Management of Data,VAL -,VAL -,VAL -
3551,0,formal query languages for secure relational databases,"Marianne Winslett , Kenneth Smith , Xiaolei Qian",ACM Trans. Database Syst.,1994,Algebraic Query Optimisation for Database Programming Languages,"Alexandra Poulovassilis , Carol Small",VLDB Journal,1996,,
3552,0,efficiently publishing relational data as xml documents,"Berthold Reinwald , Jayavel Shanmugasundaram , Michael J. Carey , Eugene J. Shekita , Hamid Pirahesh , Bruce G. Lindsay , Rimon Barr",VLDB,VAL -,efficient filtering of xml documents with xpath expressions,"C.-Y . Chan , P. Felber , M. Garofalakis , R. Rastogi",VLDB Journal,2002,,
3553,0,"The Aditi Deductive Database System Kotagiri Ramamohanarao , David B. Kemp , Jayen Vaghani , Tim S. Leask , James Harland , Peter J. Stuckey , Zoltan Somogyi","Kotagiri Ramamohanarao, David B. Kemp, Jayen Vaghani, Tim S. Leask, James Harland, Peter J. Stuckey, Zoltan Somogyi",VLDB Journal,1994,METU Interoperable Database System ACM SIGMOD Record,"A. Dogac, C. Dengi, E. Kilic, G. Ozhan, F. Ozcan, S. Nural, C. Evrendilek, U. Halici, B. Arpinar, P. Koksal, N. Kesim, S. Mancuhan",ACM SIGMOD Record,1995,,
3554,1,Oracle RDB's Record Caching Model,VAL -,VAL -,1998,Oracle RDB 's Record Caching Model,"Richard Anderson, Gopalan Arun, Richard Frank",SIGMOD Conference,VAL -,VAL -,VAL -
3555,0,concurrency control in hierarchical multidatabase systems,"Henry F. Korth , Abraham Silberschatz , Sharad Mehrotra",VLDB Journal,1997,"Maintaining Database Consistency in Presence of Value Dependencies in Multidatabase Systems Claire Morpain , Miché Le Cart , Jean Ferrié , Jean-François Pons",VAL -,SIGMOD Conference,1996,,
3556,0,binding propagation in disjunctive databases,sergio greco,VAL -,VAL -,"disjunctive datalog thomas eiter , georg gottlob , heikki mannila","thomas eiter, georg gottlob, heikki mannila",ACM Transactions on Database Systems ( TODS ),1997,VAL -,VAL -
3557,0,"Efficient Mid-Query Re-Optimization of Sub-Optimal Query Execution Plans David J. Dewitt, Navin Kabra","David J. Dewitt, Navin Kabra",SIGMOD Conference,1998,Efficient Execution of Joins in a Star Schema International Conference on Management of Data,Andreas Weininger,International Conference on Management of Data,2002,,
3558,0,The Ores Temporal Database Management System,"Babis Theodoulidis, George Karvelis, Jayant Chaudhary, Aziz Ait-Braham, Simon Sou, George Andrianopoulos",SIGMOD Conference,1994,A Multi-Paradigm Querying Approach for a Generic Multimedia Database Management System,"Ji-Rong Wen, Qing Li, Wei-Ying Ma, Hong-Jiang Zhang",ACM SIGMOD Record,2003,,
3559,1,"composing web services on the semantic web athman bouguettaya , brahim medjahed , ahmed k. elmagarmid",VAL -,VLDB Journal,2003,"composing web services on the semantic web brahim medjahed , athman bouguettaya , ahmed k. elmagarmid -- the VLDB Journal — The International Journal on Very Large Data Bases",VAL -,VLDB Journal,2003,VLDB Journal,VLDB
3560,0,query unnesting in object-oriented databases leonidas fegaras,VAL -,SIGMOD Conference,VAL -,the algres testbed of chimera : an active object-oriented database system international conference on management of data,"stefano ceri , piero fraternali , stefano paraboschi , giuseppe psaila",VAL -,1995,VAL -,VAL -
3561,1,italian electronic identity card - principle and architecture,VAL -,VLDB,2001,italian electronic identity card - principle and architecture,mario gentili,Very Large Data Bases,2001,VLDB,VAL -
3562,0,binding propagation in disjunctive databases,sergio greco,VAL -,VAL -,mining fuzzy association rules in databases acm sigmod record,"chan man kuok, ada fu, man hon wong",ACM SIGMOD Record,1998,VAL -,VAL -
3563,0,"cache conscious algorithms for relational query processing jeffrey f. naughton , ambuj shatdal , chander kant","Jeffrey F. Naughton, Ambuj Shatdal, Chander Kant",VAL -,1994,integration of spatial join algorithms for processing multiple inputs international conference on management of data,"Nikos Mamoulis, Dimitris Papadias",SIGMOD Conference,1999,VLDB,VAL -
3564,1,Towards on-line analytical mining in large databases,VAL -,ACM SIGMOD Record,VAL -,Towards on-line analytical mining in large databases,jiawei han,ACM SIGMOD Record,1998,VAL -,VAL -
3565,0,Converting relational to object-oriented databases,Joseph Fong,VAL -,VAL -,Versant Replication : Supporting Fault-Tolerant Object Databases,"Yuh-Ming Shyy, H. Stephen Au-Yeung, C. P. Chou",SIGMOD Conference,1995,VAL -,VAL -
3566,1,"designing an ultra highly available dbms øystein torbjørnsen , svein erik bratsberg sigmod conference",VAL -,SIGMOD Conference,2000,"designing an ultra highly available dbms ( tutorial session ) svein erik bratsberg , œ ystein torbj œ rnsen international conference on management of data",VAL -,International Conference on Management of Data,2000,,
3567,0,visdb : a system for visualizing large databases,"Hans-Peter Kriegel, Daniel A. Keim",SIGMOD Conference,1995,Paradise : a database system for GIS applications corporate the Paradise team 1995,VAL -,International Conference on Management of Data,VAL -,VAL -,VAL -
3568,1,Discovering Internet Marketing Intelligence Through Online Analytical Web Usage Mining,"Alex G. Büchner, Maurice D. Mulvenna",SIGMOD Record,VAL -,"Discovering Internet Marketing Intelligence Through Online Analytical Web Usage Mining Alex G. B. Chner , Maurice D. Mulvenna",VAL -,ACM SIGMOD Record,1998,,
3569,0,accessing a relational database through an object-oriented database interface,"jack a. orenstein , d. n. kamber",VAL -,1995,a cost model for clustered object-oriented databases,"georges gardarin , jean-robert gruser , zhao-hui tang",VAL -,1995,VLDB Journal,VLDB
3570,1,distance-based indexing for high-dimensional metric spaces SIGMOD Conference,"Z. Meral Özsoyoglu, Tolga Bozkaya",VAL -,1997,distance-based indexing for high-dimensional metric spaces 1997,"Tolga Bozkaya, Meral Ozsoyoglu",SIGMOD Conference,VAL -,VAL -,VLDB
3571,0,"Query optimization in compressed database systems Zhiyuan Chen, Flip Korn, Johannes Gehrke SIGMOD Conference","Zhiyuan Chen, Flip Korn, Johannes Gehrke",SIGMOD Conference,2001,Secure transaction processing in firm real-time database systems International Conference on Management of Data,"Binto George, Jayant Haritsa",International Conference on Management of Data,1997,,
3572,0,lopix : a system for xml data integration and manipulation,VAL -,VLDB,2001,an adaptive query execution system for data integration international conference on management of data,"zachary g. ives , daniela florescu , marc friedman , alon levy , daniel s. weld",SIGMOD Conference,1999,VLDB,VAL -
