id,label,left_title,right_title,left_brand,left_productType,left_series,left_modelPartNo,left_capacity,left_formFactor,left_interfaceBus,left_keySpecs,left_kitCount,left_editionColor,right_brand,right_productType,right_series,right_modelPartNo,right_capacity,right_formFactor,right_interfaceBus,right_keySpecs,right_kitCount,right_editionColor,left_speedPerf,right_speedPerf,left_product_type,left_interface,right_product_type,right_interface,left_Brand,left_Product Type,left_Capacity,left_Interface/Bus,left_Speed/Perf,right_Brand,right_Product Type,right_Capacity,right_Interface/Bus,right_Speed/Perf
1187,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,0,Star Tech 4-PORT PCI 1394A Fire Wire Adapter Card - 3 EXTERNAL 1 Internal PCI1394MP,StarTech.com 1 Port PCI 32 Bit Gigabit Ethernet Network Adapter Card ST1000BT32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,0,Intel Core i3-6100 S 1151 3.7 GHz 3MB 2 Cores Graphics HD 530 350 MHZ 6th Gen,Intel Core i5-4590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,0,AMD A6-9500 APU  3.8GHZ Processor FM2 1MB Cache 65W Retail Box,AMD A6 5400K Black Edition Dual Core APU 3.8/3.6GHZ Processor FM2 1MB Cache 65W Retail Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,0,Intel Core i5 6600 3.3 GHz processor - Intel BX80662I56600 Add-In Processors (CPUs),Intel Core i3-6300 Boxed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,1,Asus Crosshair V Formula Z AMD 990FX Socket AM3+ DDR3 Motherboard,Asus Crosshair V Formula-Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,0,Intel Xeon 2.8GHz (2P) 359557-B21-B21,Intel Xeon 3.06GHz 323146-B21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,1,SanDisk Extreme MicroSDXC UHS-I Card for Action Cameras - 64GB,Sandisk Extreme microSDXC 64GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,0,Speck SmartShell Case for MacBook Pro 13 Inch Summer 2012 Clear Gold Glitter,Apple MacBook Pro 13 Inch Summer 2012 15 Inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,0,Zotac GeForce GTX 1060 AMP! Edition 3GB GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,Asus TURBO-GTX1080-8G GeForce GTX 1080 8GB GDDR5X PCI Express 3.0 x16 HDCP Ready ATX Video Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,1,Corsair Air Series SP120 PWM High Performance Edition Static Pressure Fan CO-9050013-WW,Corsair SP120 PWM High Pressure Fan 4 pin CO-9050013-WW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,1,Kingston 32GB DT microDuo USB 3.0,Kingston Digital Inc. DataTraveler MicroDuo USB 3.0 - 32GB (DTDUO3-32GB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,0,D-Link DES-1008P 8-Port PoE Switch,HP 366FLR Network Adapter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,0,HP Xeon E5506 2.13GHz BL280c G6,HP Xeon E5335 2.0GHz DL140 G3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,0,Lenovo ThinkPad 180 GB M.2 SATA OPAL SSD Drive Storage,"Samsung 750 EVO 2.5"" SATA 6Gb/s 120GB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,0,Kingston DataTraveler 16GB USB 3.0 White,SanDisk Ultra SDXC 64GB UHS-I Class 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,1,IBM Power 4P 2.2GHz 356820-CT1 OPT 848,IBM Power 4P 2.2GHz 356820-CT1 OPT 848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,0,Corsair Vengeance LPX Red 16GB DDR4 3200MHz Kit 4x4GB CML16GX4M4C3200C16R,Corsair Vengeance LPX Black 16GB (2x8GB) DDR4 2400MHz Kit CMK16GX4M2A2400C14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,0,Intel Core i3 6100 3.7GHz Socket LGA1151 Processor - Skylake,Intel Core i3 4340 3.6 GHz processor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,0,"Seagate IronWolf Pro HDD ST10000NE001 10TB 3.5"" SATA 6Gb/s","WD Blue WD40EZRZ HDD 4TB 3.5"" SATA 6Gb/s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,0,TRENDnet TEW-818DRU,TP-LINK TL-WDN4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,0,Corsair Flash Voyager Slider X2 32GB Blue,SanDisk Ultra USB flash drive 128 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,0,Apple Mac mini Core i5 2.3GHz (Mid 2011) MC815LL/A,Apple MacBook Pro 15-inch 2.53GHz Core i5 (Mid 2010) MC372LL/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,0,Corsair Vengeance Pro CMY16GX3M2A2133C11,Corsair Vengeance LED DDR4 3000 PC-24000 64GB 4x16GB CL15 Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,0,Corsair Vengeance DDR3 8 GB (2 x 4 GB) 240-pin CMZ8GX3M2A1600C9 System Memory,Kingston 8GB PC3-12800 240-pin DDR3 SDRAM DIMM Kit for Select Models KVR16N11S8K2/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,0,Intel Core i7-6700K 4Core 4Ghz 8Mb HD530 91W,Intel Core i7-7700 3.6GHz 8MB Smart Cache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,0,HP 2x512MB PC2-5300 SDRAM Kit,HP 4GBx2 240p DDR2-667 CL5 2Rx4 ECC RDIMM - Low Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,0,Transcend USB Flash Drive 8GB 2.0,Corsair Flash Survivor 64GB USB 3.0 Drive - Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,0,Corsair XMS3 DDR3 PC3-10600 1333MHz Kit 2x2GB C9 A,Corsair Vengeance DDR3-1866 8GB (2 x 4GB) CMZ8GX3M2A1866C9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,0,Acer Chromebook C731T-C42N Celeron N3060 1.6GHz 4GB 16GB BT Chrome,ASUS Transformer Mini T102HA D4 Atom x5 Z8350 4GB RAM 128GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,1,Apple MacBook Pro 15-inch Antiglare 2.4GHz Core i5 Mid 2010 MC371LL A,Apple MacBook Pro 15-inch Hi-Res Antiglare 2.4GHz Core i5 Mid 2010 MC371LL A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,0,Kingston Technology HyperX Predator SSD M.2 480GB NVMe PCIe 3.0 x4 480GB,WD Blue SSD 1TB SATA 6Gb/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,0,HP 300-GB 3G 10K 2.5 SAS HDD BL685c G7,Seagate Barracuda ES.2 ST3750330NS 750GB 3.5 HDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,0,Kingston 16GB MicroSDHC Class 4 Flash Card SDC4/16GB,SanDisk 8GB SDSDQAC-008G CIU Class 6 Micro Secure Digital High Capacity Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,0,Apple Mac mini 3.0GHz Core i7 MGEQ2LL Late 2014,Apple 27 iMac 3.2GHz Intel Quad-Core i5 Desktop Computer MD096LL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,0,"Western Digital Purple WD10PURX Surveillance Hard Drive 1TB SATA 6Gb/s 3.5""",Western Digital Black 6TB Performance Desktop Hard Disk Drive 7200 RPM SATA 6Gb/s 128MB Cache 3.5 Inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,0,Alfa AWUS036H 1000mW 1W USB Wireless Long-Rang Wi-Fi Network Adapter with 5dBi and a 9dBi Antenna Suction cup Window Mount dock Also includes Neoprene carrying case - For Wardriving & Range Extension,Asus PCE-AC55BT PCI-Express x1 802.11a/b/g/n/ac Wi-Fi Adapter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,0,PCI-E Dual Band 802.11AC Bluetooth Wireless Network Adapter,Tp-Link TL-WN881ND 300Mbps PCI-E Network Adapter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,1,Gigabyte Z370M D3H Intel Z370 LGA 1151 (Socket H4) Micro ATX,Gigabyte Z370M-D3H Intel Z370 (Socket 1151) DDR4 Micro-ATX Motherboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,0,Zotac GeForce GTX 1080 Ti AMP Edition,Asus GeForce GTX 750 Ti Overclocked Graphics Card 2GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,0,HP 72.8-GB 10K FC-AL HDD (238921-B21),HP 36 GB 10K rpm FC disk hard drive (238590-B21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,0,HP Smart Array P Series Low Profile BBWC Battery Pack,HPE - DDR2 4 GB : 2 x DIMM 240-pin Server Memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,0,HP BL10e G2 Server Blade 40GB,HP SC40Ge Host Bus Adapter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,1,Apple MacBook Pro 15-inch 2.8GHz Quad-core i7 Retina Mid 2015 MJLT2LL/A,Apple MacBook Pro 15-inch 2.5GHz Quad-core i7 Retina Mid 2015 MJLT2LL/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,1,StarTech PCIe 300 Mbps Wireless N Network Adapter 802.11n g 2T2R,PCI Express Red WIFI N Tarjeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,0,HPE 2GB DDR2-667 memory module PC2-5300 667MHz 408851-B21,HP 8GB (2x4GB) PC2-5300 LP SDRAM Kit Null 483403-B21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,1,Corsair Carbide Series SPEC-02 Red LED ATX Gaming Case 2X5.25 3X3.5 2X2.5IN USB3.0 No PS,Corsair Chassis Carbide Series SPEC02 Red LED Chassis LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,0,Apple MacBook Pro 2.5GHz Intel Core i5 Notebook Computer MD213LLA,Apple MacBook Pro 15-inch 2.53GHz Core i5 Mid 2010 MC372LL/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,0,Apple MacBook Pro 13'' 2.5GHz Core i5 Retina MD213LL/A,Apple MacBook Pro 2.53GHz Intel Core i5 MC372LL/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,1,Kingston HyperX Predator 480GB PCIe x4 NVMe M.2 2280 SSD SHPM2280P2/480G,SSD Kingston M.2 PCIe 480Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,0,HP G8 G9 SSD MLC 200GB 3G 3.5 SATA,HP G8 G9 SSD SLC 400GB 6G 2.5 SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,1,HP 2GB PC2-5300 SDRAM Module,HP 2GB PC2-5300 SDRAM Module,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,0,Apple iMac 21.5in 2.8GHz Quad-core i7 (Mid 2011) MC812LL/A,Apple iMac 21.5in 3.1GHz Quad-core i7 (Late 2012) MD094LL/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,0,Apple Mac mini 2.8GHz Intel Core i5 Black Friday 2017,Mac Mini Qc I5 2.6ghz 8gb 1tb Iris Graphics Black Friday 2017 Tdt/aio Ideacentre Aio 510s-23fhd I5-6200u 8gb 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,0,HP 2GB (1x2GB) PC3-10600 UDIMM HP 2GB UDIMM,CONTROLADORA P420/2GB FBWC FBWC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,0,HP 400-GB 10K 3.5 SAS HDD,HP 72-GB 15K 2.5 SAS HDD Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,1,HP PC3200-ECC SDRAM DIMM 512MB,HP 512MB DDR ECC memory module HP module modules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,0,Apple Smart Case for Apple iPad Air 2 Midnight Blue,SeeThru MacBook Air 13 Cases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,1,Intel Core i7-7800X 3.5GHz 6-Core Processor BX80673I77800X,Intel Hex Core i7 7800X Unlocked CPU/Processor LN82063 BX80673I77800X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,0,"Western Digital Red WD60EFRX 6TB 3.5"" SATA 6Gb/s HDD","WD Blue WD40EZRZ 4TB 3.5"" SATA 6Gb/s HDD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,0,DL580 G3 Intel Xeon MP 3.16GHz 377239-001 Wholesale,BL20P G2 Xeon 3.2GHz 1GB 2P 345021-B21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,1,AMD Ryzen 5 1500X AMD processor YD150XBBAEBOX,AMD Ryzen 5 1500X Boxed Wraith Spire cooler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,1,Gigabyte GeForce GTX 1070 ITX Edition 8192MB GDDR5 PCI-Express Graphics Card GV-N1070IXOC-8GD,Gigabyte GeForce GTX 1070 Mini ITX OC 8GB GDDR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,0,Seagate ST3500630NS 500GB 7200RPM 3.5 SATA 3Gb/s HDD,HP 658071-B21-SC G8 G9 500GB 6Gb/s 7200RPM 3.5 SATA HDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,1,Cooler Master Micro-ATX Gaming Case - Black,Cooler Master Modular Case LN75182 - MCY-C3P1-KWNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,0,Gigabyte H110M-S2HP Intel Micro ATX Motherboard,Asus ROG Strix Z270G Kaby Lake Micro ATX Gaming Motherboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,1,"Apple MacBook Air (13-inch, Summer 2012)","Apple MacBook Air (13-inch, Summer 2012)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,1,Corsair CMU32GX4M2C3000C15R DDR4 DRAM 3000MHz Kit 32GB,Corsair Vengeance LED 32GB (2 x 16GB) DDR4 DRAM 3000MHz C15 Memory Kit - Red LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,1,Hynix 8GB DDR4-2133 ECC Registered RDIMM LN59916,Samsung 8GB PC4-17000 CL15 2133MHz 1Rx4 ECC RDIMM M393A1G40DB0-CPB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,1,DL580 G3 Intel Xeon MP 3.16GHz 001,DL580 G3 Intel Xeon MP 3.16GHz 001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,0,HP 1Gb 4-Port 366FLR Adapter Null,HP X5560 2.80GHz ML350 G6 Null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,0,Adata 16GB CompactFlash Card ACF16GZ-R CBL,SanDisk 32GB CF Extreme Pro SDCFXPS-032G-X46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,1,hp intel xeon e7-4830,643772-b21 hp xeon e74830 2.13ghz bl680c g7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,0,Dell Inspiron N4110 PA-10 Power Adapter 02D,364430 B21 HP MSA50 10 Bay 1U Enclosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,0,16GB DDR3-1866 708641-B21 Registered DIMM,RAM 8GB UDIMM-10600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,1,Asus GeForce GT 730 Silent 2GB GDDR3 Low Profile Graphics Card,Asus NVIDIA GeForce GT 730 2GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,0,SeeThru MacBook 12 Case,AmazonBasics Notebook Sleeve NC1303152 Sleeve/Shuttle Notebook Cases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,0,HP 1Gb 4-Port 331T Adapter SFP+ SR MSA A NIMiniCard,HP Genuine DDR 2GB 2x1GB 266MHz 184-PIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,1,Apple MacBook Pro with Touch Bar 15-inch 256GB Silver,Apple MacBook Pro with Touch Bar 15-inch 256GB Space Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,0,Western Digital Red WD20EFRX SATA 6Gb/s 3.5 64MB NAS HDD,Western Digital Red WD30EFRX SATA 6Gb/s 3.5 64MB NAS HDD 1TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,1,Western Digital NAS Red 6TB SATA3 WD60EFRX,Western Digital NAS Red 6TB SATA3 WD60EFRX Refurbished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,1,Apple iPad mini 4 Wi-Fi 128GB - Oro es 4G,Apple iPad mini 4 Wi-Fi 128GB - Oro es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,0,Seagate ST31000640NS 1TB 3.5 SATA 7200RPM HDD,HP 500GB SATA 7200 RPM 6G 3.5in LFF HDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,1,Western Digital Red 1TB 3.5 SATA3 64 MB 5400RPM HDD,WD10EFRX Western Digital RED 1TB 3.5 SATA 6Gb/s 5400RPM HDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,0,Intel Core i5-4670K,MICRO INTEL i3 4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,1,Gigabyte AMD Radeon RX 550 GAMING OC 2GB GDDR5 PCI-Express Graphics Card LN80157,Gigabyte Radeon RX 550 Gaming OC 2048MB GDDR5 PCI-Express Graphics Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,0,"HP Ultrabook 14,1 Black Case",Intel DC S3500 SSD 120GB SATA 6Gb/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,0,HP Xeon E5345 2.33GHz DL160 G3,HP Xeon L5335 2.0GHz DL140 G3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,0,Corsair Vengeance LED CMU16GX4M2A2666C16R,Corsair Vengeance LPX Black 64GB (4x16GB) DDR4 PC4-21300 2666MHz Quad Channel Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,0,"Western Digital Blue WD5000AZLX 500GB 3.5"" SATA 6Gb/s HDD","Western Digital Blue 1TB 2.5"" SATA3 SSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,0,Crucial MX300 SSD CT750MX300SSD1 750GB SATA 6Gb/s,Samsung 850 Evo Series SSD 1TB SATA 6Gb/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,0,AMD Processor FX-8320E 8C 3.2GHz 8MB 95W,AMD Processor AMD QC A10-9700E 3.0GHz 3.5GHz Turbo 2MB L2 Cache 35W DDR4 2400MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,1,Corsair Vengeance LPX DDR4-2400 RAM Kit CMK16GX4M2A2400C14 16GB (2 x 8GB),Corsair Vengeance LPX DDR4-2400 RAM Kit CMK16GX4M2A2400C14 16GB (2 x 8GB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,0,Intel SSDSC2BX800G401 DC S3610 Series 20nm MLC 800GB 2.5 7mm SATA 6Gb/s,Samsung MZ-7TD120BW 840 Series 120GB SATA 6.0Gb/s 2.5 SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,0,Asus AMD 970 M5A97 LE R2.0 DDR3 ATX Motherboard,Gigabyte Skylake Z170-HD3P ATX Motherboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,1,D-Link Multilayer 6-Port 1000BASE-SX Switch + 2 GBIC ports DGS-3308FG,D-Link Multilayer 6-Port 1000BASE-SX Switch + 2 GBIC ports DGS-3308FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,0,Apple iPad Mini 4 Wi-fi Cell 64gb Space Gray Apple iPad MP1L2TY/A,Apple 12.9-Inch iPad Pro Latest Model Wi-Fi 256GB Space Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,0,Asus H81M-PLUS Intel H81 Socket 1150 DDR3 Micro ATX Motherboard,Asus H170M-E D3 Intel H170 Socket 1151 DDR3 Micro ATX Motherboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,1,Western Digital Green 240GB M.2 2280 SSD WDS240G1G0B 6Gbps,Western Digital LambdaTek|internal solid state drives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,1,Corsair Flash Voyager Slider X2 32 GB USB 3.0 Drive - Blue,Corsair Flash Voyager Slider X2 32GB Blauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,1,Corsair Vengeance Performance 16GB DDR3 1866MHz C10-11-10-30 Dual Channel Memory,Corsair Vengeance 16GB (2 x 8GB) DDR3-1866 Memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,0,Intel Xeon 2.8GHz 512GB 1P,Intel Xeon 2.8GHz 1GB 2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,1,Apple Mac mini Core i7 3Ghz | 16GB RAM 1TB Fusion,Apple Mac mini 2.8GHz Intel Core i5 i5-4260U 4GB RAM 500GB HD5000 Sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,0,Apple Mac Mini 2.4GHz Intel Core 2 Duo,MGEM2LL/A Mac Mini 1.4 4GB 500GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,0,Intel Core i3-4340 Boxed,Intel Core i5-4570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,0,Western Digital 500GB 3.5'' Blue HDD SATA 6Gb/s 7200RPM WD5000AZLX,Western Digital 1TB Blue SSD SATA 6Gb/s WDS100T1B0A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,0,Corsair Carbide Series 400R Mid-Tower Cabinet CC-9011011-WW,Corsair Obsidian 350D Micro ATX PC Gaming Case LN50723 - CC-9011028-WW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,0,Gigabyte GeForce GTX 1060 ITX Edition 3072MB GDDR5 PCI-Express Graphics Card GV-N1060IXOC-3GD,Gigabyte NVIDIA GeForce GTX 1070 WINDFORCE OC LN73459 GV-N1070WF2OC-8GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,0,Corsair Vengeance LED CMU64GX4M4C3000C15,Corsair Vengeance LED CMU16GX4M2A2666C16R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,0,HyperX Fury Black DDR4 2400MHZ CL15 8GB,Kingston HyperX Fury Black DDR4 2133 PC4-17000 8GB CL14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,0,Logitech C920 15MP 1920x1080p USB 2.0 Black webcam,Sony SAL14TC MILC/SLR Tele lens White camera lense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,0,HP 512 MB PC300 DDR RAM,HP 1GB 266MHz DDR PC2100 RAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,0,Corsair Vengeance LPX DDR4 2666MHz 32GB (2x16GB) Kit - Black,Corsair Vengeance LPX DDR4 2666MHz 64GB (4x16GB) Kit - Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,1,Apple iPad Mini 4  128GB WiFi Gold,"Apple iPad mini 4 Wi-Fi - tablet 128 GB 7.9"" Apple",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,0,SanDisk CompactFlash Series 128GB SDSDXXY-128G-A46 Extreme Pro,Gigaram TS32GCF133 CRQ 32GB 50p CF CompactFlash Card 133x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,0,SanDisk Ultra 16GB SDHC UHS-I 30MB/s,Kingston Class 10 UHS-I SDXC 64GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,0,Corsair Carbide SPEC 2 Windowed ATX PC Gaming Case Red Fan - CC-9011051-WW,NZXT Phantom 530 ITX/eATX/ATX/Micro ATX Full-Tower Chassis Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,0,"Transcend 256GB MLC SATA 6Gb/s 2.5"" Solid State Drive TS256GSSD370",Lenovo 180 GB M.2 SATA OPAL Solid State Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,1,Lenovo ThinkPad Work-In Case Gen.2 - notebook carrying case,"ThinkPad 11.6"" Work-In Case (Gen.2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,0,Gigabyte GA-H110M-HD3 MATX Socket 1151 Intel H110 2xDDR4 6xSATAIII 4xUSB3.0 D-Sub DVI HDMI,Asus H110M-A/M.2 MATX 1151 INTEL H110 2xDDR4 6xSATAIII 4xUSB3.0 D-Sub DVI HDMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,0,Transcend USB Flash Drive 16GB USB 3.1,Transcend 8GB USB Flash Drive 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
