id,label,name_left,name_right,addr_left,addr_right,city_left,city_right,phone_left,phone_right,type_left,type_right,class_left,class_right,left_canonical_name,left_standardized_address,left_standardized_city,left_standardized_phone,left_standardized_class,left_standardized_cuisine,right_canonical_name,right_standardized_address,right_standardized_city,right_standardized_phone,right_standardized_class,right_standardized_cuisine
283,0,` le chantilly ',` shun lee palace ',' 106 e. 57th st. ',' 155 e. 55th st. ',` new york ',` new york city ',212/751 -2931,212-371-8844,french,chinese,285,60,le chantilly,106 e. 57th street,New York,2127512931,unknown,french,shun lee palace,155 e. 55th street,new york city,2123718844,unknown,chinese
284,0,palisades,` palm the ( atlanta ) ',' 1829 peachtree rd. ',' 3391 peachtree rd. ne ',atlanta,atlanta,404/350 -6755,404-814-1955,continental,steakhouses,410,709,palisades,1829 peachtree road,atlanta,4043506755,unknown,continental,palm the,3391 peachtree road ne,Atlanta,4048141955,unknown,steakhouses
285,0,orso,` virgil \ 's real bbq ',' 322 w. 46th st. ',' 152 w. 44th st. ',` new york ',` new york city ',212/489 -7212,212-921-9494,italian,bbq,316,66,orso,322 w. 46th street,New York,2124897212,unknown,italian,virgils real bbq,152 west 44th street,new york city,2129219494,unknown,bbq
286,0,` plumpjack cafe ',` trio cafe ',' 3201 fillmore st. ',' 1870 fillmore st. ',` san francisco ',` san francisco ',415/563 -4755,415-563-2248,mediterranean,american,108,749,plumpjack cafe,3201 fillmore street,San Francisco,4155634755,unknown,mediterranean,trio cafe,1870 fillmore street,san francisco,4155632248,unknown,american
287,0,lespinasse,` la cote basque ',' 2 e. 55th st. ','60 w. 55th st. ',` new york ',` new york city ',212/339 -6719,212-688-6525,american,` french ( classic ) ',43,40,lespinasse,2 e 55th street,new york,2123396719,unknown,american,la cote basque,60 west 55th street,New York City,2126886525,unknown,french
288,0,` r.j. \ 's uptown kitchen & wine bar ',` uncle bill \ 's pancake house ',' 870 n. highland ave. ',' 1305 highland ave. ',atlanta,` manhattan beach ',404/875 -7775,310-545-5177,american,diners,413,599,rj uptown kitchen wine bar,870 n highland avenue,Atlanta,4048757775,unknown,american,uncle bills pancake house,1305 highland avenue,manhattan beach,3105455177,diners,unknown
289,0,helmand,` peter luger steak house ',' 430 broadway ',' 178 broadway ',` san francisco ',brooklyn,415/362 -0641,718-387-7400,` greek and middle eastern ',steakhouses,479,637,helmand,430 broadway,San Francisco,4153620641,unknown,greek and middle eastern,peter luger steak house,178 broadway,Brooklyn,7183877400,unknown,steakhouses
290,0,orleans,` indo cafe ',' 11705 national blvd. ',' 10428 1/2 national blvd. ',` los angeles ',la,310/479 -4187,310-815-1290,cajun,indonesian,152,556,orleans,11705 national blvd.,los angeles,3104794187,unknown,cajun,indo cafe,10428 half national blvd.,la,3108151290,unknown,indonesian
291,0,` margarita \ 's mexican cantina ','em eril \ 's new orleans fish house ',' 3120 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/794 -8200,702-891-7374,mexican,seafood,444,659,margarita's mexican cantina,3120 las vegas blvd s,las vegas,7027948200,unknown,mexican,em eril s new orleans fish house,3799 las vegas boulevard south,Las Vegas,7028917374,unknown,seafood
292,0,palio,` le bernardin ',' 151 w. 51st . st. ',' 155 w. 51st st. ',` new york ',` new york city ',212/245 -4850,212-489-1515,italian,seafood,320,41,palio,151 w 51st street,new york,2122454850,unknown,italian,le bernardin,155 w. 51st street,new york city,2124891515,41,seafood
293,0,` the bacchanal ',` coyote cafe ( las vegas ) ',' 3570 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7525,702-891-7349,` only in las vegas ',southwestern,449,68,bacchanal,3570 las vegas boulevard south,Las Vegas,7027317525,unknown,unknown,coyote cafe,3799 las vegas blvd south,las vegas,7028917349,unknown,southwestern
294,0,2223,` cafe flore ',' 2223 market st. ',' 2298 market st. ',` san francisco ',` san francisco ',415/431 -0692,415-621-8579,american,californian,453,722,2223,2223 market street,San Francisco,4154310692,unknown,american,cafe flore,2298 market street,San Francisco,4156218579,unknown,californian
295,0,betelnut,` doidge \ 's ',' 2030 union st. ',' 2217 union st. ',` san francisco ',` san francisco ',415/929 -8855,415-921-2149,asian,american,456,726,betelnut,2030 union street,san francisco,4159298855,unknown,asian,doidge s,2217 union street,San Francisco,4159212149,unknown,american
296,0,manora,shiro,' 3226 mission st. ',' 1505 mission st. s. ',` san francisco ',pasadena,415/861 -6224,818-799-4774,asian,` pacific new wave ',494,594,manora,3226 mission street,San Francisco,4158616224,unknown,asian,shiro,1505 mission street s,pasadena,8187994774,unknown,pacific new wave
297,0,` san pietro ',oceana,'18 e. 54th st. ','55 e. 54th st. ',` new york ',` new york city ',212/753 -9015,212-759-5941,italian,seafood,342,50,san pietro,18 e 54th street,new york,2127539015,unknown,italian,oceana,55 e 54th street,new york city,2127595941,50,seafood
298,0,posto,` pinot bistro ',' 14928 ventura blvd. ',' 12969 ventura blvd. ',` sherman oaks ',` studio city ',818/784 -4400,818-990-0500,italian,` french bistro ',156,18,posto,14928 ventura blvd.,Sherman Oaks,8187844400,unknown,italian,pinot bistro,12969 ventura blvd.,studio city,8189900500,unknown,french bistro
299,1,` philippe \ 's the original ',` philippe the original ',' 1001 n. alameda st. ',' 1001 n. alameda st. ',` los angeles ',chinatown,213/628 -3781,213-628-3781,american,cafeterias,17,17,philippe-s-the-original,1001 n alameda street,los angeles,2136283781,unknown,american,philippe the original,1001 n alameda street,Chinatown,2136283781,unknown,cafeterias
300,0,` chin \ 's ',moongate,' 3200 las vegas blvd. s ',' 3400 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -8899,702-791-7352,asian,chinese,67,666,chins,3200 las vegas boulevard south,las vegas,7027338899,unknown,asian,moongate,3400 las vegas boulevard south,Las Vegas,7027917352,unknown,chinese
301,0,` masa \ 's ',` teresa \ 's ',' 648 bush st. ','80 montague st. ',` san francisco ',queens,415/989 -7154,718-520-2910,french,polish,106,647,masa,648 bush street,San Francisco,4159897154,unknown,french,teresa,80 montague street,queens,7185202910,unknown,polish
302,0,` circus circus ',` steak house the ',' 2880 las vegas blvd. s ',' 2880 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-734-0410,buffets,steakhouses,437,72,circus circus,2880 las vegas blvd s,las vegas,7027340410,unknown,buffets,steak house,2880 las vegas blvd south,Las Vegas,7027340410,unknown,steakhouses
303,0,` hedgerose heights inn ',chops,' 490 e. paces ferry rd. ','70 w. paces ferry rd. ',atlanta,atlanta,404/233 -7673,404-262-2675,international,steakhouses,82,687,hedgerose heights inn,490 e paces ferry road,Atlanta,4042337673,unknown,international,chops,70 w paces ferry rd,Atlanta,4042622675,unknown,steakhouses
304,0,` mavalli palace ',` gramercy tavern ','46 e. 29th st. ','42 e. 20th st. ',` new york ',` new york city ',212/679 -5535,212-477-0777,asian,` american ( new ) ',306,36,mavalli palace,46 e 29th street,New York,2126795535,unknown,asian,gramercy tavern,42 e 20th street,New York City,2124770777,unknown,american
305,0,` morton \ 's ',citrus,' 8764 melrose ave. ',' 6703 melrose ave. ',` los angeles ',` los angeles ',310/276 -5205,213-857-0034,american,californian,148,6,morton's,8764 melrose avenue,Los Angeles,3102765205,unknown,american,citrus,6703 melrose avenue,los angeles,2138570034,unknown,californian
306,0,` pen & pencil ',` wollensky \ 's grill ',' 205 e. 45th st. ',' 205 e. 49th st. ',` new york ',` new york city ',212/682 -8660,212-753-0444,american,steakhouses,325,653,pen & pencil,205 e 45th street,new york,2126828660,unknown,american,wollenskys grill,205 e 49th street,new york city,2127530444,unknown,steakhouses
307,0,orso,` sparks steak house ',' 322 w. 46th st. ',' 210 e. 46th st. ',` new york ',` new york city ',212/489 -7212,212-687-4855,italian,steakhouses,316,641,orso,322 w 46th street,new york,2124897212,unknown,italian,sparks steak house,210 e 46th street,New York City,2126874855,unknown,steakhouses
308,0,` monkey bar ',oceana,'60 e. 54th st. ','55 e. 54th st. ',` new york ',` new york city ',212/838 -2600,212-759-5941,american,seafood,308,50,monkey bar,60 e street,New York,2128382600,unknown,american,oceana,55 e street,New York City,2127595941,unknown,seafood
309,0,` four seasons grill room ',` la grenouille ','99 e. 52nd st. ',' 3 e. 52nd st. ',` new york ',` new york city ',212/754 -9494,212-752-1495,american,` french ( classic ) ',34,623,four seasons grill room,99 east 52nd street,New York,2127549494,unknown,american,la grenouille,3 e 52nd street,New York City,2127521495,unknown,french
310,0,` ralph \ 's diner ',moongate,' 3000 las vegas blvd. s ',' 3400 las vegas blvd. s. ',` las vegas ',` las vegas ',702/732 -6330,702-791-7352,` coffee shops/diners ',chinese,448,666,ralphs diner,3000 las vegas blvd s,las vegas,7027326330,unknown,coffee shops/diners,moongate,3400 las vegas blvd south,Las Vegas,7027917352,unknown,chinese
311,0,` cafe ritz-carlton buckhead ',nava,' 3434 peachtree rd. ',' 3060 peachtree rd. ',atlanta,atlanta,404/237 -2700,404-240-1984,` ext 6108 international ',southwestern,89,706,cafe ritz-carlton buckhead,3434 peachtree road,atlanta,4042372700,unknown,international,nava,3060 peachtree road,atlanta,4042401984,unknown,southwestern
312,0,` la caravelle ',menchanko-tei,'33 w. 55th st. ','39 w. 55th st. ',` new york ',` new york city ',212/586 -4252,212-247-1585,french,japanese,39,627,la caravelle,33 west street,New York,2125864252,unknown,french,menchanko-tei,39 w 55th street,New York City,2122471585,unknown,japanese
313,0,` jewel of india ',` island spice ','15 w. 44th st. ',' 402 w. 44th st. ',` new york ',` new york city ',212/869 -5544,212-765-1737,asian,caribbean,273,37,jewel of india,15 w 44th street,new york,2128695544,unknown,asian,island spice,402 w. 44th street,New York City,2127651737,unknown,caribbean
314,0,` bertolini \ 's ',` madame ching \ 's ',' 3570 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/735 -4663,702-894-7111,italian,asian,427,662,bertolini,3570 las vegas blvd s,Las Vegas,7027354663,unknown,italian,madame ching,3300 las vegas blvd s,las vegas,7028947111,unknown,asian
315,0,manora,` la taqueria ',' 3226 mission st. ',' 2889 mission st. ',` san francisco ',` san francisco ',415/861 -6224,415-285-7117,asian,mexican,494,736,manora,3226 mission street,San Francisco,4158616224,unknown,asian,la taqueria,2889 mission street,san francisco,4152857117,unknown,mexican
316,1,` cafe bizou ',` cafe bizou ',' 14016 ventura blvd. ',' 14016 ventura blvd. ',` sherman oaks ',` sherman oaks ',818/788 -3536,818-788-3536,french,` french bistro ',3,3,cafe bizou,14016 ventura blvd.,sherman oaks,8187883536,unknown,french,cafe bizou,14016 ventura boulevard,Sherman Oaks,8187883536,unknown,french bistro
317,1,` palace court ',` palace court ',' 3570 las vegas blvd. s ',' 3570 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-731-7110,continental,` french ( new ) ',70,70,palace court,3570 las vegas blvd s,las vegas,7027317547,unknown,continental,palace court,3570 las vegas blvd s,Las Vegas,7027317110,unknown,french
318,0,` california culinary academy ',` mario \ 's bohemian cigar store cafe ',' 625 polk st. ',' 2209 polk st. ',` san francisco ',` san francisco ',415/771 -3500,415-776-8226,french,italian,463,737,california culinary academy,625 polk street,San Francisco,4157713500,unknown,french,mario bohemian cigar store cafe,2209 polk street,san francisco,4157768226,unknown,italian
319,0,vong,lutece,' 200 e. 54th st. ',' 249 e. 50th st. ',` new york ',` new york city ',212/486 -9592,212-752-2225,american,` french ( classic ) ',373,44,vong,200 e. 54th street,new york,2124869592,unknown,american,lutece,249 east 50th street,New York City,2127522225,unknown,french
320,0,bolo,arcadia,'23 e. 22nd st. ','21 e. 62nd st. ',` new york ',` new york city ',212/228 -2200,212-223-2900,mediterranean,` american ( new ) ',191,603,bolo,23 e 22nd street,New York,2122282200,unknown,mediterranean,arcadia,21 e 62nd street,new york city,2122232900,unknown,american
321,0,` cafe ritz-carlton buckhead ',` brasserie le coze ',' 3434 peachtree rd. ',' 3393 peachtree rd. ',atlanta,atlanta,404/237 -2700,404-266-1440,` ext 6108 international ',` french bistro ',89,77,cafe ritz-carlton buckhead,3434 peachtree road,atlanta,4042372700,unknown,international,brasserie le coze,3393 peachtree road,Atlanta,4042661440,unknown,french bistro
322,0,` tavola calda ',` johnny rockets ( la ) ',' 7371 melrose ave. ',' 7507 melrose ave. ',` los angeles ',la,213/658 -6340,213-651-3361,italian,american,165,564,tavola calda,7371 melrose avenue,los angeles,2136586340,unknown,italian,johnny rockets,7507 melrose avenue,la,2136513361,unknown,american
323,0,` fleur de jour ',arcadia,' 348 e. 62nd st. ','21 e. 62nd st. ',` new york ',` new york city ',212/355 -2020,212-223-2900,` coffee bar ',` american ( new ) ',245,603,fleur de jour,348 e. 62nd street,new york,2123552020,unknown,coffee,arcadia,21 e 62nd street,New York City,2122232900,unknown,american
324,0,lespinasse,` shun lee palace ',' 2 e. 55th st. ',' 155 e. 55th st. ',` new york ',` new york city ',212/339 -6719,212-371-8844,american,chinese,43,60,lespinasse,2 e 55th street,New York,2123396719,unknown,american,shun lee palace,155 e. 55th street,new york city,2123718844,unknown,chinese
325,1,dawat,dawat,' 210 e. 58th st. ',' 210 e. 58th st. ',` new york ',` new york city ',212/355 -7555,212-355-7555,asian,indian,32,32,dawat,210 e 58th street,New York,2123557555,32,asian,dawat,210 e. 58th street,New York City,2123557555,unknown,indian
326,0,` bamboo garden ',` buzio \ 's in the rio ',' 4850 flamingo rd. ',' 3700 w. flamingo rd. ',` las vegas ',` las vegas ',702/871 -3262,702-252-7697,asian,seafood,425,658,bamboo garden,4850 flamingo road,Las Vegas,7028713262,unknown,asian,buzios in the rio,3700 w flamingo road,Las Vegas,7022527697,unknown,seafood
327,0,boulevard,shiro,' 1 mission st. ',' 1505 mission st. s. ',` san francisco ',pasadena,415/543 -6084,818-799-4774,american,` pacific new wave ',96,594,boulevard,1 mission street,San Francisco,4155436084,unknown,american,shiro,1505 mission street s,Pasadena,8187994774,unknown,pacific new wave
328,1,march,march,' 405 e. 58th st. ',' 405 e. 58th st. ',` new york ',` new york city ',212/754 -6272,212-754-6272,american,` american ( new ) ',46,46,march,405 e 58th street,New York,2127546272,unknown,american,march,405 e 58th street,new york city,2127546272,unknown,american
329,0,` bally \ 's big kitchen ',` chin \ 's ',' 3645 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/739 -4111,702-733-8899,buffets,chinese,424,67,ballys big kitchen,3645 las vegas blvd s,Las Vegas,7027394111,unknown,buffets,chins,3200 las vegas blvd s,las vegas,7027338899,unknown,chinese
330,0,'em press court ',` monte carlo ',' 3570 las vegas blvd. s ',' 3145 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7888,702-733-4524,asian,` french ( new ) ',438,665,em press court,3570 las vegas blvd south,Las Vegas,7027317888,unknown,asian,monte carlo,3145 las vegas boulevard south,las vegas,7027334524,unknown,french
331,1,` cafe ritz-carlton buckhead ',` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ',' 3434 peachtree rd. ne ',atlanta,atlanta,404/237 -2700,404-237-2700,` ext 6108 international ',` american ( new ) ',89,89,cafe ritz-carlton buckhead,3434 peachtree road,Atlanta,4042372700,unknown,unknown,ritz-carlton cafe,3434 peachtree road ne,atlanta,4042372700,unknown,american
332,0,` la caravelle ',aquavit,'33 w. 55th st. ','13 w. 54th st. ',` new york ',` new york city ',212/586 -4252,212-307-7311,french,scandinavian,39,24,la caravelle,33 w. 55th street,new york,2125864252,unknown,french,aquavit,13 w. 54th street,New York City,2123077311,unknown,scandinavian
333,1,felidia,felidia,' 243 e. 58th st. ',' 243 e. 58th st. ',` new york ',` new york city ',212/758 -1479,212-758-1479,italian,italian,33,33,felidia,243 east 58th street,New York,2127581479,unknown,italian,felidia,243 east 58th street,new york city,2127581479,unknown,italian
334,0,'em pire korea ',` la grenouille ',' 6 e. 32nd st. ',' 3 e. 52nd st. ',` new york ',` new york city ',212/725 -1333,212-752-1495,asian,` french ( classic ) ',233,623,empire korea,6 e 32nd street,new york,2127251333,unknown,asian,la grenouille,3 e street,New York City,2127521495,unknown,french
335,0,helmand,` pho hoa ',' 430 broadway ',' 642 broadway ',` san francisco ',chinatown,415/362 -0641,213-626-5530,` greek and middle eastern ',vietnamese,479,585,helmand,430 broadway,San Francisco,4153620641,unknown,greek and middle eastern,pho hoa,642 broadway,Chinatown,2136265530,unknown,vietnamese
336,0,palisades,` ritz-carlton cafe ( atlanta ) ',' 1829 peachtree rd. ',' 181 peachtree st. ',atlanta,atlanta,404/350 -6755,404-659-0400,continental,` american ( new ) ',410,711,palisades,1829 peachtree road,Atlanta,4043506755,unknown,continental,ritz-carlton cafe,181 peachtree street,atlanta,4046590400,unknown,american
337,1,montrachet,montrachet,' 239 w. broadway between walker and white sts . ',' 239 w. broadway ',` new york ',` new york city ',' 212 / 219-2777 ',212-219-2777,french,` french bistro ',49,49,montrachet,239 w broadway between walker and white sts,new york,2122192777,unknown,french,montrachet,239 w broadway,New York City,2122192777,unknown,french
338,0,oritalia,` plumpjack cafe ',' 1915 fillmore st. ',' 3127 fillmore st. ',` san francisco ',` san francisco ',415/346 -1333,415-563-4755,italian,` american ( new ) ',501,108,oritalia,1915 fillmore street,San Francisco,4153461333,501,italian,plumpjack cafe,3127 fillmore street,San Francisco,4155634755,unknown,american
339,0,` palace court ','em eril \ 's new orleans fish house ',' 3570 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-891-7374,continental,seafood,70,659,palace court,3570 las vegas blvd s,Las Vegas,7027317547,unknown,continental,emerils-new-orleans-fish-house,3799 las vegas blvd s,las vegas,7028917374,unknown,seafood
340,0,` cafe ritz-carlton buckhead ',` brookhaven cafe ',' 3434 peachtree rd. ',' 4274 peachtree rd. ',atlanta,atlanta,404/237 -2700,404-231-5907,` ext 6108 international ',vegetarian,89,682,ritz-carlton-buckhead,3434 peachtree road,Atlanta,4042372700,unknown,international,brookhaven cafe,4274 peachtree road,atlanta,4042315907,unknown,vegetarian
341,0,` bally \ 's big kitchen ',moongate,' 3645 las vegas blvd. s ',' 3400 las vegas blvd. s. ',` las vegas ',` las vegas ',702/739 -4111,702-791-7352,buffets,chinese,424,666,ballys big kitchen,3645 las vegas blvd s,Las Vegas,7027394111,unknown,buffets,moongate,3400 las vegas blvd s,las vegas,7027917352,unknown,chinese
342,0,` planet hollywood ',petrossian,' 140 w. 57th st. ',' 182 w. 58th st. ',` new york ',` new york city ',212/333 -7827,212-245-2214,american,russian,328,52,planet hollywood,140 west 57th street,new york,2123337827,unknown,american,petrossian,182 west 58th street,New York City,2122452214,unknown,russian
343,0,` tommy tang \ 's ',` mo better meatty meat ',' 7313 melrose ave. ',' 7261 melrose ave. ',` los angeles ',la,213/937 -5733,213-935-5280,asian,hamburgers,167,579,tommy tang,7313 melrose avenue,Los Angeles,2139375733,unknown,asian,mo better meatty meat,7261 melrose avenue,la,2139355280,unknown,hamburgers
344,1,` le montrachet ',` le montrachet bistro ',' 3000 w. paradise rd. ',' 3000 paradise rd. ',` las vegas ',` las vegas ',702/732 -5111,702-732-5651,continental,` french bistro ',69,69,le montrachet,3000 w paradise rd,Las Vegas,7027325111,unknown,continental,le montrachet,3000 paradise road,Las Vegas,7027325651,unknown,french
345,0,` yolie \ 's ',` joe \ 's ',' 3900 paradise rd. ',' 1023 abbot kinney blvd. ',` las vegas ',venice,702/794 -0700,310-399-5811,` steak houses ',` american ( new ) ',452,560,yolie s,3900 paradise road,Las Vegas,7027940700,unknown,steakhouse,joe s,1023 abbot kinney blvd.,venice,3103995811,unknown,american
346,0,` annie \ 's thai castle ',` cafe sunflower ',' 3195 roswell rd. ',' 5975 roswell rd. ',atlanta,atlanta,404/264 -9546,404-256-1675,asian,` health food ',381,683,annies thai castle,3195 roswell road,Atlanta,4042649546,unknown,asian,cafe sunflower,5975 roswell road,atlanta,4042561675,unknown,health food
347,0,` bugsy \ 's diner ',` morton \ 's of chicago ( las vegas ) ',' 3555 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -3111,702-893-0703,` coffee shops/diners ',steakhouses,431,667,bugsy diners,3555 las vegas boulevard south,Las Vegas,7027333111,unknown,coffee shops/diners,morton's of chicago,3200 las vegas boulevard south,Las Vegas,7028930703,unknown,steakhouse
348,0,` french quarter food shop ',` ritz-carlton cafe ( atlanta ) ',' 923 peachtree st. at 8th st. ',' 181 peachtree st. ',atlanta,atlanta,404/875 -2489,404-659-0400,southern,` american ( new ) ',396,711,french quarter food shop,923 peachtree street at 8th street,Atlanta,4048752489,unknown,southern,ritz-carlton cafe,181 peachtree street,Atlanta,4046590400,unknown,american
349,0,` french quarter food shop ',` ritz-carlton restaurant ',' 923 peachtree st. at 8th st. ',' 181 peachtree st. ',atlanta,atlanta,404/875 -2489,404-659-0400,southern,` french ( classic ) ',396,91,french quarter food shop,923 peachtree street at 8th street,Atlanta,4048752489,unknown,southern,ritz-carlton,181 peachtree street,Atlanta,4046590400,unknown,french
350,0,` mambo restaurante cubano ',` indigo coastal grill ',' 1402 n. highland ave. ',' 1397 n. highland ave. ',atlanta,atlanta,404/874 -2626,404-876-0676,caribbean,eclectic,406,84,mambo restaurante cubano,1402 n highland ave,atlanta,4048742626,unknown,caribbean,indigo coastal grill,1397 n highland avenue,Atlanta,4048760676,unknown,eclectic
351,0,` masa \ 's ',` kelly \ 's on trinity ',' 648 bush st. ',' 333 bush st. ',` san francisco ',` san francisco ',415/989 -7154,415-362-4454,french,californian,106,733,masa s,648 bush street,San Francisco,4159897154,unknown,french,kelly s on trinity,333 bush street,san francisco,4153624454,unknown,californian
352,0,` bertolini \ 's ',` chin \ 's ',' 3570 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/735 -4663,702-733-8899,italian,chinese,427,67,bertolini,3570 las vegas blvd s,las vegas,7027354663,unknown,italian,chins,3200 las vegas boulevard south,Las Vegas,7027338899,unknown,chinese
353,1,` la folie ',` la folie ',' 2316 polk st. ',' 2316 polk st. ',` san francisco ',` san francisco ',415/776 -5577,415-776-5577,french,` french ( new ) ',104,104,la folie,2316 polk street,San Francisco,4157765577,unknown,french,la folie,2316 polk street,San Francisco,4157765577,unknown,french
354,0,` border grill ',` andre \ 's french restaurant ',' 4th st. ',' 401 s. 6th st. ',` los angeles ',` las vegas ',310/451 -1655,702-385-5016,mexican,` french ( classic ) ',116,656,border grill,4th street,los angeles,3104511655,unknown,mexican,andres french restaurant,401 s street,las vegas,7023855016,unknown,french
355,0,` cafe roma ',` spago ( las vegas ) ',' 3570 las vegas blvd. s ',' 3500 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-369-6300,` coffee shops/diners ',californian,433,670,cafe roma,3570 las vegas blvd s,Las Vegas,7027317547,unknown,coffee shops/diners,spago,3500 las vegas blvd s,Las Vegas,7023696300,unknown,californian
356,0,dive !,jiraffe,' 10250 santa monica blvd. ',' 502 santa monica blvd ',` los angeles ',` santa monica ',310/788 -,310-917-6671,` dive american ',californian,128,558,dive,10250 santa monica boulevard,los angeles,310788,unknown,american,jiraffe,502 santa monica boulevard,Santa Monica,3109176671,unknown,californian
357,0,` bugsy \ 's diner ',` steak house the ',' 3555 las vegas blvd. s ',' 2880 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -3111,702-734-0410,` coffee shops/diners ',steakhouses,431,72,bugsys diner,3555 las vegas blvd s,Las Vegas,7027333111,unknown,coffee shops/diners,steak house,2880 las vegas blvd s,las vegas,7027340410,unknown,steakhouses
358,0,mikado,` buccaneer bay club ',' 3400 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-894-7350,asian,continental,446,657,mikado,3400 las vegas boulevard south,las vegas,7027917111,unknown,asian,buccaneer bay club,3300 las vegas boulevard south,Las Vegas,7028947350,unknown,continental
359,1,` the palm ',` palm the ( los angeles ) ',' 9001 santa monica blvd. ',' 9001 santa monica blvd. ',` los angeles ',` w. hollywood ',310/550 -8811,310-550-8811,american,steakhouses,15,15,the palm,9001 santa monica blvd.,los angeles,3105508811,unknown,american,palm the,9001 santa monica blvd,w hollywood,3105508811,unknown,steakhouses
360,0,tomtom,` la grotta ',' 3393 peachtree rd. ',' 2637 peachtree rd. ne ',atlanta,atlanta,404/264 -1163,404-231-1368,continental,italian,422,85,tomtom,3393 peachtree road,Atlanta,4042641163,unknown,continental,la grotta,2637 peachtree rd ne,Atlanta,4042311368,unknown,italian
361,1,` buckhead diner ',` buckhead diner ',' 3073 piedmont road ',' 3073 piedmont rd. ',atlanta,atlanta,404/262 -3336,404-262-3336,american,` american ( new ) ',78,78,buckhead diner,3073 piedmont road,Atlanta,4042623336,unknown,american,buckhead diner,3073 piedmont road,Atlanta,4042623336,unknown,american
362,0,` alley \ 's end ',` cafe des artistes ',' 311 w. 17th st. ',' 1 w. 67th st. ',` new york ',` new york city ',212/627 -8899,212-877-3500,american,` french ( classic ) ',178,27,alleys end,311 west 17th street,new york,2126278899,unknown,american,cafe des artistes,1 west sixty seventh street,New York City,2128773500,unknown,french
363,0,` masa \ 's ',` martha \ 's ',' 648 bush st. ',' 22nd street grill 25 22nd ',` san francisco ',` st. hermosa beach ',415/989 -7154,310-376-7786,french,american,106,575,masa,648 bush street,san francisco,4159897154,unknown,french,marthas,22nd street grill 25 22nd,St. Hermosa Beach,3103767786,unknown,american
364,0,` steak house ',` peter luger steak house ',' 2880 las vegas blvd. s ',' 178 broadway ',` las vegas ',brooklyn,702/734 -0410,718-387-7400,` steak houses ',steakhouses,72,637,steak house,2880 las vegas blvd s,Las Vegas,7027340410,unknown,steak,peter luger steak house,178 broadway,brooklyn,7183877400,unknown,steakhouses
365,0,` alley \ 's end ',yama,' 311 w. 17th st. ',' 122 e. 17th st. ',` new york ',` new york city ',212/627 -8899,212-475-0969,american,japanese,178,654,alleys end,311 w. 17th street,New York,2126278899,unknown,american,yama,122 e. 17th street,New York City,2124750969,unknown,japanese
366,1,` ritz-carlton restaurant and dining room ',` ritz-carlton dining room ( san francisco ) ',' 600 stockton st. ',' 600 stockton st. ',` san francisco ',` san francisco ',415/296 -7465,415-296-7465,american,` french ( new ) ',110,110,ritz-carlton restaurant and dining room,600 stockton street,San Francisco,4152967465,unknown,american,ritz-carlton dining room,600 stockton street,San Francisco,4152967465,unknown,french
367,0,` circus circus ',` chin \ 's ',' 2880 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-733-8899,buffets,chinese,437,67,circus circus,2880 las vegas blvd s,Las Vegas,7027340410,unknown,buffets,chins,3200 las vegas boulevard south,las vegas,7027338899,unknown,chinese
368,0,` china grill ',` la cote basque ','60 w. 53rd st. ','60 w. 55th st. ',` new york ',` new york city ',212/333 -7788,212-688-6525,american,` french ( classic ) ',219,40,china grill,60 west 53rd street,new york,2123337788,unknown,american,la cote basque,60 w. 55th street,New York City,2126886525,unknown,french
369,0,` tavola calda ',` mo better meatty meat ',' 7371 melrose ave. ',' 7261 melrose ave. ',` los angeles ',la,213/658 -6340,213-935-5280,italian,hamburgers,165,579,tavola calda,7371 melrose avenue,Los Angeles,2136586340,unknown,italian,mo better meatty meat,7261 melrose avenue,la,2139355280,unknown,hamburgers
370,0,eclipse,` johnny rockets ( la ) ',' 8800 melrose ave. ',' 7507 melrose ave. ',` los angeles ',la,310/724 -5959,213-651-3361,californian,american,132,564,eclipse,8800 melrose avenue,Los Angeles,3107245959,unknown,californian,johnny rockets,7507 melrose avenue,LA,2136513361,unknown,american
