id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year,left_vldb,right_vldb
2699,0,Efficient Algorithms for Mining Outliers from Large Data Sets,"Kyuseok Shim, Sridhar Ramaswamy, Rajeev Rastogi",SIGMOD Conference,2000,VAL -,VAL -,VAL -,VAL -,,
2700,0,Data Management for Earth System Science,VAL -,ACM SIGMOD Record,1997,Aurora: A Data Stream Management System,"D. Abadi, D. Carney, U. Çetintemel, M. Cherniack, C. Convey, C. Erwin, E. Galvez, M. Hatoun, A. Maskey, A. Rasin, A. Singer, M. Stonebraker, N. Tatbul, Y. Xing, R. Yan, S. Zdonik",SIGMOD Conference,2003,VAL -,VAL -
2701,0,Metu Interoperable Database System,VAL -,VAL -,1995,Probview: A Flexible Probabilistic Database System,"Laks V. S. Lakshmanan, Nicola Leone, Robert Ross, V. S. Subrahmanian",ACM Transactions on Database Systems (TODS),VAL -,,
2702,0,Capturing and Querying Multiple Aspects of Semistructured Data,"Curtis E. Dyreson, Michael H. Böhlen, Christian S. Jensen",VLDB,1999,Distributed Query Evaluation on Semistructured Data ACM Transactions on Database Systems (TODS),Dan Suciu,VAL -,2002,,
2703,1,Informix Online XPS,Robert H. Gerber,VAL -,VAL -,Informix Online XPS,Bob Gerber,SIGMOD Conference,1995,,
2704,0,The Zero-Delay Data Warehouse,Eva Kühn,VAL -,VAL -,Declustering Databases on Heterogeneous Disk Systems,"Ling Tony Chen, Doron Rotem, Sidhar Seshadri",Very Large Data Bases,1995,,
2705,0,semantic assumptions and query evaluation in temporal databases,"Sushil Jajodia, Xiaoyang Sean Wang, Elisa Bertino, Claudio Bettini",SIGMOD Conference,1995,semantic access : semantic interface for querying databases,"Naphtali Rishe, Jun Yuan, Rukshan Athauda, Shu-Ching Chen, Xiaoling Lu, Xiaobin Ma, Alexander Vaschillo, Artyom Shaposhnikov, Dmitry Vasilevsky",VLDB,2000,,
2706,0,Data replication for mobile computers,"A. Prasad Sistla, Ouri Wolfson, Yixiu Huang",VAL -,1994,Are quorums an alternative for data replication?,"Ricardo Jiménez-Peris, M. Patiño-Martínez, Gustavo Alonso, Bettina Kemme",ACM Transactions on Database Systems (TODS),2003,,
2707,1,A Sequential Pattern Query Language For Supporting Instant Data Mining For E-Services,"Reza Sadri, Amir M. Zarkesh, Jafar Adibi, Carlo Zaniolo",VAL -,2001,A Sequential Pattern Query Language For Supporting Instant Data Mining For E-Services,"Reza Sadri, Carlo Zaniolo, Amir M. Zarkesh, Jafar Adibi",VLDB,2001,,
2708,0,Eager Aggregation and Lazy Aggregation,VAL -,VAL -,VAL -,Software as a Service: ASP and ASP Aggregation,Christoph Bussler,SIGMOD Conference,2002,VAL -,VAL -
2709,1,panel: future directions of database research - the vldb broadening strategy,Michael L. Brodie,VLDB,2000,VAL -,VAL -,Very Large Data Bases,VAL -,,
2710,0,The Ores Temporal Database Management System,VAL -,SIGMOD Conference,1994,An Empirical Performance Study of the Ingres Search Accelerator for a Large Property Management Database System,VAL -,VLDB,1994,,
2711,1,The Database Group at University of Hagen,"Silke Mittrach, Gunter Schlageter, Thomas Berkel, Andreas Scherer, Eberhard Heuel, Wolfgang Wilkes",ACM SIGMOD Record,1995,The Database Group at University of Hagen,"Gunter Schlageter, Thomas Berkel, Eberhard Heuel, Silke Mittrach, Andreas Scherer, Wolfgang Wilkes",ACM SIGMOD Record,1995,,
2712,0,Data Management for Pervasive Computing,VAL -,VAL -,2001,Data Management for Earth System Science,"James Frew, Jeff Dozier",ACM SIGMOD Record,VAL -,,
2713,0,The Implementation and Performance of Compressed Databases,VAL -,ACM SIGMOD Record,2000,The Design and Implementation of a Sequence Database System,"Praveen Seshadri, Miron Livny, Raghu Ramakrishnan",Very Large Data Bases,1996,VAL -,VLDB
2714,0,On the Computation of Relational View Complements,VAL -,ACM Transactions on Database Systems (TODS),2003,Incremental Computation of Nested Relational Query Expressions,"Lars Baekgaard, Leo Mark",VAL -,1995,,
2715,0,Editorial Richard T. Snodgrass,VAL -,ACM Trans. Database Syst.,2001,"Guest Editorial Amr El Abbadi, Gunter Schlageter, Kyu-Young Whang",VAL -,VLDB Journal,2001,,VLDB Journal
2716,0,Database Management Systems and the Internet,VAL -,VAL -,1996,DWMS: Data Warehouse Management System,VAL -,Very Large Data Bases,1996,VAL -,VLDB
2717,0,Supporting Top-K Join Queries in Relational Databases,VAL -,VAL -,VAL -,Querying Multiple Features of Groups in Relational Databases,"Damianos Chatziantoniou, Kenneth A. Ross",Very Large Data Bases,1996,,
2718,0,The Ores Temporal Database Management System,VAL -,SIGMOD Conference,1994,The MLPQ/GIS Constraint Database System,"Peter Revesz, Rui Chen, Pradip Kanjamala, Yiming Li, Yuguo Liu, Yonghui Wang",International Conference on Management of Data,2000,VAL -,VAL -
2719,1,Dynamic Buffer Allocation in Video-on-Demand Systems,"Kyu-Young Whang, Yang-Sae Moon, Il-Yeol Song, Sang Ho Lee",VAL -,VAL -,Dynamic Buffer Allocation in Video-on-Demand Systems,"Sang-Ho Lee, Kyu-Young Whang, Yang-Sae Moon, Il-Yeol Song",SIGMOD Conference,2001,,
2720,0,On the Computation of Multidimensional Aggregates,"Sunita Sarawagi, Ashish Gupta, Rakesh Agrawal, Prasad Deshpande, Jeffrey F. Naughton, Sameet Agarwal, Raghu Ramakrishnan",VAL -,1996,Approximate Computation of Multidimensional Aggregates of Sparse Data Using Wavelets,VAL -,SIGMOD Conference,1999,,
2721,0,Index Nesting,"Han Jiawei, Ooi Beng Chin, Lu Hongjun, Tan Kian-Lee",VLDB Journal,1996,NAOS,VAL -,Very Large Data Bases,VAL -,,
2722,0,Static Detection of Security Flaws in Object-Oriented Databases,VAL -,SIGMOD Conference,1996,A Logical Foundation for Deductive Object-Oriented Databases,"Mengchi Liu, Gillian Dobbie, Tok Wang Ling",ACM Transactions on Database Systems (TODS),2002,,
2723,0,Optimizing queries with universal quantification in object-oriented and object-relational databases,"Guido Moerkotte, Jens Claußen, Klaus Peithner, Alfons Kemper",VAL -,1997,Bulk-loading techniques for object databases and an application to relational data,"Sihem Amer-Yahia, Sophie Cluet, Claude Delobel",Very Large Data Bases,1998,,
2724,0,A Logical Foundation for Deductive Object-Oriented Databases,VAL -,VAL -,VAL -,Extraction of Object-Oriented Structures from Existing Relational Databases,"Shekar Ramanathan, Julia Hodges",ACM SIGMOD Record,1997,,
2725,1,On the Discovery of Interesting Patterns in Association Rules,VAL -,VLDB,VAL -,On the Discovery of Interesting Patterns in Association Rules,"Sridhar Ramaswamy, Sameer Mahajan, Abraham Silberschatz",Very Large Data Bases,1998,,
2726,0,Partial Results For Online Query Processing,VAL -,SIGMOD Conference,2002,Genesys: A System For Efficient Spatial Query Processing,"Thomas Brinkhoff, Hans-Peter Kriegel, Ralf Schneider, Bernhard Seeger",SIGMOD Conference,1994,VAL -,VAL -
2727,0,mpeg-7 and multimedia database systems,VAL -,ACM SIGMOD Record,VAL -,metadata for multimedia documents,"Klemens B&#246;hm, Thomas C. Rakow",ACM SIGMOD Record,1994,,
2728,0,The Aditi Deductive Database System,VAL -,VLDB Journal,VAL -,The Active Database Management System Manifesto: A Rulebase of ADBMS Features,Corporate Act-Net Consortium,ACM SIGMOD Record,1996,,
2729,0,Incremental Computation and Maintenance of Temporal Aggregates,"Yang Jun, Widom Jennifer",VLDB Journal,2003,Incremental Computation of Nested Relational Query Expressions,"Baekgaard Lars, Mark Leo",ACM Transactions on Database Systems (TODS),1995,VLDB Journal,VAL -
2730,0,Information Integration and XML in IBM's DB2,Patricia G. Selinger,VAL -,VAL -,A Case-Based Approach to Information Integration,"Maurizio Panti, Luca Spalazzi, Alberto Giretti",VLDB,2000,,
2731,0,Document Management as a Database Problem,VAL -,VLDB,VAL -,Open Object Database Management Systems,Jos É A. Blakeley,SIGMOD Conference,1994,,
2732,0,"the hbp-tree: a modified hb-tree supporting concurrency, recovery and node consolidation",VAL -,VLDB,1995,"the hb $\pi$ tree: a multi-attribute index supporting concurrency, recovery and node consolidation","Georgios Evangelidis, David Lomet, Betty Salzberg",VLDB Journal,1997,,
2733,0,generalized search trees for database systems,VAL -,VLDB,VAL -,research issues in databases for arcs,Anindya Datta,ACM SIGMOD Record,1994,,
2734,0,Information Director's Message,VAL -,ACM SIGMOD Record,1998,Information Rules,Dale A. Stirling,ACM SIGMOD Record,2003,VAL -,VAL -
2735,0,Extraction of Object-Oriented Structures from Existing Relational Databases,"Julia E. Hodges, Shekar Ramanathan",ACM SIGMOD Record,1997,Index Nesting - An Efficient Approach to Indexing in Object-Oriented Databases,VAL -,VLDB Journal,VAL -,VAL -,VLDB Journal
2736,0,A Robust Optimization-Based Approach For Approximate Answering Of Aggregate Queries,"Vivek R. Narasayya, Gautam Das, Surajit Chaudhuri",SIGMOD Conference,VAL -,New Sampling-Based Summary Statistics For Improving Approximate Query Answers,VAL -,International Conference on Management of Data,VAL -,,
2737,0,panel: future directions of database research,VAL -,VLDB,2000,scientific databases - state of the art and future directions,"Maria Zemankova, Yannis E. Ioannidis",Very Large Data Bases,VAL -,,
2738,0,Report on the 17th Brazilian Symposium on Database Systems (SBBD),"Nina Edelweiss, Ana Carolina Salgado",ACM SIGMOD Record,2003,Report on the 18th British National Conference on Databases (BNCOD),"Carole Goble, Brian Read",VAL -,VAL -,,
2739,0,Data Placement in Shared-Nothing Parallel Database Systems,"Manish Mehta, David J. Dewitt",VLDB Journal,1997,Managing Intra-Operator Parallelism in Parallel Database Systems,"Manish Mehta, David J. Dewitt",Very Large Data Bases,1995,,
2740,0,A Scalable and Highly Available Networked Database Architecture,VAL -,VAL -,1999,Online Scaling in a Highly Available Database,VAL -,Very Large Data Bases,2001,,
2741,0,Open Object Database Management Systems,VAL -,SIGMOD Conference,1994,The CCube Constraint Object-Oriented Database System,"Alexander Brodsky, Victor E. Segal, Jia Chen, Paval A. Exarkhopoulo",International Conference on Management of Data,VAL -,,
2742,0,Guest Editorial: Databases and the Web,VAL -,VLDB Journal,2000,Guest Editorial,"Fabio Casati, Ming-Chien Shan, Dimitrios Georgakopoulos",VLDB Journal,2001,,
2743,0,Reminiscences on Influential Papers,"Kenneth A. Ross, Kyuseok Shim, Mary F. Fernandez",VAL -,2002,Reminiscences on Influential Papers,Kenneth A. Ross,ACM SIGMOD Record,2003,,
2744,0,modeling high-dimensional index structures using sampling,VAL -,SIGMOD Conference,2001,the tv-tree : an index structure for high-dimensional data,"king ip lin, h. v. jagadish, christos faloutsos",VLDB Journal,1994,,
2745,0,dwms: data warehouse management system,VAL -,VLDB,1996,the wasa2 object-oriented workflow management system,"Gottfried Vossen, Mathias Weske",SIGMOD Conference,VAL -,,
2746,0,On the Costs of Multilingualism in Database Systems,"A. Kumaran, Jayant R. Haritsa",VAL -,VAL -,Promises and Realities of Active Database Systems,"Eric Simon, Angelika Kotz Dittrich",Very Large Data Bases,1995,,
2747,1,VXMLR: A Visual XML-Relational Database System,VAL -,VAL -,VAL -,VXMLR: A Visual XML-Relational Database System,"Aoying Zhou, Hongjun Lu, Shihui Zheng, Yuqi Liang, Long Zhang, Wen Yun Ji, Zengping Tian",Very Large Data Bases,VAL -,,
2748,1,Deadlock Detection in Distributed Database Systems,"Kemper, Alfons; Gudes, Ehud; Krivokapic, Natalija",VLDB Journal,1999,Deadlock Detection in Distributed Database Systems,"Krivokapi&#263;, Natalija; Kemper, Alfons; Gudes, Ehud",VAL -,VAL -,,
2749,0,hd-eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,xmdvtool: visual interactive data exploration and trend discovery of high-dimensional data sets,VAL -,International Conference on Management of Data,2002,VAL -,VAL -
2750,0,relaxed transaction processing,"Darrell Woelk, Munindar P. Singh, Christine Tomlinson",SIGMOD Conference,1994,databases and transaction processing : an application-oriented approach,VAL -,ACM SIGMOD Record,2002,,
2751,0,xmill,"Hartmut Liefke, Dan Suciu",SIGMOD Conference,2000,XPress,"Jun-Ki Min, Myung-Jae Park, Chin-Wan Chung",International Conference on Management of Data,2003,,
2752,0,Aggregate Maintenance For Data Warehousing In Informix,VAL -,VLDB,2001,Efficient View Maintenance At Data Warehouses,"D. Agrawal, A. El Abbadi, A. Singh, T. Yurek",SIGMOD Conference,VAL -,,
2753,0,Temporal Aggregation in Active Database Rules,"Iakovos Motakis, Carlo Zaniolo",SIGMOD Conference,1997,Mining Fuzzy Association Rules in Databases,"Chan Man Kuok, Ada Fu, Man Hon Wong",ACM SIGMOD Record,1998,,
2754,0,The Software Information Base,VAL -,VLDB Journal,1995,The Structured Information Manager,Ron Sacks-Davis,Very Large Data Bases,1996,,
2755,0,Database Patchwork on the Internet,"Reinhard Braumandl, Alfons Kemper, Donald Kossmann",SIGMOD Conference,1999,Determining Text Databases to Search in the Internet Very Large Data Bases VAL -,VAL -,VAL -,VAL -,,
2756,0,efficient similarity search for market basket data,"Alexandros Nanopoulos, Yannis Manolopoulos",VAL -,2002,efficient user-adaptable similarity search in large multimedia databases,"Thomas Seidl, Hans-Peter Kriegel",Very Large Data Bases,VAL -,,
2757,0,Constructing the Next 100 Database Management Systems,VAL -,ACM SIGMOD Record,1994,Aurora: A Data Stream Management System,"D. Abadi, D. Carney, U. Çetintemel, M. Cherniack, C. Convey, C. Erwin, E. Galvez, M. Hatoun, A. Maskey, A. Rasin, A. Singer, M. Stonebraker, N. Tatbul, Y. Xing, R. Yan, S. Zdunk",SIGMOD Conference,2003,,
2758,0,Using the Calanda Time Series Management System,VAL -,SIGMOD Conference,1995,The Ores Temporal Database Management System,"Babis Theodoulidis, Aziz Ait-Braham, George Andrianopoulos, Jayant Chaudhary, George Karvelis, Simon Sou",International Conference on Management of Data,1994,,
2759,0,Strudel: A Web-Site Management System,VAL -,SIGMOD Conference,1997,Building Knowledge Base Management Systems,"John Mylopoulos, Vinay Chaudhri, Dimitris Plexousakis, Adel Shrufi, Thodoros Topologlou",VLDB Journal,1996,,
2760,0,Archiving Scientific Data,"Sanjeev Khanna, Peter Buneman, Wang Chiew Tan, Keishi Tajima",SIGMOD Conference,VAL -,"A Distributed Scientific Data Archive Using the Web, XML and SQL/Med","Mark Papiani, Jasmin L. Wason, Alistair N. Dunlop, Denis A. Nicole",ACM SIGMOD Record,1999,,
2761,1,KODA - The Architecture and Interface of a Data Model Independent Kernel,VAL -,VLDB,1998,KODA - The Architecture and Interface of a Data Model Independent Kernel,VAL -,Very Large Data Bases,VAL -,,
2762,0,Object Database Evolution Using Separation of Concerns,"Peter Sawyer, Awais Rashid",ACM SIGMOD Record,VAL -,Schema and Database Evolution in the O2 Object Database System,"Fabrizio Ferrandina, Thorsten Meyer, Roberto Zicari, Guy Ferran, Joëlle Madec",Very Large Data Bases,1995,VAL -,VLDB
2763,0,The Samos Active DBMS Prototype,"Klaus R. Dittrich, Stella Gatziu, Andreas Geppert",SIGMOD Conference,VAL -,The Oasis Multidatabase Prototype,"Mark Roantree, John Murphy, Wilhelm Hasselbring",ACM SIGMOD Record,1999,VAL -,VAL -
2764,0,Reminiscences on Influential Papers,VAL -,ACM SIGMOD Record,1998,Reminiscences on Influential Papers 2002,Kenneth A. Ross,ACM SIGMOD Record,VAL -,,
2765,0,Optimizing the Secure Evaluation of Twig Queries,"Sihem Amer-Yahia, Divesh Srivastava, Sungran Cho, Lakshmanan",VAL -,2002,Parallel Evaluation of Multi-Join Queries,"Annita N. Wilschut, Jan Flokstra, Peter M. G. Apers",SIGMOD Conference,VAL -,,
2766,0,Guest Editor's Introduction,VAL -,ACM SIGMOD Record,VAL -,"Guest Editorial Paolo Atzeni, Alberto O. Mendelzon",VAL -,VLDB Journal,2000,,
2767,1,Fast Incremental Indexing For Full-Text Information Retrieval,VAL -,VAL -,VAL -,Fast Incremental Indexing For Full-Text Information Retrieval,"Eric W. Brown, James P. Callan, Bruce Croft",Very Large Data Bases,1994,,
2768,1,A Framework For Information Visualisation,"Peter J. Barclay, Kenneth J. Mitchell, Jessie B. Kennedy",ACM SIGMOD Record,VAL -,A Framework For Information Visualisation,VAL -,ACM SIGMOD Record,1996,VAL -,VAL -
2769,0,Architectures for Internal Web Services Deployment,VAL -,VLDB,VAL -,A Conceptual Architecture for Semantic Web Enabled Web Services,"Christoph Bussler, Dieter Fensel, Alexander Maedche",ACM SIGMOD Record,2002,,
2770,1,TSQL2 Language Specification,"Wolfgang Käfer, Curtis E. Dyreson, Arie Segev, Krishna G. Kulkarni, Michael D. Soo, Don S. Batory, Ramez Elmasri, Nikos A. Lorentzos, Nick Kline, John F. Roddick, Gad Ariav, James Clifford, Richard T. Snodgrass, Suryanarayana M. Sripada, T.Y. Cliff Leung, Fabio Granda, Ilsoo Ahn, Christian S. Jensen",ACM SIGMOD Record,VAL -,TSQL2 Language Specification,"Richard T. Snodgrass, Ilsoo Ahn, Gad Ariav, Don Batory, James Clifford, Curtis E. Dyreson, Ramez Elmasri, Fabio Granda, Christian S. Jensen, Wolfgang Käfer, Nick Kline, Krishna Kulkarni, T.Y. Cliff Leung, Nikos Lorentzos, John F. Roddick, Arie Segev, Michael D. Soo, Suryanarayana M. Sripada",ACM SIGMOD Record,VAL -,,
2771,0,Work and Information Practices in the Sciences of Biodiversity,VAL -,VLDB,VAL -,Research Directions in Biodiversity Informatics,John L. Schnase,VLDB,2000,,
2772,0,visdb : a system for visualizing large databases,"Hans-Peter Kriegel, Daniel A. Keim",SIGMOD Conference,1995,Sampling Large Databases for Association Rules VAL -,VAL -,VAL -,VAL -,,
2773,0,"Semantic Web Workshop: Models, Architectures and Management","Vassilis Christophides, Dimitris Plexousakis, Panos Constantopoulos",VAL -,VAL -,Aurora: A New Model and Architecture for Data Stream Management,"Daniel J. Abadi, Don Carney, Ugur Çetintemel, Mitch Cherniack, Christian Convey, Sangdon Lee, Michael Stonebraker, Nesime Tatbul, Stan Zdonik",VLDB Journal,2003,,
2774,1,What happens during a join?,"Stefan Manegold, Martin L. Kersten, Peter A. Boncz",VAL -,2000,What happens during a join?,VAL -,Very Large Data Bases,2000,,
2775,0,Supervised Wrapper Generation with Lixto,"Sergio Flesca, Robert Baumgartner, Georg Gottlob",VLDB,2001,Visual Web Information Extraction with LIXTO,VAL -,Very Large Data Bases,VAL -,,
2776,0,Lore: A Database Management System for Semistructured Data,"Roy Goldman, Serge Abiteboul, Jennifer Widom, Dallan Quass, Jason McHugh",VAL -,1997,Open Object Database Management Systems,Jos É. A. Blakeley,International Conference on Management of Data,1994,,
2777,0,Garbage Collection in Object-Oriented Databases Using Transactional Cyclic Reference Counting,"Sudarshan S., Roy Prasan, Silberschatz Abraham, Ashwin Srinivas, Seshadri S.",VAL -,1998,Index Configuration in Object-Oriented Databases,Bertino Elisa,VLDB Journal,1994,,
2778,0,Guest Editor's Introduction SIGMOD Record,Karl Aberer,VAL -,2003,Guest Editorial Alon Y. Halevy,VAL -,VLDB Journal,2002,,
2779,0,An Annotated Bibliography on Real-Time Database Systems,VAL -,ACM SIGMOD Record,VAL -,An Aspect of Query Optimization in Multidatabase Systems,"Chiang Lee, Chia-Jung Chen, Hongjun Lu",ACM SIGMOD Record,1995,,
2780,0,A Scalable Algorithm For Answering Queries Using Views,"Rachel Pottinger, Alon Y. Levy",VLDB,2000,A Scalable Hash Ripple Join Algorithm,"Gang Luo, Curt J. Ellmann, Peter J. Haas, Jeffrey F. Naughton",SIGMOD Conference,VAL -,,
2781,0,Optimization of queries with user-defined predicates,VAL -,ACM Trans. Database Syst.,VAL -,Minimization of tree pattern queries,"Sihem Amer-Yahia, Sungran Cho, Laks V.S. Lakshmanan, Divesh Srivastava",SIGMOD Conference,2001,,
2782,0,Sideway Value Algebra for Object-Relational Databases,"Z. Meral Özsoyoğlu, Gultekin Özsoyoğlu, Abdullah Al-Hamdani, Özgür Ulusoy, Selma Ayse Özel, Ismail Sengör Altingövde",VLDB,VAL -,Managing Intervals Efficiently in Object-Relational Databases,VAL -,VLDB,2000,,
2783,1,Proximity Search in Databases,"Narayanan Shivakumar, Hector Garcia-Molina, Roy Goldman, Suresh Venkatasubramanian",VLDB,1998,Proximity Search in Databases,VAL -,Very Large Data Bases,VAL -,,
2784,0,Join Synopses for Approximate Query Answering,VAL -,SIGMOD Conference,1999,AQUA: A Fast Decision Support System Using Approximate Query Answers,VAL -,Very Large Data Bases,1999,,
2785,0,Aggregation Algorithms For Very Large Compressed Data Warehouses,Val -,VLDB,1999,Issues In Developing Very Large Data Warehouses,"Lyman Do, Pamela Drew, Wei Jin, Vish Jumani, David Van Rossum",VLDB,1998,,
2786,0,query evaluation in deductive databases with alternating fixpoint semantics,weidong chen,ACM Trans. Database Syst.,VAL -,semantic assumptions and query evaluation in temporal databases,"Claudio Bettini, X. Sean Wang, Elisa Bertino, Sushil Jajodia",SIGMOD Conference,1995,VAL -,VAL -
2787,0,Guest Editorial,"Kyu-Young Whang, Gunter Schlageter, Amr El Abbadi",VLDB Journal,VAL -,Editorial Richard Snodgrass ACM Transactions on Database Systems (TODS),VAL -,ACM TODS,VAL -,,
2788,0,standards in practice,"Jim Melton, Andrew Eisenberg",ACM SIGMOD Record,1998,standards acm sigmod record,VAL -,VAL -,2002,,
2789,0,Grid Data Management Systems & Services,"Reagan Moore, Arun Jagatheesan, Paul Watson, Norman W. Paton",VLDB,VAL -,LORE: A Database Management System for Semistructured Data,VAL -,ACM SIGMOD Record,1997,,
2790,0,NSF Workshop on Industrial/Academic Cooperation in Database Systems,"Leonard J. Seligman, Michael J. Carey",VAL -,VAL -,ACM Multimedia '94 Conference Workshop on Multimedia Database Management Systems,"Bruce Berra, Kingsley Nwosu, Bhavani Thuraisingham",ACM SIGMOD Record,1995,,
2791,1,Mining Needle in a Haystack: Classifying Rare Classes via Two-Phase Rule Induction,VAL -,SIGMOD Conference,VAL -,Mining Needle in a Haystack: Classifying Rare Classes via Two-Phase Rule Induction,"Mahesh V. Joshi, Ramesh C. Agarwal, Vipin Kumar",International Conference on Management of Data,2001,,
2792,0,Query Unnesting in Object-Oriented Databases,VAL -,SIGMOD Conference,VAL -,A Logical Foundation for Deductive Object-Oriented Databases,"Mengchi Liu, Gillian Dobbie, Tok Wang Ling",ACM Transactions on Database Systems (TODS),2002,,
2793,0,Tail Recursion Elimination in Deductive Databases,VAL -,VAL -,VAL -,The Aditi Deductive Database System,"Vaghani Jayen, Ramamohanarao Kotagiri, Kemp David B., Somogyi Zoltan, Stuckey Peter J., Leask Tim S., Harland James",VLDB Journal,1994,,
2794,0,Xmas: An Extensible Main-Memory Storage System,VAL -,SIGMOD Conference,1998,"High-Performance and Scalability Through Application Tier, In-Memory Data Management",VAL -,VLDB,2000,,
2795,0,a foundation for multi-dimensional databases,VAL -,VLDB,1997,mining multi-dimensional constrained gradients in data cubes,"Guozhu Dong, Jiawei Han, Joyce M. W. Lam, Jian Pei, Ke Wang",Very Large Data Bases,2001,,
2796,0,Improving Timeliness in Real-Time Secure Database Systems,"Sang Hyuk Son, Rasikan David, Bhavani M. Thuraisingham",ACM SIGMOD Record,1996,"Integrating Temporal, Real-Time, and Active Databases","Krithi Ramamritham, Raju Sivasankaran, John A. Stankovic, Don T. Towsley, Ming Xiong",ACM SIGMOD Record,1996,,
2797,0,Efficient View Maintenance at Data Warehouses,"Tolga Yurek, Divyakant Agrawal, Amr El Abbadi, Ambuj K. Singh",SIGMOD Conference,1997,DYDA: Data Warehouse Maintenance in Fully Concurrent Environments,VAL -,International Conference on Management of Data,2001,,
2798,0,An efficient and resilient approach to filtering and disseminating streaming data,"Krithi Ramamritham, Shyamshankar Dharmarajan, Shetal Shah",VAL -,VAL -,Index nesting - an efficient approach to indexing in object-oriented databases,VAL -,VLDB Journal,1996,,
2799,0,Adam: A Testbed for Exploring the Use of Data Mining in Intrusion Detection,VAL -,ACM SIGMOD Record,2001,Special Issue on Data Mining for Intrusion Detection and Threat Analysis,Daniel Barbar&#225;,ACM SIGMOD Record,2001,VAL -,VAL -
2800,1,a database interface for file updates,"tova milo, serge abiteboul, sophie cluet",SIGMOD Conference,VAL -,a database interface for file update,"serge abiteboul, sophie cluet, tova milo",International Conference on Management of Data,1995,,
2801,1,Data Replication for Mobile Computers,"Prasad Sistla, Ouri Wolfson, Yixiu Huang",SIGMOD Conference,1994,Data Replication for Mobile Computers,VAL -,International Conference on Management of Data,VAL -,,
2802,1,C2P: Clustering Based on Closest Pairs,VAL -,VLDB,VAL -,C2P: Clustering Based on Closest Pairs,"Alexandros Nanopoulos, Yannis Theodoridis, Yannis Manolopoulos",VLDB,2001,,
2803,0,Research in Information Management at Dublin City University,VAL -,ACM SIGMOD Record,2002,Information Systems Research at George Mason University,"Sushil Jajodia, Daniel Bárbar Á., Alex Brodsky, Larry Kerschberg, Ami Motro, Edgar Sibley, X. Sean Wang",ACM SIGMOD Record,1997,,
2804,0,Declustering Databases on Heterogeneous Disk Systems,"Doron Rotem, Sridhar Seshadri, Ling Tony Chen",VLDB,1995,The Impact of Global Clustering on Spatial Database Systems,VAL -,Very Large Data Bases,VAL -,,
2805,0,efficient index structures for string databases,VAL -,VAL -,VAL -,birch : an efficient data clustering method for very large databases,"Tian Zhang, Raghu Ramakrishnan, Miron Livny",SIGMOD Conference,1996,,
2806,0,Reminiscences on Influential Papers,VAL -,ACM SIGMOD Record,2000,Reminiscences on Influential Papers,Richard Snodgrass,ACM SIGMOD Record,1998,VAL -,VAL -
2807,0,Object Query Standards,VAL -,ACM SIGMOD Record,1996,Standards,Andrew Eisenberg,ACM SIGMOD Record,2003,VAL -,VAL -
2808,0,Converting Relational to Object-Oriented Databases,Joseph Fong,ACM SIGMOD Record,VAL -,Processing Object-Oriented Queries with Invertible Late Bound Functions,"Staffan Flodin, Tore Risch",Very Large Data Bases,1995,VAL -,VLDB
2809,1,Cache-conscious concurrency control of main-memory indexes on shared-memory multiprocessor systems,VAL -,VAL -,VAL -,Cache-conscious concurrency control of main-memory indexes on shared-memory multiprocessor systems,"Sang K. Cha, Sangyong Hwang, Kihong Kim, Keunjoo Kwon",Very Large Data Bases,2001,,
2810,0,Retina: A Real-Time Traffic Navigation System,VAL -,SIGMOD Conference,2001,Review: A Real-Time Virtual Walkthrough System,"L. Shou, C. H. Chionh, Z. Huang, Y. Ruan, Kian-Lee Tan",International Conference on Management of Data,VAL -,,
2811,0,Optimizing queries with universal quantification in object-oriented and object-relational databases,VAL -,VLDB,VAL -,Fast algorithms for universal quantification in large databases,"Goetz Graefe, Richard L. Cole",TODS,1995,VLDB,VAL -
2812,0,Explaining Differences in Multidimensional Aggregates,VAL -,VAL -,1999,Efficient Concurrency Control in Multidimensional Access Methods,"Kaushik Chakrabarti, Sharad Mehrotra",SIGMOD Conference,VAL -,,
2813,0,Semantic B2B Integration,Christoph Bussler,SIGMOD Conference,2001,Semantic Integration in Heterogeneous Databases Using Neural Networks,"Wen-Syan Li, Chris Clifton",VLDB,VAL -,,
2814,1,An Approach for Building Secure Database Federations,VAL -,VLDB,1994,An Approach for Building Secure Database Federations,"Dirk Jonscher, Klaus R. Dittrich",VAL -,VAL -,,
2815,1,Storing and Querying Ordered XML Using a Relational Database System,VAL -,SIGMOD Conference,2002,Storing and Querying Ordered XML Using a Relational Database System,"Igor Tatarinov, Stratis Viglas, Kevin Beyer, Jayavel Shanmugasundaram, Eugene Shekita, Chun Zhang",International Conference on Management of Data,2002,,
2816,0,Space Optimization in Deductive Databases,"Sudarshan S., Divesh Srivastava, Raghu Ramakrishnan, Jeffrey F. Naughton",VAL -,1995,The Aditi Deductive Database System,"Vaghani J., Ramamohanarao K., Kemp D.B., Somogyi Z., Stuckey P.J., Leask T.S., Harland J.",VLDB Journal,1994,,
2817,1,Sensor: The Atomic Computing Particle,VAL -,ACM SIGMOD Record,VAL -,Sensor: The Atomic Computing Particle,Vijay Kumar,ACM SIGMOD Record,2003,,
