id,label,left_Song_Name,left_Artist_Name,left_Album_Name,left_Genre,left_Price,left_CopyRight,left_Time,left_Released,right_Song_Name,right_Artist_Name,right_Album_Name,right_Genre,right_Price,right_CopyRight,right_Time,right_Released,left_song_name,left_featured_artists,left_artist_name,left_album_name,left_is_explicit,left_primary_genre,left_secondary_genres,left_price,left_copyright_year,left_copyright_holder,left_duration_seconds,left_release_date,left_record_label,right_song_name,right_featured_artists,right_artist_name,right_album_name,right_is_explicit,right_primary_genre,right_secondary_genres,right_price,right_copyright_year,right_copyright_holder,right_duration_seconds,right_release_date,right_record_label,left_remix_by,right_artist_names,right_remix_by,left_artist_names,left_location,left_copyright_years,left_copyright_holders,left_copyright_year_2014,left_copyright_year_2015
361,0,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,So High ( feat . Ghost Loft ) [ Explicit ],Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:09,"August 19 , 2014",Remember You,['The Weeknd'],Wiz Khalifa,O.N.I.F.C.,False,Hip-Hop/Rap,"['East Coast Rap', 'Hardcore Rap', 'Rap']",1.99,2012,Atlantic Recording Corporation (US) and WEA International Inc. (world),320.0,2012-12-04,Atlantic Recording Corporation,So High,['Ghost Loft'],Wiz Khalifa,Blacc Hollywood (Deluxe),True,Rap & Hip-Hop,[],1.29,2014.0,Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company,249.0,2014-08-19,Warner Music Group,,,,,,,,,
233,0,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ 0.99,2012 PAXAM RECORDS,5:10,2-Jul-12,Carolina Rain ( Live in Cork ),Ryan Adams,Live After Deaf ( Cork ),"Folk , Rock",$ 0.99,2012 PAXAM RECORDS,5:41,"August 9 , 2012",If I Am a Stranger,[],Ryan Adams,Live After Deaf (Live),False,Singer/Songwriter,['Rock'],0.99,2012,PAXAM RECORDS,310.0,2012-07-02,,Carolina Rain,[],Ryan Adams,Live After Deaf (Cork),False,Folk,['Rock'],0.99,2012.0,PAXAM RECORDS,341.0,2012-08-09,PAXAM RECORDS,,,,,,,,,
232,0,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ 0.99,2012 PAXAM RECORDS,5:10,2-Jul-12,16 Days ( Live in Glasgow ),Ryan Adams,Live After Deaf ( Collection ),"Folk , Rock",$ 0.99,2012 PAXAM RECORDS,4:31,"July 2 , 2012",If I Am a Stranger,[],Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],False,Singer/Songwriter,['Rock'],0.99,2012,PAXAM RECORDS,310.0,2012-07-02,,16 Days,[],Ryan Adams,Live After Deaf (Collection),False,Rock,['Folk'],0.99,2012.0,PAXAM RECORDS,271.0,2012-07-02,,,,,,,,,,
69,0,Masterpiece ( feat . Jordan Rakei ),Disclosure,Caracal,"Electronic , Music , Dance , Garage , House , Rock",Album Only,"2015 Island Records , a division of Universal Music Operations Limited",4:01,,Holding On [ feat . Gregory Porter ],Disclosure,Caracal,"Electronica , Dance & Electronic",$ 1.29,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",5:15,"September 25 , 2015",Masterpiece,['Jordan Rakei'],Disclosure,Caracal,False,Electronic,"['Dance', 'Garage', 'House', 'Rock']",,2015,Island Records,241.0,,Universal Music Operations Limited,Holding On,['Gregory Porter'],Disclosure,Caracal,False,Dance & Electronic,['Electronica'],1.29,2015.0,"Island Records, Universal Music Operations Limited",315.0,2015-09-25,,,,,,,,,,
383,0,Money Right ( feat . Rick Ross & Brisco ),Flo Rida,Mail On Sunday,"Hip-Hop/Rap , Music , Pop , Dirty South",$ 1.29,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:16,18-Mar-08,Elevator ( feat . Timbaland ),Flo Rida,Mail On Sunday [ Clean ],"Rap & Hip-Hop , Southern Rap , Pop Rap",$ 1.29,2013 Warner Bros. . Records Inc.,3:50,"March 18 , 2008",Money Right,"['Rick Ross', 'Brisco']",Flo Rida,Mail On Sunday,False,Hip-Hop/Rap,"['Pop', 'Dirty South']",1.29,2008,Atlantic Recording Corporation,196.0,2008-03-18,,Elevator,['Timbaland'],Flo Rida,Mail On Sunday,False,Rap & Hip-Hop,"['Southern Rap', 'Pop Rap']",1.29,2013.0,Warner Bros. Records Inc.,230.0,2008-03-18,Warner Bros.,,,,,,,,,
73,0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,I 'll Keep Loving you ( feat . Birdy & Jaymes Young ),David Guetta,Listen,Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:08,"November 24 , 2014",Dangerous,['Sam Martin'],David Guetta,Listen (Deluxe Version),False,Dance,"['Rock', 'House', 'Electronic', 'French Pop']",1.29,2014,What A Music Ltd.,200.0,2014-11-24,Parlophone/Warner Music France,I 'll Keep Loving you,"['Birdy', 'Jaymes Young']",David Guetta,Listen,False,Dance & Electronic,[],1.29,2015.0,If Moving Your Mine,188.0,2014-11-24,,,,,,,,,,
482,1,Over When It 's Over ( Live ),Eric Church,Caught In the Act ( Live ),"Country , Music , Contemporary Country , Urban Cowboy",$ 1.29,"‰ ãÑ 2013 EMI Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 401 Commerce Street , Suite 1100 , Nashville , TN 37219",2:59,5-Apr-13,Over When It 's Over,Eric Church,Caught In The Act : Live,Country,$ 1.29,( C ) 2013 EMI Records Nashville,2:59,"April 5 , 2013",Over When It's Over (Live),[],Eric Church,Caught In the Act (Live),False,Country,"['Contemporary Country', 'Urban Cowboy']",1.29,2013,EMI Records Nashville,219.0,2013-04-05,Capitol Records Nashville,Over When It 's Over,[],Eric Church,Caught In The Act : Live,False,Country,[],1.29,2013.0,EMI Records Nashville,179.0,2013-04-05,EMI Records Nashville,,,,,,,,,
393,1,X2CU,Jason Derulo,Everything Is 4,"Pop , Music , Rock , Dance , R&B / Soul , Contemporary R&B",$ 1.29,2015 Warner Bros. . Records Inc.,5:13,29-May-15,X2CU,Jason Derulo,Everything Is 4 [ Clean ],Pop,$ 1.29,2011 Because Music,5:14,"June 1 , 2015",X2CU,[],Jason Derulo,Everything Is 4,False,Pop,"['Rock', 'Dance', 'R&B/Soul', 'Contemporary R&B']",1.29,2015,Warner Bros. Records Inc.,313.0,2015-05-29,Warner Bros. Records,X2CU,[],Jason Derulo,Everything Is 4,False,Pop,[],1.29,2011.0,Because Music,314.0,2015-06-01,,,,,,,,,,
400,0,Where Are '`` Now ( with Justin Bieber ) [ Ember Island Remix ],Skrillex & Diplo,Where Are '`` Now ( with Justin Bieber ) [ Remixes ] - EP,"Dance , Music",$ 1.29,2015 OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,2:31,16-Jun-15,Scary Monsters And Nice Sprites ( Dirtyphonics Remix ),Skrillex,More Monsters And Sprites EP,"Dance & Electronic , Dubstep",$ 1.29,2011 Rory Bourke Music Co. ( BMI ),4:51,"June 7 , 2011",Where Are '' Now,['Justin Bieber'],Skrillex & Diplo,Where Are '' Now (Remixes) - EP,False,Dance,['Music'],1.29,2015,OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.,151.0,2015-06-16,Warner Music Group,Scary Monsters And Nice Sprites,['Dirtyphonics'],Skrillex,More Monsters And Sprites EP,False,Dance & Electronic,['Dubstep'],1.29,2011.0,Rory Bourke Music Co.,291.0,2011-06-07,BMI,,,,,,,,,
50,1,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,Goodbye To You ( + Dot Rotten ),Ed Sheeran,5,Pop,$ 1.29,Dub Police Records,5:30,"June 23 , 2014",Goodbye to You,['Dot Rotten'],Ed Sheeran,5,False,Pop,"['Rock', 'Singer/Songwriter', 'Contemporary Singer/Songwriter']",1.29,2014,Warner Music UK Limited,330.0,2014-06-23,Warner Music UK,Goodbye To You (+ Dot Rotten),['Dot Rotten'],Ed Sheeran,5,False,Pop,[],1.29,2014.0,Dub Police Records,330.0,2014-06-23,,,,,,,,,,
350,0,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,Initiation ( feat . Lola Monroe ) [ Explicit ],Wiz Khalifa,O.N.I.F.C. [ Explicit ],Rap & Hip-Hop,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:29,"December 4 , 2012",Remember You,['The Weeknd'],Wiz Khalifa,O.N.I.F.C.,False,Hip-Hop/Rap,"['East Coast Rap', 'Hardcore Rap']",1.99,2012,Atlantic Recording Corporation (US) and WEA International Inc. (worldwide),320.0,2012-12-04,Atlantic Records,Initiation,['Lola Monroe'],Wiz Khalifa,O.N.I.F.C.,True,Rap & Hip-Hop,[],1.29,2012.0,Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,269.0,2012-12-04,Atlantic Recording Corporation,,,,,,,,,
85,0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,Take Your ( Album Version ( Edited ) ) [ feat . Bun B ] [ Clean ],David Banner,Certified ( Edited Version ),Rap & Hip-Hop,$ 0.69,"( C ) 2014 Island Records , a division of UMG Recordings , Inc.",4:42,"September 20 , 2005",Dangerous,['Sam Martin'],David Guetta,Listen (Deluxe Version),False,House,"['Dance', 'Electronic', 'French Pop', 'Rock']",1.29,2014,What A Music Ltd.,200.0,2014-11-24,Parlophone/Warner Music France,Take Your,['Bun B'],David Banner,Certified,False,Rap & Hip-Hop,[],0.69,2005.0,"Island Records, a division of UMG Recordings, Inc.",282.0,2005-09-20,"UMG Recordings, Inc.",,,,,,,,,
202,0,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],Shinedown,The Sound of Madness ( Deluxe Edition ),"Rock , Music , Alternative , Grunge , Metal , Hard Rock",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,3:47,24-Jun-08,I Own You ( Bonus Track ),Shinedown,The Sound of Madness [ Deluxe ],Rock,$ 1.29,( C ) 2006 Vanguard,3:37,"June 23 , 2008",Breaking Inside,['Lzzy Hale'],Shinedown,The Sound of Madness (Deluxe Edition),False,Rock,"['Alternative', 'Grunge', 'Metal', 'Hard Rock']",1.29,,"Atlantic Recording Corporation (US), WEA International Inc. (world)",227.0,2008-06-24,"Atlantic Recording Corporation (US), WEA International Inc. (world)",I Own You,[],Shinedown,The Sound of Madness,False,Rock,[],1.29,2006.0,Vanguard,217.0,2008-06-23,,,,,,,,,,
31,0,Epilogue ( feat . George the Poet ),Naughty Boy,Hotel Cabana,"Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock",$ 1.29,2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,1:28,6-May-14,Wonder [ feat . Emeli SandÌ © ],Naughty Boy,Hotel Cabana ( Deluxe Version ) [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,3:27,"May 6 , 2014",Epilogue,['George the Poet'],Naughty Boy,Hotel Cabana,False,Pop,"['R&B/Soul', 'Contemporary R&B', 'Hip-Hop/Rap', 'Pop/Rock', 'Rock']",1.29,2014,Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,88.0,2014-05-06,Virgin Records,Wonder,['Emeli Sandé'],Naughty Boy,Hotel Cabana (Deluxe Version),True,Pop,[],1.29,2014.0,Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,207.0,2014-05-06,Virgin Records,,,,,,,,,
503,1,Yayo,Lana Del Rey,Born To Die - The Paradise Edition,"Alternative , Music , Rock , Adult Alternative",$ 1.29,‰ ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,5:21,13-Nov-12,Yayo,Lana Del Rey,Born To Die - The Paradise Edition [ Explicit ],Alternative Rock,$ 1.29,( C ) 2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,3:57,"November 13 , 2012",Yayo,[],Lana Del Rey,Born To Die - The Paradise Edition,False,Alternative,"['Rock', 'Adult Alternative']",1.29,2012,Lana Del Rey under exclusive licence to Polydor Ltd. (UK),321.0,2012-11-13,Polydor Ltd. (UK) / Interscope Records,Yayo,[],Lana Del Rey,Born To Die - The Paradise Edition,True,Alternative Rock,[],1.29,2012.0,Lana Del Rey under exclusive licence to Polydor Ltd. (UK) and Interscope Records in the USA,237.0,2012-11-13,Polydor Ltd. (UK) and Interscope Records,,,,,,,,,
209,0,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",Shinedown,Leave a Whisper ( Deluxe Version ),"Rock , Music , Hard Rock , Alternative",$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,3:59,27-May-03,Fly From The Inside,Shinedown,Leave A Whisper,Rock,$ 1.29,2015 Mad Decent,3:55,"May 27 , 2003",Fly from the Inside,[],Shinedown,Leave a Whisper,False,Rock,"['Hard Rock', 'Alternative']",1.29,,,239.0,2003-05-27,Atlantic Recording Corporation,Fly From The Inside,[],Shinedown,Leave A Whisper,False,Rock,[],1.29,2015.0,Mad Decent,235.0,2003-05-27,Mad Decent,,,,,"WXDX, Pittsburgh",,,,
349,0,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,"Rise Above ( feat . Pharrell , Tuki Carter & Amber Rose ) [ Explicit ]",Wiz Khalifa,O.N.I.F.C. [ Explicit ],Rap & Hip-Hop,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:31,"December 4 , 2012",Remember You,['The Weeknd'],Wiz Khalifa,O.N.I.F.C.,False,Hip-Hop/Rap,"['East Coast Rap', 'Hardcore Rap', 'Rap']",1.99,2012,Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,320.0,2012-12-04,,Rise Above,"['Pharrell', 'Tuki Carter', 'Amber Rose']",Wiz Khalifa,O.N.I.F.C.,True,Rap & Hip-Hop,[],1.29,2012.0,"Atlantic Recording Corporation (US), WEA International Inc. (world)",271.0,2012-12-04,"Atlantic Recording Corporation, WEA International Inc.",,,,,,,,,
458,0,Confess To Me ( feat . Jessie Ware ),Disclosure,Settle ( Deluxe Version ),"Electronic , Music",$ 1.29,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",4:10,15-Apr-14,Omen [ feat . Sam Smith ],Disclosure,Caracal ( Deluxe ),"Electronica , Dance & Electronic",$ 1.29,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",3:50,"September 25 , 2015",Confess To Me,['Jessie Ware'],Disclosure,Settle (Deluxe Version),False,Electronic,[],1.29,2014,"Universal Island Records, a division of Universal Music Operations Limited",250.0,2014-04-15,Universal Island Records,Omen,['Sam Smith'],Disclosure,Caracal (Deluxe),False,Dance & Electronic,['Electronica'],1.29,2015.0,"Island Records, a division of Universal Music Operations Limited",230.0,2015-09-25,,,,,,,,,,
195,0,Second Chance ( Live Acoustic from Kansas City ),Shinedown,Somewhere In the Stratosphere ( Live ),"Rock , Music , Metal , Alternative , Hard Rock",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:06,18-Apr-11,45 ( Live Acoustic From Kansas City ),Shinedown,Somewhere In The Stratosphere,Rock,$ 1.29,( C ) 2005 MCA Nashville,6:12,"April 18 , 2011",Second Chance,[],Shinedown,Somewhere In the Stratosphere,False,Rock,"['Metal', 'Alternative', 'Hard Rock']",1.29,2011,Atlantic Recording Corporation and WEA International Inc.,306.0,2011-04-18,Atlantic Recording Corporation and WEA International Inc.,45 (Live Acoustic From Kansas City),[],Shinedown,Somewhere In The Stratosphere,False,Rock,[],1.29,2005.0,MCA Nashville,372.0,2011-04-18,MCA Nashville,,,,,,,,,
112,0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,I 'll Keep Loving you ( feat . Birdy & Jaymes Young ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:08,"November 24 , 2014",Dangerous,['Sam Martin'],David Guetta,Listen,False,House,"['Electronic', 'Dance', 'Rock', 'French Pop']",1.29,2014,What A Music Ltd.,200.0,2014-11-24,Parlophone/Warner Music France,I'll Keep Loving you,"['Birdy', 'Jaymes Young']",David Guetta,Listen (Deluxe),False,Dance & Electronic,[],1.29,2015.0,If Moving Your Mine,188.0,2014-11-24,,,,,,,,,,
249,0,Because of Your Love,Kenny Chesney,Greatest Hits,"Country , Music , Contemporary Country , Urban Cowboy",$ 0.99,2000 BMG Entertainment,4:16,26-Sep-00,"Ruby , Do n't Take Your Love To Town",Kenny Rogers,49 All Time Greatest Hits,"Country , Traditional Country , Cowboy",$ 0.89,( c ) 2008 Goldenlane Records,2:55,"August 1 , 2008",Because of Your Love,[],Kenny Chesney,Greatest Hits,False,Country,"['Contemporary Country', 'Urban Cowboy']",0.99,2000,BMG Entertainment,256.0,2000-09-26,,Ruby (Don't Take Your Love To Town),[],Kenny Rogers,49 All Time Greatest Hits,False,Country,"['Traditional Country', 'Cowboy']",0.89,2008.0,Goldenlane Records,175.0,2008-08-01,Goldenlane Records,,,,,,,,,
153,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,On The Dancefloor ( Feat . Will.I.Am & Apl De Ap ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:46,"August 21 , 2009",Toyfriend,['Wynter Gordon'],David Guetta,One Love,False,Dance,['Music'],1.29,2010,Gum Prod under licence to Parlophone Music France,171.0,2009-08-21,,On The Dancefloor,"['Will.I.Am', 'Apl De Ap']",David Guetta,One Love (Deluxe Version),False,Dance & Electronic,[],1.29,2014.0,Swedish House Mafia Holdings Ltd (BVI),226.0,2009-08-21,Virgin Records,,,,,,,,,
162,0,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,I Can Only Imagine ( Feat . Chris Brown & Lil Wayne ),David Guetta,Nothing But The Beat,Dance & Electronic,$ 1.29,2009 Andy Henningsen,3:29,"August 26 , 2011",I 'm a Machine,"['Crystal Nicole', 'Tyrese Gibson']",David Guetta,Nothing But the Beat,False,Dance,"['Rock', 'House', 'Electronic']",1.29,2011,"What A Music Ltd, Licence exclusive Parlophone Music France",214.0,2011-08-26,,I Can Only Imagine,"['Chris Brown', 'Lil Wayne']",David Guetta,Nothing But The Beat,False,Dance & Electronic,[],1.29,2009.0,Andy Henningsen,209.0,2011-08-26,,,,,,,,,,
396,1,It Girl,Jason Derulo,Future History ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance",$ 1.99,2011 Warner Bros. . Records Inc.,3:13,16-Sep-11,It Girl,Jason Derulo,Future History ( Deluxe Version ),Pop,$ 1.29,( C ) 2013 Hit Red Records under exclusive license to Capitol Records Nashville,3:12,"September 16 , 2011",It Girl,[],Jason Derulo,Future History (Deluxe Version),False,Pop,"['Rock', 'R&B/Soul', 'Contemporary R&B', 'Dance']",1.99,2011,Warner Bros. Records Inc.,193.0,2011-09-16,Warner Bros.,It Girl,[],Jason Derulo,Future History (Deluxe Version),False,Pop,[],1.29,2013.0,Hit Red Records,192.0,2011-09-16,Capitol Records Nashville,,,,,,,,,
296,0,Thinking About You ( feat . Ayah Marar ) [ Michael Brun Remix ],Calvin Harris,Thinking About You ( feat . Ayah Marar ) [ Remixes ],"Dance , Music",$ 1.29,2013 Sony Music Entertainment UK Limited,5:42,2-Aug-13,How Deep Is Your Love ( Calvin Harris & R3hab Remix ),Calvin Harris & Disciples,How Deep Is Your Love ( Remixes ),Dance & Electronic,$ 1.29,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",4:16,"August 7 , 2015",Thinking About You,['Ayah Marar'],Calvin Harris,Thinking About You (Remixes),False,Dance,[],1.29,2013,Sony Music Entertainment UK Limited,342.0,2013-08-02,,How Deep Is Your Love,['R3hab'],Calvin Harris & Disciples,How Deep Is Your Love (Remixes),False,Dance & Electronic,[],1.29,2015.0,Island Records,256.0,2015-08-07,Universal Music Operations Limited,,,,,,,,,
14,0,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,Smoke ( Interlude ) [ Explicit ],X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,0:24,"June 30 , 2015",VHS Outro ( Interlude ),[],X Ambassadors,VHS,False,Alternative,"['Rock', 'Adult Alternative']",1.29,2015,KIDinaKORNER/Interscope Records,85.0,2015-06-30,KIDinaKORNER/Interscope Records,Smoke ( Interlude ),[],X Ambassadors,VHS,True,Alternative Rock,[],1.29,2015.0,KIDinaKORNER/Interscope Records,24.0,2015-06-30,,,,,,,,,,
247,0,Because of Your Love,Kenny Chesney,Greatest Hits,"Country , Music , Contemporary Country , Urban Cowboy",$ 0.99,2000 BMG Entertainment,4:16,26-Sep-00,Hurry Up Love,Kenny Rogers,49 All Time Greatest Hits,"Country , Traditional Country , Cowboy",$ 0.89,( c ) 2008 Goldenlane Records,2:29,"August 1 , 2008",Because of Your Love,[],Kenny Chesney,Greatest Hits,False,Country,"['Contemporary Country', 'Urban Cowboy']",0.99,2000,BMG Entertainment,256.0,2000-09-26,,Hurry Up Love,[],Kenny Rogers,49 All Time Greatest Hits,False,Country,"['Traditional Country', 'Cowboy']",0.89,2008.0,Goldenlane Records,149.0,2008-08-01,Goldenlane Records,,,,,,,,,
444,0,Do Something Love ( feat . Juliet ),David Guetta,Pop Life ( Extended Version ) [ Bonus Version ],"Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative",$ 1.29,‰ ãÑ 2007 Gum Records,4:10,18-Sep-07,When Love Takes Over ( feat . Kelly Rowland ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:11,"August 21 , 2009",Do Something Love,['Juliet'],David Guetta,Pop Life (Extended Version),False,Dance,"['House', 'Electronic', 'Electronica']",1.29,2007,Gum Records,250.0,2007-09-18,Gum Records,When Love Takes Over,['Kelly Rowland'],David Guetta,One Love,False,Dance & Electronic,[],1.29,2009.0,Swedish House Mafia Holdings Ltd (BVI),191.0,2009-08-21,Virgin Records,,,,,,,,,
537,0,Cold Game ( feat . Latoiya Williams ),Snoop Dogg & Latoiya Williams,Doggumentary,"Hip-Hop/Rap , Music , Rock , Gangsta Rap , West Coast Rap",$ 1.29,"‰ ãÑ 2011 Capitol Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 .",3:49,29-Mar-11,Toyz N Da Hood ( Feat . Bootsy Collins ) [ Explicit ],Snoop Dogg,Doggumentary [ Explicit ],"Rap & Hip-Hop , West Coast",$ 1.29,"( C ) 2011 Capitol Records , LLC",2:40,"March 29 , 2011",Cold Game,['Latoiya Williams'],Snoop Dogg & Latoiya Williams,Doggumentary,False,Hip-Hop/Rap,"['Rock', 'Gangsta Rap', 'West Coast Rap']",1.29,2011,"Capitol Records, LLC",229.0,2011-03-29,,Toyz N Da Hood,['Bootsy Collins'],Snoop Dogg,Doggumentary,True,Rap & Hip-Hop,['West Coast'],1.29,2011.0,"Capitol Records, LLC",160.0,2011-03-29,,,,,,,,,,
234,0,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ 0.99,2012 PAXAM RECORDS,5:10,2-Jul-12,My Wrecking Ball ( Live At Carnegie Hall / 11/17/2014 ),Ryan Adams,Live At Carnegie Hall [ Explicit ],Rock,$ 1.29,( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,5:22,"April 21 , 2015",If I Am a Stranger,[],Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],False,Singer/Songwriter,"['Rock', 'Music']",0.99,2012,PAXAM RECORDS,310.0,2012-07-02,,My Wrecking Ball,[],Ryan Adams,Live At Carnegie Hall,True,Rock,[],1.29,2015.0,PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,322.0,2015-04-21,,,,,,,,,,
68,0,Masterpiece ( feat . Jordan Rakei ),Disclosure,Caracal,"Electronic , Music , Dance , Garage , House , Rock",Album Only,"2015 Island Records , a division of Universal Music Operations Limited",4:01,,Willing & Able [ feat . Kwabs ],Disclosure,Caracal ( Deluxe ),"Electronica , Dance & Electronic",$ 1.29,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",4:52,"September 25 , 2015",Masterpiece,['Jordan Rakei'],Disclosure,Caracal,False,Electronic,"['Music', 'Dance', 'Garage', 'House', 'Rock']",,2015,"Island Records, a division of Universal Music Operations Limited",241.0,null,Universal Music Operations Limited,Willing & Able,['Kwabs'],Disclosure,Caracal (Deluxe),False,Dance & Electronic,['Electronica'],1.29,2015.0,Island Records,292.0,2015-09-25,Universal Music Operations Limited,,,,,,,,,
